source_image,spot_id,Neutrophil,Epithelial,Lymphocyte,Plasma,Eosinophil,Connective tissue
crag_2_patch.tiff,patch_3,18.390186,24.46045,21.223541,21.527796,20.529144,19.722237
crag_2_patch.tiff,patch_4,17.069538,23.028294,18.459026,19.921492,18.728243,18.181257
crag_2_patch.tiff,patch_5,17.350746,23.34054,18.898891,20.139587,18.39222,19.773434
crag_2_patch.tiff,patch_6,14.909781,25.073086,19.77594,20.136385,18.326086,19.056856
crag_2_patch.tiff,patch_7,15.133667,24.164417,19.965775,19.191034,17.224916,19.123764
crag_2_patch.tiff,patch_8,15.458349,24.61802,20.686167,19.017132,18.247742,19.141615
crag_2_patch.tiff,patch_9,15.356728,23.975994,20.291828,18.462952,17.52444,19.545654
crag_2_patch.tiff,patch_10,17.28956,24.993462,20.478598,19.89695,19.026133,20.442844
crag_2_patch.tiff,patch_11,16.877645,23.693275,19.455875,19.034248,16.789139,21.491083
crag_2_patch.tiff,patch_12,17.477037,25.85176,20.788807,21.315746,20.92057,20.36886
crag_2_patch.tiff,patch_13,15.870529,24.784649,19.886557,19.021694,18.359968,19.279821
crag_2_patch.tiff,patch_14,15.531447,24.65492,20.662403,19.969858,18.838276,19.203983
crag_2_patch.tiff,patch_15,16.277473,24.537312,20.627804,19.566235,18.775063,17.886517
crag_2_patch.tiff,patch_16,17.06497,25.154814,20.919828,20.4962,20.856422,18.71264
crag_2_patch.tiff,patch_17,16.143738,24.841318,20.02977,18.71859,17.0722,23.023634
crag_2_patch.tiff,patch_18,16.892605,25.608444,19.80902,21.315317,21.001175,24.182549
crag_2_patch.tiff,patch_19,16.592848,26.04958,20.12802,21.077723,21.043661,20.275173
crag_2_patch.tiff,patch_20,16.45433,25.593552,20.874832,21.217945,19.997202,20.52688
crag_2_patch.tiff,patch_21,17.55756,25.241425,21.848703,21.926992,22.15409,18.586376
crag_2_patch.tiff,patch_22,15.25048,24.541681,20.62459,20.089655,19.15136,18.232096
crag_2_patch.tiff,patch_23,16.830143,24.269499,22.325333,21.217182,17.857222,19.991203
crag_2_patch.tiff,patch_24,17.75692,24.312788,19.939219,22.108126,18.913984,25.169456
crag_2_patch.tiff,patch_25,17.433222,25.876068,20.312452,21.710875,20.04018,24.914387
crag_2_patch.tiff,patch_26,15.837725,24.819448,20.016924,22.064829,20.201498,18.198616
crag_2_patch.tiff,patch_27,15.606674,24.497082,19.99965,18.838253,17.989079,18.605581
crag_2_patch.tiff,patch_28,17.494354,24.94329,21.132591,21.465328,20.242416,18.832415
crag_2_patch.tiff,patch_29,19.067453,22.585335,21.737083,22.596123,19.303682,16.278748
crag_2_patch.tiff,patch_30,15.226907,24.119076,19.741585,21.512854,17.957474,25.800093
crag_2_patch.tiff,patch_31,17.129898,24.565891,19.980461,20.849213,19.624771,24.492662
crag_2_patch.tiff,patch_32,18.434336,24.509388,19.640045,20.272854,20.08454,20.39075
crag_2_patch.tiff,patch_33,18.549324,24.079275,21.164503,20.389927,18.971455,18.814434
crag_2_patch.tiff,patch_34,18.682457,23.90039,22.249735,21.452913,19.6505,19.218018
crag_2_patch.tiff,patch_35,20.785906,25.223196,21.9931,21.670538,21.357769,20.149918
crag_34_patch.tiff,patch_0,20.966509,24.343967,21.26183,21.98872,21.74702,18.59605
crag_34_patch.tiff,patch_1,22.102882,25.446428,24.146967,21.623007,23.141697,21.646492
crag_34_patch.tiff,patch_2,16.544363,24.95794,20.65212,21.520508,20.242893,19.45274
crag_34_patch.tiff,patch_3,18.960833,24.217182,19.678137,21.773518,20.047638,19.885902
crag_34_patch.tiff,patch_4,15.454949,25.25163,19.350025,17.719666,17.683947,20.597462
crag_34_patch.tiff,patch_5,16.779142,25.298647,19.992682,20.219082,20.07012,19.173334
crag_34_patch.tiff,patch_6,22.427876,25.041086,22.26069,22.313133,22.742443,19.270954
crag_34_patch.tiff,patch_7,12.962192,23.82671,18.548683,17.047428,16.491577,17.179483
crag_34_patch.tiff,patch_8,14.67556,25.262678,19.833696,19.25095,18.776617,20.229527
crag_34_patch.tiff,patch_9,18.494581,24.216585,20.645739,21.911825,20.677143,18.997612
crag_34_patch.tiff,patch_10,19.566833,25.433485,22.247484,22.868093,22.24129,18.095646
crag_34_patch.tiff,patch_11,13.743241,24.139439,19.130823,18.10491,16.914677,18.949394
crag_34_patch.tiff,patch_12,15.129803,23.77749,18.125633,19.552515,17.799688,17.798525
crag_34_patch.tiff,patch_13,16.544285,24.454111,20.001549,20.735846,19.390152,16.786663
crag_34_patch.tiff,patch_14,16.823164,24.665934,19.986654,20.646017,19.54636,17.749498
crag_34_patch.tiff,patch_15,17.075987,24.198744,20.254414,19.78596,19.996424,16.872423
crag_3_patch.tiff,patch_0,17.119814,23.320724,19.68134,21.071732,22.899506,17.66367
crag_3_patch.tiff,patch_1,16.970175,21.87111,19.694105,21.638693,21.462412,16.435797
crag_3_patch.tiff,patch_2,15.910635,22.50756,18.660149,19.501965,20.184351,16.40464
crag_3_patch.tiff,patch_3,18.217697,23.379118,21.768192,22.185915,21.407578,18.966593
crag_3_patch.tiff,patch_4,14.81695,22.437765,20.139822,20.679558,18.250307,17.378685
crag_3_patch.tiff,patch_5,18.154812,22.893578,20.195452,21.734987,22.588226,17.396389
crag_3_patch.tiff,patch_6,17.771881,23.245687,20.37964,21.236422,22.132126,17.134562
crag_3_patch.tiff,patch_7,17.54558,22.261509,20.224585,21.397501,22.553406,17.50019
crag_3_patch.tiff,patch_8,17.7547,22.173492,20.331373,22.014713,21.384623,16.582733
crag_3_patch.tiff,patch_9,14.624727,21.82566,18.690742,18.115324,17.744549,15.805196
crag_3_patch.tiff,patch_10,14.360065,22.279884,18.769037,18.743746,18.820915,16.64555
crag_3_patch.tiff,patch_11,16.403484,22.274908,19.826351,20.750044,19.111057,16.586166
crag_3_patch.tiff,patch_12,15.492349,23.517532,19.294342,19.559805,19.291517,16.589422
crag_3_patch.tiff,patch_13,16.731316,22.159517,19.112423,19.475927,19.009289,16.187832
crag_3_patch.tiff,patch_14,15.442195,21.815666,17.856482,18.515661,18.26342,15.71867
crag_3_patch.tiff,patch_15,15.672044,22.519806,18.673037,20.427742,19.720108,17.059662
crag_3_patch.tiff,patch_16,14.721797,21.991358,18.400389,18.524603,19.060196,15.6777935
crag_3_patch.tiff,patch_17,14.722041,21.983921,18.488424,18.649107,18.29221,15.732396
crag_3_patch.tiff,patch_18,15.654529,23.17162,20.127298,19.745804,18.958803,17.920269
crag_3_patch.tiff,patch_19,15.704401,22.815498,19.225605,21.019068,19.122442,17.503899
crag_3_patch.tiff,patch_20,16.493734,22.912392,19.282541,20.169886,19.19535,17.506021
crag_3_patch.tiff,patch_21,16.883741,23.191881,19.749672,21.444378,19.363556,18.066729
crag_3_patch.tiff,patch_22,15.806081,22.996271,18.771687,20.12687,19.446093,16.938799
crag_3_patch.tiff,patch_23,14.474976,21.33614,18.653727,19.934725,18.163479,15.557005
crag_3_patch.tiff,patch_24,15.786842,22.450136,19.828608,19.350964,17.765823,17.207182
crag_3_patch.tiff,patch_25,16.408012,23.910166,17.952383,21.563795,22.210651,20.1928
crag_3_patch.tiff,patch_26,15.947923,23.538465,18.501635,20.149414,18.460611,17.090014
