source_image,spot_id,neutrophil,epithelial,lymphocyte,plasma,eosinophil,fibroblast
crag_12_patch.tiff,patch_35,11.012906,2.265302,1.4390199,0.3635347,3.5393753,17.39719
crag_13_patch.tiff,patch_0,2.5378518,3.1719885,-10.997417,-5.7368526,-3.1925669,23.765097
crag_13_patch.tiff,patch_1,-1.5499115,4.1127644,-11.996457,-3.037693,-4.9633317,19.184587
crag_13_patch.tiff,patch_2,0.09688823,4.0634947,-9.215868,-2.912433,-5.773345,22.6952
crag_13_patch.tiff,patch_3,0.580631,4.6603036,-8.548289,-1.3433813,-4.3220944,25.504679
crag_13_patch.tiff,patch_4,4.732842,0.55093217,-0.0519372,2.7694676,1.7586523,10.2591715
crag_13_patch.tiff,patch_5,-6.2743564,2.801193,-6.9068127,2.2125773,-8.985023,11.347925
crag_13_patch.tiff,patch_6,3.7980907,2.655046,-8.568079,-1.4400476,2.6950214,20.764452
crag_13_patch.tiff,patch_7,-0.15240857,2.4644918,-7.453745,0.89398557,0.23331691,24.223982
crag_13_patch.tiff,patch_8,2.3570418,1.2114574,-3.5129304,-1.4395974,-1.3854706,15.86601
crag_13_patch.tiff,patch_9,5.3573637,0.07264219,-3.495756,1.4420716,-1.078719,13.550011
crag_13_patch.tiff,patch_10,-2.209922,3.0498443,-4.751164,4.9675865,-5.1730895,10.566808
crag_13_patch.tiff,patch_11,-2.035733,2.1591384,-4.672201,1.581979,-2.7085319,11.720473
crag_13_patch.tiff,patch_12,-2.2533138,3.1200383,-4.163964,-2.9066846,-7.3701196,16.432095
crag_13_patch.tiff,patch_13,3.627989,1.9611412,-5.899993,-2.4826865,-4.0465217,15.892821
crag_13_patch.tiff,patch_14,-3.821234,5.882891,-4.4942307,3.1937816,-10.362221,12.889171
crag_13_patch.tiff,patch_15,-0.5327035,1.2352812,-4.3638864,5.30158,-2.988191,12.359098
crag_13_patch.tiff,patch_16,-2.2812626,2.3877907,-4.990323,1.158781,-5.6851015,15.549846
crag_13_patch.tiff,patch_17,1.7372953,-1.5046179,-1.2105391,5.0488777,-3.2738507,12.073811
crag_13_patch.tiff,patch_18,0.5463962,1.5710222,-4.4620495,1.7386162,-3.0207925,12.944286
crag_13_patch.tiff,patch_19,-0.96746045,1.387542,-4.182806,-2.4821446,-3.2447712,11.321366
crag_13_patch.tiff,patch_20,2.4455764,4.8591704,-4.4432054,3.3747592,-0.38273525,16.328642
crag_13_patch.tiff,patch_21,2.416369,0.73066545,-3.927148,3.1396525,0.05981261,12.283633
crag_13_patch.tiff,patch_22,-2.8011363,4.3707576,-7.477542,3.0887384,-6.886099,11.799923
crag_13_patch.tiff,patch_23,0.43376788,1.9667366,-3.8280103,2.428676,-1.671177,12.867361
crag_13_patch.tiff,patch_24,0.0268012,7.087216,-4.9096346,6.3133264,2.6169424,11.369392
crag_13_patch.tiff,patch_25,-2.3904474,3.029083,-4.991729,-0.27298427,-3.1973696,12.844
crag_13_patch.tiff,patch_26,-4.3412237,4.3388624,-5.824383,-0.6529191,-8.8257265,8.988333
crag_13_patch.tiff,patch_27,2.9477444,-0.20070879,-5.8745327,5.867736,0.3651734,10.932535
crag_13_patch.tiff,patch_28,-3.5605302,4.732665,-4.720146,0.40035754,-7.6653247,13.550911
crag_13_patch.tiff,patch_29,-1.5029784,3.2008724,-8.08452,4.0496492,-4.0953393,9.350826
crag_13_patch.tiff,patch_30,-3.729041,2.683574,-8.200002,2.4294837,-5.2240424,8.87697
crag_13_patch.tiff,patch_31,-3.1891701,6.8158045,-5.8432508,3.1310859,-6.765163,9.386965
crag_13_patch.tiff,patch_32,-5.7226715,6.3510375,-6.768341,6.9133573,-6.448577,9.48334
crag_13_patch.tiff,patch_33,-3.3328168,4.616699,-5.855048,3.2087142,-5.0261917,9.834352
crag_13_patch.tiff,patch_34,-7.148519,6.1611214,-5.9018617,-0.13812752,-10.6102,12.937484
crag_13_patch.tiff,patch_35,-0.49950084,0.37795398,-8.965306,1.3209177,-3.9156203,9.8208885
crag_24_patch.tiff,patch_0,6.9262357,4.973454,-7.9630976,0.8678837,0.34762374,16.07086
crag_24_patch.tiff,patch_1,7.0478063,1.8081543,-4.705533,-3.33102,5.256466,22.554277
crag_24_patch.tiff,patch_2,7.8022213,1.6593409,-5.204271,-1.6463925,8.868686,19.81069
crag_24_patch.tiff,patch_3,6.0382175,2.0827475,-6.657263,-2.0337594,6.834871,21.797537
crag_24_patch.tiff,patch_4,4.383786,2.8825185,-9.187263,-2.1751022,5.823518,14.430037
crag_24_patch.tiff,patch_5,5.152852,3.438731,-10.396348,-3.2210643,3.6639788,15.199545
crag_24_patch.tiff,patch_6,2.993973,2.575522,-8.391856,3.1105804,-2.9776785,20.018663
crag_24_patch.tiff,patch_7,3.0487645,1.4357476,-3.4498773,-0.1253792,0.4473397,13.753802
crag_24_patch.tiff,patch_8,5.941457,-0.28132772,-0.48498124,1.1538626,3.5860636,13.880573
crag_24_patch.tiff,patch_9,5.772623,2.0108829,-3.52221,-3.765758,6.5442786,21.820812
crag_24_patch.tiff,patch_10,9.238723,1.7984573,-4.493809,-0.42215914,7.5808992,23.033281
crag_24_patch.tiff,patch_11,10.443537,6.1520114,-0.70903945,-1.7661577,11.962144,16.934847
crag_24_patch.tiff,patch_12,9.317125,4.9697785,-8.087321,3.652067,6.3466125,29.501402
crag_24_patch.tiff,patch_13,8.798026,0.5025078,-3.304222,3.079276,4.026696,23.645844
crag_24_patch.tiff,patch_14,5.7687287,1.0338125,-4.275961,2.4225175,1.4453058,10.2462435
crag_24_patch.tiff,patch_15,9.154745,8.308128,-2.1903038,0.6711903,5.791677,19.163528
crag_24_patch.tiff,patch_16,11.101074,5.3084517,-5.262603,2.392588,8.081524,22.890738
crag_24_patch.tiff,patch_17,6.0688944,4.59506,-5.9498906,-0.109665126,8.437997,22.37553
crag_24_patch.tiff,patch_18,3.6542497,7.9864917,-6.082606,-2.9366975,5.2828565,12.41566
crag_24_patch.tiff,patch_19,13.346988,10.887098,0.036346547,-1.9694272,9.133736,21.839159
crag_24_patch.tiff,patch_20,1.2799332,9.150016,-7.153954,1.4089466,-1.9619595,9.106224
crag_24_patch.tiff,patch_21,-4.8031507,3.488166,-9.595733,5.006589,-7.846736,11.21919
crag_24_patch.tiff,patch_22,1.5187768,2.511734,-8.889414,2.5643392,-4.5948887,14.561109
crag_24_patch.tiff,patch_23,0.3229514,1.8532636,-5.091105,-3.7549837,-2.824616,14.171795
crag_24_patch.tiff,patch_24,0.54159176,3.2209802,-4.932674,3.775629,3.3791842,12.559603
crag_24_patch.tiff,patch_25,1.4211382,5.304954,-7.086895,2.5783856,3.1795232,13.1857
crag_24_patch.tiff,patch_26,-1.1170995,2.1990826,-8.395009,0.6401737,-1.2577634,7.353621
crag_24_patch.tiff,patch_27,-0.5646838,2.392341,-2.8372455,4.4284024,-1.1666349,10.459902
crag_24_patch.tiff,patch_28,1.3474993,8.385456,-3.958294,3.2291703,-0.814082,13.51142
crag_24_patch.tiff,patch_29,2.3368485,3.9057229,-8.593709,0.89608645,-0.32123157,18.477432
crag_24_patch.tiff,patch_30,-1.0343881,3.5368257,-4.4041576,-1.6571578,2.311853,15.824269
crag_24_patch.tiff,patch_31,2.4790905,1.4679517,-6.9578733,1.4476677,1.4264588,14.424337
crag_24_patch.tiff,patch_32,-2.5834568,7.967089,-9.05494,-2.5318837,-0.9120194,12.30742
crag_24_patch.tiff,patch_33,-2.0536206,10.37983,-6.2835064,4.0721493,-1.9551038,14.803889
crag_24_patch.tiff,patch_34,2.195804,7.6166453,-5.9421587,7.8153586,-1.0222664,11.975355
crag_24_patch.tiff,patch_35,-2.443802,10.030655,-10.712386,2.068091,-6.0090575,12.575498
crag_26_patch.tiff,patch_0,9.02434,-2.3057659,3.0755486,4.437511,11.309693,14.058777
crag_26_patch.tiff,patch_1,5.248672,0.46126387,1.1618592,0.8173457,8.666848,14.655357
crag_26_patch.tiff,patch_2,8.038839,-1.541554,2.589235,3.316747,11.000089,14.417088
crag_26_patch.tiff,patch_3,5.8251595,-2.524321,5.4615827,10.198328,8.160129,13.618141
crag_26_patch.tiff,patch_4,5.37067,-1.2664311,0.31175923,4.2469716,4.3281736,15.623761
crag_26_patch.tiff,patch_5,4.835536,2.7291946,2.706799,1.5400869,0.8823196,20.31884
crag_26_patch.tiff,patch_6,7.6288347,0.074204564,1.1930398,6.2937126,12.394066,13.341429
crag_26_patch.tiff,patch_7,7.091027,-0.6134536,0.6913187,5.074155,9.849943,13.073128
crag_26_patch.tiff,patch_8,8.979557,-2.5732546,2.8964663,3.1243286,12.129087,13.47303
crag_26_patch.tiff,patch_9,6.7003345,4.110142,0.4130896,3.21767,11.418341,13.34457
crag_26_patch.tiff,patch_10,5.4974136,0.554584,8.830814,3.7668405,6.3911095,9.727948
crag_26_patch.tiff,patch_11,2.5863285,-4.542438,-1.5843065,5.6326046,-0.21197012,16.85829
crag_26_patch.tiff,patch_12,3.7267516,1.8897413,-0.43669036,5.5803437,11.208048,15.570676
crag_26_patch.tiff,patch_13,7.2195196,-0.38996744,0.12563998,6.84198,13.331976,14.818483
crag_26_patch.tiff,patch_14,6.8994675,-1.8843434,1.3160042,3.362269,11.2763815,12.494738
crag_26_patch.tiff,patch_15,5.1558833,-1.684512,-0.3336671,3.8612463,7.677116,12.002116
crag_26_patch.tiff,patch_16,4.464045,1.9412212,-1.1728485,1.9758507,7.164202,11.344748
crag_26_patch.tiff,patch_17,6.469437,-5.484634,7.171328,7.0330424,11.390578,11.060359
crag_26_patch.tiff,patch_18,4.1431084,4.5359945,-0.82611275,5.6272326,10.219759,16.508633
crag_26_patch.tiff,patch_19,-0.6863394,4.1103935,-2.4213128,7.4309196,6.0584607,11.953342
crag_26_patch.tiff,patch_20,2.9565446,1.4858925,-1.1706756,5.6147275,9.819701,13.85209
crag_26_patch.tiff,patch_21,5.500508,-1.5817508,0.2898622,4.599172,9.2077465,12.757296
crag_26_patch.tiff,patch_22,7.417113,-3.6997855,4.8291626,7.3478723,11.7208,10.090749
crag_26_patch.tiff,patch_23,9.074827,-1.2078454,2.9954417,4.0050917,12.919197,11.820133
crag_26_patch.tiff,patch_24,-0.35146052,6.1371017,-1.3104854,2.3358374,5.5065994,15.750933
crag_26_patch.tiff,patch_25,6.162187,0.12746575,0.6608832,6.937757,9.862869,16.244915
crag_26_patch.tiff,patch_26,2.1929073,4.150578,-4.0073814,7.0040784,9.9460945,15.230051
crag_26_patch.tiff,patch_27,4.9314017,3.4842713,-1.7437252,10.07653,10.312348,12.766634
crag_26_patch.tiff,patch_28,1.641672,1.4040471,-1.6456344,6.2421303,10.55052,14.9143095
crag_26_patch.tiff,patch_29,6.449309,2.2472653,3.8662739,6.647144,11.253275,14.6173315
crag_26_patch.tiff,patch_30,1.4008938,6.527691,-4.310074,2.00187,6.0211883,13.039327
crag_26_patch.tiff,patch_31,6.21526,2.4012983,-1.0922498,1.1010354,11.160717,14.702095
crag_26_patch.tiff,patch_32,2.0788693,4.2129207,-4.0293975,0.5128055,5.6432967,14.719394
crag_26_patch.tiff,patch_33,6.394072,1.0199091,-0.05855172,4.9749575,10.812255,14.654735
crag_26_patch.tiff,patch_34,2.490104,2.1144803,-1.9665122,4.1812205,6.8199077,15.776813
crag_26_patch.tiff,patch_35,3.0743284,7.6554527,-2.2953136,5.429954,7.180855,14.904358
crag_29_patch.tiff,patch_0,6.524422,4.4713793,-0.06620426,-2.677607,1.3614262,12.471512
crag_29_patch.tiff,patch_1,0.49143183,1.405362,-2.9591067,-2.0439947,-3.2966473,12.998549
crag_29_patch.tiff,patch_2,1.0593749,5.608391,-4.774776,-1.3763525,-5.875175,12.41273
crag_29_patch.tiff,patch_3,-0.20206754,2.334699,-8.923027,-4.921404,-3.0843854,22.468977
crag_29_patch.tiff,patch_4,1.9180872,0.21440132,-1.6936402,-1.8608509,-3.0422087,15.301213
crag_29_patch.tiff,patch_5,5.753451,4.1653028,0.82280695,-1.95087,-1.2476746,13.401127
crag_29_patch.tiff,patch_6,-0.21601453,1.5511125,-5.5989556,-1.3345101,-4.0105286,9.815252
crag_29_patch.tiff,patch_7,2.563111,-0.006751174,-3.940347,2.0266135,-1.3003896,10.747177
crag_29_patch.tiff,patch_8,4.261519,3.6171238,-0.3220982,-0.34600058,-2.9632792,16.421116
crag_29_patch.tiff,patch_9,8.216916,0.56453234,-1.2242292,-0.5892745,1.0200423,13.717214
crag_29_patch.tiff,patch_10,1.9547752,6.104467,-0.042086,-4.9652214,-4.472059,17.595095
crag_29_patch.tiff,patch_11,-1.6148049,0.5212702,-6.559348,-5.196009,-5.7229323,18.230524
crag_29_patch.tiff,patch_12,3.5387628,1.6254538,-2.3791354,0.7060589,-1.7538847,9.652408
crag_29_patch.tiff,patch_13,4.2937407,-1.4841565,-1.8874005,1.2478039,-0.12421205,9.838001
crag_29_patch.tiff,patch_14,-1.4972402,3.6667223,-10.075032,-7.375257,-6.664965,21.242525
crag_29_patch.tiff,patch_15,6.281095,1.1130985,-2.4439096,-3.293398,0.8158404,16.231804
crag_29_patch.tiff,patch_16,4.332917,1.9165117,-1.0132984,1.2122233,-3.0309787,13.568338
crag_29_patch.tiff,patch_17,-0.32401177,0.65383554,-2.994383,-1.5771645,-2.4144976,15.4184885
crag_29_patch.tiff,patch_18,1.4722776,-0.22448,-4.1903076,-4.9403844,-2.322688,12.895713
crag_29_patch.tiff,patch_19,8.027512,0.33025768,-0.77149886,-0.27729774,0.623283,10.107475
crag_29_patch.tiff,patch_20,4.1847177,2.8003707,-0.6756129,2.3485024,-0.23530562,8.420458
crag_29_patch.tiff,patch_21,1.8605046,1.1207967,-3.8691094,-2.2955542,-6.4616103,11.617608
crag_29_patch.tiff,patch_22,6.0182567,1.8680058,-1.65736,-1.5104784,-1.9590539,14.255121
crag_29_patch.tiff,patch_23,-0.79314834,-0.20566134,-1.8068651,-1.7240292,-1.5636708,15.454069
crag_29_patch.tiff,patch_24,1.6443543,1.2218819,-1.3405898,2.2429352,0.24255659,11.096037
crag_29_patch.tiff,patch_25,6.580201,-0.03574961,-2.6795554,4.419641,4.7136965,11.224662
crag_29_patch.tiff,patch_26,7.7213492,-2.1724284,-3.423373,2.657354,3.0300589,10.812895
crag_29_patch.tiff,patch_27,5.94418,4.807413,-0.60504514,1.3973492,-0.6307657,11.2296295
crag_29_patch.tiff,patch_28,4.4013343,2.6102602,-1.4670166,3.1683943,-0.4750392,9.777163
crag_29_patch.tiff,patch_29,0.9117744,3.697372,-3.6753426,2.41683,-4.878329,15.282665
crag_29_patch.tiff,patch_30,3.012529,3.872631,-1.772448,-1.4271405,0.4028375,22.976824
crag_29_patch.tiff,patch_31,1.7308626,2.3448312,1.1924804,-3.5074074,1.7528468,16.243847
crag_29_patch.tiff,patch_32,3.393033,2.2909024,-3.0125208,-4.2859797,-0.40043452,16.325922
crag_29_patch.tiff,patch_33,2.1879494,6.6821637,0.3640126,-7.3609405,-1.3159262,18.474606
crag_29_patch.tiff,patch_34,1.5689282,1.049607,0.19054435,-5.4377017,-0.56593806,18.404173
crag_29_patch.tiff,patch_35,3.31967,3.386282,-6.091757,-0.3425501,-2.9112356,16.792917
crag_2_patch.tiff,patch_0,0.24219497,3.6359155,-7.241182,0.059929214,7.507642,14.047642
crag_2_patch.tiff,patch_1,-0.28242505,6.481774,-5.8161736,3.5674279,7.0791435,16.086851
crag_2_patch.tiff,patch_2,1.2637545,3.8690274,-6.656431,3.6359987,4.95754,17.975433
crag_2_patch.tiff,patch_3,5.1008625,3.7741973,-2.0764906,6.506531,7.50871,16.738941
crag_2_patch.tiff,patch_4,5.2237196,2.521932,-2.485959,4.70807,12.159409,22.311115
crag_2_patch.tiff,patch_5,2.8134906,4.366447,-1.621301,2.635294,5.6833954,21.128057
crag_2_patch.tiff,patch_6,-0.44706273,2.6714008,-2.6880476,-3.3805215,6.398761,12.899083
crag_2_patch.tiff,patch_7,-1.7813792,0.46840757,-3.9686744,2.5190961,5.582901,12.747602
crag_2_patch.tiff,patch_8,1.1198751,1.070789,-1.9606752,5.888867,7.662333,12.047886
crag_2_patch.tiff,patch_9,2.1646516,4.221565,-3.7056801,4.645908,9.562941,15.202249
crag_2_patch.tiff,patch_10,2.2512057,5.1964035,-1.6695409,1.7413607,5.153389,17.968355
crag_2_patch.tiff,patch_11,3.4707284,5.6850624,-6.3577447,-5.071673,2.773813,21.42992
crag_2_patch.tiff,patch_12,0.17397393,0.79057914,-1.7317623,2.4390318,8.908085,16.64765
crag_2_patch.tiff,patch_13,2.375418,2.0582643,-2.5239947,3.9526834,8.71021,12.857168
crag_2_patch.tiff,patch_14,0.7443617,2.5637248,-0.7850605,1.5706202,8.366125,14.93905
crag_2_patch.tiff,patch_15,0.81827134,-0.260964,-0.33952352,7.666365,9.079828,11.971019
crag_2_patch.tiff,patch_16,5.4402094,0.25245214,-0.5778799,7.5536947,8.2879715,15.6709175
crag_2_patch.tiff,patch_17,2.6624515,4.0975056,-2.990549,0.79929984,5.9862585,20.31857
crag_2_patch.tiff,patch_18,-1.8467228,2.6724007,-1.7667006,7.767492,-2.9763052,17.418346
crag_2_patch.tiff,patch_19,0.07354051,-1.5085864,0.6268358,2.7015893,9.274732,12.111123
crag_2_patch.tiff,patch_20,-1.0487906,4.3565946,-5.2409,-0.40010977,6.0478945,15.472051
crag_2_patch.tiff,patch_21,5.593951,0.75687176,-0.63895166,3.4094727,10.938573,15.114126
crag_2_patch.tiff,patch_22,5.6603355,1.4618034,0.88533854,5.978003,11.931035,14.009294
crag_2_patch.tiff,patch_23,1.6749351,4.341124,1.0616974,4.1484814,7.613965,13.988418
crag_2_patch.tiff,patch_24,13.276721,7.49076,2.1118622,4.339677,7.814707,22.010483
crag_2_patch.tiff,patch_25,11.157613,0.08774491,2.576059,7.002512,12.187307,20.89975
crag_2_patch.tiff,patch_26,2.5790007,-2.5679655,0.3188935,3.5781577,11.970677,16.193521
crag_2_patch.tiff,patch_27,0.472866,4.679739,-1.5054661,4.4197655,10.371142,13.89227
crag_2_patch.tiff,patch_28,2.116818,1.5435176,0.28514892,4.7748365,11.685314,17.24228
crag_2_patch.tiff,patch_29,10.880123,5.739767,5.237372,8.672993,11.032961,17.796816
crag_2_patch.tiff,patch_30,12.365429,5.8030686,-0.6239337,1.8080308,5.4703045,19.884436
crag_2_patch.tiff,patch_31,16.121881,7.5336943,1.8719686,8.498357,9.417013,19.439814
crag_2_patch.tiff,patch_32,11.567573,4.337851,4.061399,3.3613987,8.589456,16.103237
crag_2_patch.tiff,patch_33,-2.1635096,4.6784925,-6.258651,1.5489053,7.4243646,17.130121
crag_2_patch.tiff,patch_34,10.543076,3.387929,3.448622,8.742401,13.072624,21.880333
crag_2_patch.tiff,patch_35,16.844566,4.6043687,5.3758183,3.9620364,18.626802,20.100834
crag_34_patch.tiff,patch_0,15.41568,4.3903813,8.661145,6.4634156,22.068804,19.339699
crag_34_patch.tiff,patch_1,15.373631,6.5599666,6.663156,15.3670635,21.368986,24.159233
crag_34_patch.tiff,patch_2,4.1480455,3.250392,3.7443593,7.460887,10.89321,17.674614
crag_34_patch.tiff,patch_3,6.9541674,2.0730982,1.5948328,4.4738307,16.153532,15.557537
crag_34_patch.tiff,patch_4,0.6871979,3.8942244,0.12747003,9.585326,9.153153,17.145832
crag_34_patch.tiff,patch_5,3.2295685,4.2373214,1.1317778,7.167226,11.240722,20.887194
crag_34_patch.tiff,patch_6,9.360698,4.6612387,8.2909775,12.816868,14.094007,23.327145
crag_34_patch.tiff,patch_7,0.38380045,3.2696087,-0.47796634,8.021393,9.625414,15.973305
crag_34_patch.tiff,patch_8,3.7137055,3.8960276,-2.1544373,5.0579996,10.267775,17.165268
crag_34_patch.tiff,patch_9,11.166678,-0.7839112,6.665286,11.450639,15.405178,18.755474
crag_34_patch.tiff,patch_10,16.929012,1.6281894,11.668293,12.587768,24.298052,17.929077
crag_34_patch.tiff,patch_11,0.50374943,3.7585614,-3.9470901,7.372133,9.367261,14.2487135
crag_34_patch.tiff,patch_12,1.8212394,5.294214,-3.197084,7.824803,8.664755,14.968903
crag_34_patch.tiff,patch_13,7.008901,0.0017829884,3.8517907,9.545802,14.536846,17.401175
crag_34_patch.tiff,patch_14,3.2847123,1.6982795,0.11496245,8.791409,9.30889,13.194421
crag_34_patch.tiff,patch_15,10.100605,3.4111238,1.157259,9.089905,17.688427,18.235964
