source_image,spot_id,Neutrophil,Epithelial,Lymphocyte,Plasma,Eosinophil,Connective tissue
crag_11_patch.tiff,patch_21,1.7274269,2.7365782,-2.3443449,6.4850965,8.910929,-0.9829126
crag_11_patch.tiff,patch_22,1.579402,2.1750937,-0.69555026,5.90302,8.003982,-2.4691007
crag_11_patch.tiff,patch_23,1.9650414,3.315371,-1.9111726,7.1942306,9.408997,1.7248678
crag_11_patch.tiff,patch_24,3.004008,-0.85098517,5.364621,11.896448,6.3601317,5.2656207
crag_11_patch.tiff,patch_25,2.0385559,-2.511687,1.5626013,2.469811,10.440651,2.6274815
crag_11_patch.tiff,patch_26,1.1922926,0.048820406,0.23204045,5.412356,7.5758057,0.13181593
crag_11_patch.tiff,patch_27,2.4629123,-1.1539181,0.3509893,5.877373,9.791163,-0.88214624
crag_11_patch.tiff,patch_28,1.6434733,1.1753427,-1.4255797,6.544637,8.695131,-0.26791984
crag_11_patch.tiff,patch_29,1.7534182,0.023087643,-0.48742285,9.770582,10.9537,0.36291555
crag_11_patch.tiff,patch_30,7.879427,8.85164,-3.6234543,6.4764,1.2892406,17.86255
crag_11_patch.tiff,patch_31,4.0877953,-0.3573742,6.50441,5.8488975,11.241419,4.8061333
crag_11_patch.tiff,patch_32,-0.42272925,1.7353097,-1.4594898,2.5005083,5.985516,0.47657776
crag_11_patch.tiff,patch_33,1.4796526,-1.3160847,-0.947467,4.7971315,8.327937,-1.216128
crag_11_patch.tiff,patch_34,0.38324726,-0.67824125,-0.9461439,6.114028,7.6491017,-1.6681488
crag_11_patch.tiff,patch_35,2.8640385,-0.015552345,-0.28124627,7.107792,9.816914,-0.977048
crag_12_patch.tiff,patch_0,-0.4145867,-3.1188855,-7.4344373,-2.9285405,-3.046521,18.692736
crag_12_patch.tiff,patch_1,-3.3744829,-3.2225182,-9.675715,2.2381923,-7.019449,15.452403
crag_12_patch.tiff,patch_2,1.1986705,1.2979162,-4.0179157,2.598487,-0.6562288,15.775935
crag_12_patch.tiff,patch_3,5.8461013,2.394656,3.242752,1.0779586,0.51935047,4.271993
crag_12_patch.tiff,patch_4,5.2787156,2.4858024,1.160021,2.6153517,-0.3910304,6.809035
crag_12_patch.tiff,patch_5,9.880246,1.7808037,-0.21851642,1.5780112,1.348005,3.1637564
crag_12_patch.tiff,patch_6,-5.247575,-4.388406,-8.586589,-2.466651,-5.123582,15.724443
crag_12_patch.tiff,patch_7,-2.9367032,-5.642973,-6.281645,1.4531304,-2.152032,13.572435
crag_12_patch.tiff,patch_8,4.048633,-1.6541055,0.60505855,2.1530886,1.1805658,9.46716
crag_12_patch.tiff,patch_9,3.7272074,4.8538327,3.772864,-3.5784137,-1.4490014,8.807928
crag_12_patch.tiff,patch_10,2.0789306,3.9077687,0.90104455,-0.4616116,-2.4318628,10.907421
crag_12_patch.tiff,patch_11,6.2896123,-1.3912039,2.3277013,-2.5859587,0.37281796,6.2788987
crag_12_patch.tiff,patch_12,4.289385,0.16405934,-0.29242092,0.18455458,-1.3467313,8.018051
crag_12_patch.tiff,patch_13,10.905126,0.15546104,2.8953876,3.39793,4.2165484,-0.8845616
crag_12_patch.tiff,patch_14,7.295525,1.1742318,3.1169608,-3.4681673,1.6439089,4.2671866
crag_12_patch.tiff,patch_15,8.831077,2.1909347,2.0106213,2.4679036,3.4105265,-3.349125
crag_12_patch.tiff,patch_16,9.681254,-0.16301721,0.61565655,1.2407397,2.003806,-1.5222815
crag_12_patch.tiff,patch_17,12.471989,-2.2113597,4.2239385,3.04068,5.392451,-1.805504
crag_12_patch.tiff,patch_18,8.598163,-1.0451901,0.421952,1.8685426,1.6041652,0.65414727
crag_12_patch.tiff,patch_19,9.80471,-1.8077824,0.26023436,0.6525307,4.2021728,0.21436721
crag_12_patch.tiff,patch_20,7.8658934,-1.4527469,2.955774,1.6324257,2.9625366,-0.9649358
crag_12_patch.tiff,patch_21,7.3687053,-0.83831185,3.5916617,1.6552808,3.064582,6.97093
crag_12_patch.tiff,patch_22,10.745695,-2.958392,2.476978,1.4355406,4.632629,0.38940087
crag_12_patch.tiff,patch_23,13.997062,-2.7179294,1.4750924,3.6426167,8.194186,0.3724418
crag_12_patch.tiff,patch_24,7.7880883,1.5243087,-1.7973229,2.2254846,1.5871001,-2.5290246
crag_12_patch.tiff,patch_25,8.21798,1.7946104,-0.15914363,3.6665518,-0.77794856,4.1757045
crag_12_patch.tiff,patch_26,9.540876,0.9566609,1.8952899,0.5767595,2.2528946,1.1577413
crag_12_patch.tiff,patch_27,7.764648,-0.6649624,2.1962817,1.7253765,1.2939138,-2.3346868
crag_12_patch.tiff,patch_28,11.418738,0.02758101,4.3144183,0.89767265,3.8538063,2.5587504
crag_12_patch.tiff,patch_29,11.1421,-1.162843,5.9726067,3.710763,5.4572144,3.7998767
crag_12_patch.tiff,patch_30,5.723876,2.7629368,2.4061599,5.0075693,1.3717002,5.838331
crag_12_patch.tiff,patch_31,8.054582,2.7192237,2.2447586,5.497369,1.7528099,6.8704553
crag_12_patch.tiff,patch_32,5.330774,-3.4011276,-0.4962408,0.70796156,-0.16039161,0.4149407
crag_12_patch.tiff,patch_33,5.5736136,3.0090687,0.0054982123,0.8788112,-1.6492105,1.5372394
crag_12_patch.tiff,patch_34,9.630093,1.4353833,1.6026828,1.5115474,2.4273417,1.0349262
crag_12_patch.tiff,patch_35,11.012906,2.265302,1.4390199,0.3635347,3.5393753,2.9906056
crag_13_patch.tiff,patch_0,2.5378518,3.1719885,-10.997417,-5.7368526,-3.1925669,15.348761
crag_13_patch.tiff,patch_1,-1.5499115,4.1127644,-11.996457,-3.037693,-4.9633317,12.300919
crag_13_patch.tiff,patch_2,0.09688823,4.0634947,-9.215868,-2.912433,-5.773345,17.064388
crag_13_patch.tiff,patch_3,0.580631,4.6603036,-8.548289,-1.3433813,-4.3220944,23.672497
crag_13_patch.tiff,patch_4,4.732842,0.55093217,-0.0519372,2.7694676,1.7586523,2.4031618
crag_13_patch.tiff,patch_5,-6.2743564,2.801193,-6.9068127,2.2125773,-8.985023,5.003857
crag_13_patch.tiff,patch_6,3.7980907,2.655046,-8.568079,-1.4400476,2.6950214,15.904943
crag_13_patch.tiff,patch_7,-0.15240857,2.4644918,-7.453745,0.89398557,0.23331691,12.212538
crag_13_patch.tiff,patch_8,2.3570418,1.2114574,-3.5129304,-1.4395974,-1.3854706,6.7582374
crag_13_patch.tiff,patch_9,5.3573637,0.07264219,-3.495756,1.4420716,-1.078719,3.544097
crag_13_patch.tiff,patch_10,-2.209922,3.0498443,-4.751164,4.9675865,-5.1730895,5.2847066
crag_13_patch.tiff,patch_11,-2.035733,2.1591384,-4.672201,1.581979,-2.7085319,4.803275
crag_13_patch.tiff,patch_12,-2.2533138,3.1200383,-4.163964,-2.9066846,-7.3701196,3.93798
crag_13_patch.tiff,patch_13,3.627989,1.9611412,-5.899993,-2.4826865,-4.0465217,4.7431293
crag_13_patch.tiff,patch_14,-3.821234,5.882891,-4.4942307,3.1937816,-10.362221,6.2903624
crag_13_patch.tiff,patch_15,-0.5327035,1.2352812,-4.3638864,5.30158,-2.988191,1.0578877
crag_13_patch.tiff,patch_16,-2.2812626,2.3877907,-4.990323,1.158781,-5.6851015,7.724999
crag_13_patch.tiff,patch_17,1.7372953,-1.5046179,-1.2105391,5.0488777,-3.2738507,1.6838937
crag_13_patch.tiff,patch_18,0.5463962,1.5710222,-4.4620495,1.7386162,-3.0207925,5.0868917
crag_13_patch.tiff,patch_19,-0.96746045,1.387542,-4.182806,-2.4821446,-3.2447712,-0.68872976
crag_13_patch.tiff,patch_20,2.4455764,4.8591704,-4.4432054,3.3747592,-0.38273525,5.2558594
crag_13_patch.tiff,patch_21,2.416369,0.73066545,-3.927148,3.1396525,0.05981261,2.7965307
crag_13_patch.tiff,patch_22,-2.8011363,4.3707576,-7.477542,3.0887384,-6.886099,6.564447
crag_13_patch.tiff,patch_23,0.43376788,1.9667366,-3.8280103,2.428676,-1.671177,5.4745874
crag_13_patch.tiff,patch_24,0.0268012,7.087216,-4.9096346,6.3133264,2.6169424,3.1318173
crag_13_patch.tiff,patch_25,-2.3904474,3.029083,-4.991729,-0.27298427,-3.1973696,1.4776728
crag_13_patch.tiff,patch_26,-4.3412237,4.3388624,-5.824383,-0.6529191,-8.8257265,3.92712
crag_13_patch.tiff,patch_27,2.9477444,-0.20070879,-5.8745327,5.867736,0.3651734,3.6196873
crag_13_patch.tiff,patch_28,-3.5605302,4.732665,-4.720146,0.40035754,-7.6653247,6.968333
crag_13_patch.tiff,patch_29,-1.5029784,3.2008724,-8.08452,4.0496492,-4.0953393,3.198106
crag_13_patch.tiff,patch_30,-3.729041,2.683574,-8.200002,2.4294837,-5.2240424,6.594226
crag_13_patch.tiff,patch_31,-3.1891701,6.8158045,-5.8432508,3.1310859,-6.765163,5.218247
crag_13_patch.tiff,patch_32,-5.7226715,6.3510375,-6.768341,6.9133573,-6.448577,9.757801
crag_13_patch.tiff,patch_33,-3.3328168,4.616699,-5.855048,3.2087142,-5.0261917,5.429233
crag_13_patch.tiff,patch_34,-7.148519,6.1611214,-5.9018617,-0.13812752,-10.6102,9.946545
crag_13_patch.tiff,patch_35,-0.49950084,0.37795398,-8.965306,1.3209177,-3.9156203,3.2138245
crag_24_patch.tiff,patch_0,6.9262357,4.973454,-7.9630976,0.8678837,0.34762374,8.44938
crag_24_patch.tiff,patch_1,7.0478063,1.8081543,-4.705533,-3.33102,5.256466,12.980798
crag_24_patch.tiff,patch_2,7.8022213,1.6593409,-5.204271,-1.6463925,8.868686,7.543607
crag_24_patch.tiff,patch_3,6.0382175,2.0827475,-6.657263,-2.0337594,6.834871,4.764127
crag_24_patch.tiff,patch_4,4.383786,2.8825185,-9.187263,-2.1751022,5.823518,3.5248795
crag_24_patch.tiff,patch_5,5.152852,3.438731,-10.396348,-3.2210643,3.6639788,2.7271142
crag_24_patch.tiff,patch_6,2.993973,2.575522,-8.391856,3.1105804,-2.9776785,6.684996
crag_24_patch.tiff,patch_7,3.0487645,1.4357476,-3.4498773,-0.1253792,0.4473397,0.35587865
crag_24_patch.tiff,patch_8,5.941457,-0.28132772,-0.48498124,1.1538626,3.5860636,1.9916342
crag_24_patch.tiff,patch_9,5.772623,2.0108829,-3.52221,-3.765758,6.5442786,7.43117
crag_24_patch.tiff,patch_10,9.238723,1.7984573,-4.493809,-0.42215914,7.5808992,9.440478
crag_24_patch.tiff,patch_11,10.443537,6.1520114,-0.70903945,-1.7661577,11.962144,4.6229434
crag_24_patch.tiff,patch_12,9.317125,4.9697785,-8.087321,3.652067,6.3466125,14.591089
crag_24_patch.tiff,patch_13,8.798026,0.5025078,-3.304222,3.079276,4.026696,9.318426
crag_24_patch.tiff,patch_14,5.7687287,1.0338125,-4.275961,2.4225175,1.4453058,-1.4507495
crag_24_patch.tiff,patch_15,9.154745,8.308128,-2.1903038,0.6711903,5.791677,8.407322
crag_24_patch.tiff,patch_16,11.101074,5.3084517,-5.262603,2.392588,8.081524,7.8844805
crag_24_patch.tiff,patch_17,6.0688944,4.59506,-5.9498906,-0.109665126,8.437997,13.728591
crag_24_patch.tiff,patch_18,3.6542497,7.9864917,-6.082606,-2.9366975,5.2828565,0.7419651
crag_24_patch.tiff,patch_19,13.346988,10.887098,0.036346547,-1.9694272,9.133736,8.420124
crag_24_patch.tiff,patch_20,1.2799332,9.150016,-7.153954,1.4089466,-1.9619595,4.4867578
crag_24_patch.tiff,patch_21,-4.8031507,3.488166,-9.595733,5.006589,-7.846736,7.774724
crag_24_patch.tiff,patch_22,1.5187768,2.511734,-8.889414,2.5643392,-4.5948887,5.5726123
crag_24_patch.tiff,patch_23,0.3229514,1.8532636,-5.091105,-3.7549837,-2.824616,1.9003012
crag_24_patch.tiff,patch_24,0.54159176,3.2209802,-4.932674,3.775629,3.3791842,3.3539948
crag_24_patch.tiff,patch_25,1.4211382,5.304954,-7.086895,2.5783856,3.1795232,4.814387
crag_24_patch.tiff,patch_26,-1.1170995,2.1990826,-8.395009,0.6401737,-1.2577634,2.0729985
crag_24_patch.tiff,patch_27,-0.5646838,2.392341,-2.8372455,4.4284024,-1.1666349,-0.86306113
crag_24_patch.tiff,patch_28,1.3474993,8.385456,-3.958294,3.2291703,-0.814082,7.794165
crag_24_patch.tiff,patch_29,2.3368485,3.9057229,-8.593709,0.89608645,-0.32123157,5.8940897
crag_24_patch.tiff,patch_30,-1.0343881,3.5368257,-4.4041576,-1.6571578,2.311853,1.4922233
crag_24_patch.tiff,patch_31,2.4790905,1.4679517,-6.9578733,1.4476677,1.4264588,3.421428
crag_24_patch.tiff,patch_32,-2.5834568,7.967089,-9.05494,-2.5318837,-0.9120194,3.8920593
crag_24_patch.tiff,patch_33,-2.0536206,10.37983,-6.2835064,4.0721493,-1.9551038,12.661603
crag_24_patch.tiff,patch_34,2.195804,7.6166453,-5.9421587,7.8153586,-1.0222664,7.779358
crag_24_patch.tiff,patch_35,-2.443802,10.030655,-10.712386,2.068091,-6.0090575,12.256228
crag_26_patch.tiff,patch_0,9.02434,-2.3057659,3.0755486,4.437511,11.309693,3.07466
crag_26_patch.tiff,patch_1,5.248672,0.46126387,1.1618592,0.8173457,8.666848,3.260041
crag_26_patch.tiff,patch_2,8.038839,-1.541554,2.589235,3.316747,11.000089,3.0697806
crag_26_patch.tiff,patch_3,5.8251595,-2.524321,5.4615827,10.198328,8.160129,6.8512783
crag_26_patch.tiff,patch_4,5.37067,-1.2664311,0.31175923,4.2469716,4.3281736,10.615528
crag_26_patch.tiff,patch_5,4.835536,2.7291946,2.706799,1.5400869,0.8823196,17.154219
crag_26_patch.tiff,patch_6,7.6288347,0.074204564,1.1930398,6.2937126,12.394066,0.7336101
crag_26_patch.tiff,patch_7,7.091027,-0.6134536,0.6913187,5.074155,9.849943,1.1459585
crag_26_patch.tiff,patch_8,8.979557,-2.5732546,2.8964663,3.1243286,12.129087,3.6545813
crag_26_patch.tiff,patch_9,6.7003345,4.110142,0.4130896,3.21767,11.418341,2.8009932
crag_26_patch.tiff,patch_10,5.4974136,0.554584,8.830814,3.7668405,6.3911095,1.8474172
crag_26_patch.tiff,patch_11,2.5863285,-4.542438,-1.5843065,5.6326046,-0.21197012,11.783127
crag_26_patch.tiff,patch_12,3.7267516,1.8897413,-0.43669036,5.5803437,11.208048,3.115958
crag_26_patch.tiff,patch_13,7.2195196,-0.38996744,0.12563998,6.84198,13.331976,1.3273834
crag_26_patch.tiff,patch_14,6.8994675,-1.8843434,1.3160042,3.362269,11.2763815,0.9509243
crag_26_patch.tiff,patch_15,5.1558833,-1.684512,-0.3336671,3.8612463,7.677116,3.0841858
crag_26_patch.tiff,patch_16,4.464045,1.9412212,-1.1728485,1.9758507,7.164202,-0.6065512
crag_26_patch.tiff,patch_17,6.469437,-5.484634,7.171328,7.0330424,11.390578,2.9120197
crag_26_patch.tiff,patch_18,4.1431084,4.5359945,-0.82611275,5.6272326,10.219759,3.610672
crag_26_patch.tiff,patch_19,-0.6863394,4.1103935,-2.4213128,7.4309196,6.0584607,0.9252417
crag_26_patch.tiff,patch_20,2.9565446,1.4858925,-1.1706756,5.6147275,9.819701,0.30514145
crag_26_patch.tiff,patch_21,5.500508,-1.5817508,0.2898622,4.599172,9.2077465,0.94605213
crag_26_patch.tiff,patch_22,7.417113,-3.6997855,4.8291626,7.3478723,11.7208,1.4532897
crag_26_patch.tiff,patch_23,9.074827,-1.2078454,2.9954417,4.0050917,12.919197,2.0030866
crag_26_patch.tiff,patch_24,-0.35146052,6.1371017,-1.3104854,2.3358374,5.5065994,4.374471
crag_26_patch.tiff,patch_25,6.162187,0.12746575,0.6608832,6.937757,9.862869,2.723128
crag_26_patch.tiff,patch_26,2.1929073,4.150578,-4.0073814,7.0040784,9.9460945,2.7110684
crag_26_patch.tiff,patch_27,4.9314017,3.4842713,-1.7437252,10.07653,10.312348,1.8547469
crag_26_patch.tiff,patch_28,1.641672,1.4040471,-1.6456344,6.2421303,10.55052,0.32540122
crag_26_patch.tiff,patch_29,6.449309,2.2472653,3.8662739,6.647144,11.253275,0.98127
crag_26_patch.tiff,patch_30,1.4008938,6.527691,-4.310074,2.00187,6.0211883,4.703239
crag_26_patch.tiff,patch_31,6.21526,2.4012983,-1.0922498,1.1010354,11.160717,3.7048192
crag_26_patch.tiff,patch_32,2.0788693,4.2129207,-4.0293975,0.5128055,5.6432967,4.3862815
crag_26_patch.tiff,patch_33,6.394072,1.0199091,-0.05855172,4.9749575,10.812255,4.91751
crag_26_patch.tiff,patch_34,2.490104,2.1144803,-1.9665122,4.1812205,6.8199077,1.6607752
crag_26_patch.tiff,patch_35,3.0743284,7.6554527,-2.2953136,5.429954,7.180855,3.6519775
crag_29_patch.tiff,patch_0,6.524422,4.4713793,-0.06620426,-2.677607,1.3614262,-2.283587
crag_29_patch.tiff,patch_1,0.49143183,1.405362,-2.9591067,-2.0439947,-3.2966473,1.1591814
crag_29_patch.tiff,patch_2,1.0593749,5.608391,-4.774776,-1.3763525,-5.875175,1.3673307
crag_29_patch.tiff,patch_3,-0.20206754,2.334699,-8.923027,-4.921404,-3.0843854,15.150445
crag_29_patch.tiff,patch_4,1.9180872,0.21440132,-1.6936402,-1.8608509,-3.0422087,4.4657836
crag_29_patch.tiff,patch_5,5.753451,4.1653028,0.82280695,-1.95087,-1.2476746,2.0512657
crag_29_patch.tiff,patch_6,-0.21601453,1.5511125,-5.5989556,-1.3345101,-4.0105286,-1.4150329
crag_29_patch.tiff,patch_7,2.563111,-0.006751174,-3.940347,2.0266135,-1.3003896,-1.8578863
crag_29_patch.tiff,patch_8,4.261519,3.6171238,-0.3220982,-0.34600058,-2.9632792,5.1292124
crag_29_patch.tiff,patch_9,8.216916,0.56453234,-1.2242292,-0.5892745,1.0200423,-2.136671
crag_29_patch.tiff,patch_10,1.9547752,6.104467,-0.042086,-4.9652214,-4.472059,6.6061196
crag_29_patch.tiff,patch_11,-1.6148049,0.5212702,-6.559348,-5.196009,-5.7229323,1.6448373
crag_29_patch.tiff,patch_12,3.5387628,1.6254538,-2.3791354,0.7060589,-1.7538847,0.7724811
crag_29_patch.tiff,patch_13,4.2937407,-1.4841565,-1.8874005,1.2478039,-0.12421205,-0.41518557
crag_29_patch.tiff,patch_14,-1.4972402,3.6667223,-10.075032,-7.375257,-6.664965,13.744068
crag_29_patch.tiff,patch_15,6.281095,1.1130985,-2.4439096,-3.293398,0.8158404,1.564356
crag_29_patch.tiff,patch_16,4.332917,1.9165117,-1.0132984,1.2122233,-3.0309787,1.4160414
crag_29_patch.tiff,patch_17,-0.32401177,0.65383554,-2.994383,-1.5771645,-2.4144976,6.5885143
crag_29_patch.tiff,patch_18,1.4722776,-0.22448,-4.1903076,-4.9403844,-2.322688,4.139072
crag_29_patch.tiff,patch_19,8.027512,0.33025768,-0.77149886,-0.27729774,0.623283,-5.615788
crag_29_patch.tiff,patch_20,4.1847177,2.8003707,-0.6756129,2.3485024,-0.23530562,-3.2002683
crag_29_patch.tiff,patch_21,1.8605046,1.1207967,-3.8691094,-2.2955542,-6.4616103,-1.0365624
crag_29_patch.tiff,patch_22,6.0182567,1.8680058,-1.65736,-1.5104784,-1.9590539,-1.0288404
crag_29_patch.tiff,patch_23,-0.79314834,-0.20566134,-1.8068651,-1.7240292,-1.5636708,6.005576
crag_29_patch.tiff,patch_24,1.6443543,1.2218819,-1.3405898,2.2429352,0.24255659,0.5919042
crag_29_patch.tiff,patch_25,6.580201,-0.03574961,-2.6795554,4.419641,4.7136965,-1.769176
crag_29_patch.tiff,patch_26,7.7213492,-2.1724284,-3.423373,2.657354,3.0300589,-0.922432
crag_29_patch.tiff,patch_27,5.94418,4.807413,-0.60504514,1.3973492,-0.6307657,-0.4070157
crag_29_patch.tiff,patch_28,4.4013343,2.6102602,-1.4670166,3.1683943,-0.4750392,-3.7651904
crag_29_patch.tiff,patch_29,0.9117744,3.697372,-3.6753426,2.41683,-4.878329,6.4686794
crag_29_patch.tiff,patch_30,3.012529,3.872631,-1.772448,-1.4271405,0.4028375,13.704879
crag_29_patch.tiff,patch_31,1.7308626,2.3448312,1.1924804,-3.5074074,1.7528468,6.208077
crag_29_patch.tiff,patch_32,3.393033,2.2909024,-3.0125208,-4.2859797,-0.40043452,4.2665715
crag_29_patch.tiff,patch_33,2.1879494,6.6821637,0.3640126,-7.3609405,-1.3159262,6.34596
crag_29_patch.tiff,patch_34,1.5689282,1.049607,0.19054435,-5.4377017,-0.56593806,6.3147793
crag_29_patch.tiff,patch_35,3.31967,3.386282,-6.091757,-0.3425501,-2.9112356,9.935242
crag_2_patch.tiff,patch_0,0.24219497,3.6359155,-7.241182,0.059929214,7.507642,-0.14188896
crag_2_patch.tiff,patch_1,-0.28242505,6.481774,-5.8161736,3.5674279,7.0791435,0.10335865
crag_2_patch.tiff,patch_2,1.2637545,3.8690274,-6.656431,3.6359987,4.95754,2.0265944
crag_2_patch.tiff,patch_3,5.1008625,3.7741973,-2.0764906,6.506531,7.50871,2.0262053
crag_2_patch.tiff,patch_4,5.2237196,2.521932,-2.485959,4.70807,12.159409,2.0498104
crag_2_patch.tiff,patch_5,2.8134906,4.366447,-1.621301,2.635294,5.6833954,8.525136
crag_2_patch.tiff,patch_6,-0.44706273,2.6714008,-2.6880476,-3.3805215,6.398761,0.8161974
crag_2_patch.tiff,patch_7,-1.7813792,0.46840757,-3.9686744,2.5190961,5.582901,-0.21442336
crag_2_patch.tiff,patch_8,1.1198751,1.070789,-1.9606752,5.888867,7.662333,-2.3556933
crag_2_patch.tiff,patch_9,2.1646516,4.221565,-3.7056801,4.645908,9.562941,-1.3012537
crag_2_patch.tiff,patch_10,2.2512057,5.1964035,-1.6695409,1.7413607,5.153389,0.85271686
crag_2_patch.tiff,patch_11,3.4707284,5.6850624,-6.3577447,-5.071673,2.773813,4.061274
crag_2_patch.tiff,patch_12,0.17397393,0.79057914,-1.7317623,2.4390318,8.908085,4.0792804
crag_2_patch.tiff,patch_13,2.375418,2.0582643,-2.5239947,3.9526834,8.71021,-0.0019308712
crag_2_patch.tiff,patch_14,0.7443617,2.5637248,-0.7850605,1.5706202,8.366125,1.1115316
crag_2_patch.tiff,patch_15,0.81827134,-0.260964,-0.33952352,7.666365,9.079828,-1.4222913
crag_2_patch.tiff,patch_16,5.4402094,0.25245214,-0.5778799,7.5536947,8.2879715,-0.27192336
crag_2_patch.tiff,patch_17,2.6624515,4.0975056,-2.990549,0.79929984,5.9862585,2.3541873
crag_2_patch.tiff,patch_18,-1.8467228,2.6724007,-1.7667006,7.767492,-2.9763052,12.874624
crag_2_patch.tiff,patch_19,0.07354051,-1.5085864,0.6268358,2.7015893,9.274732,3.3037064
crag_2_patch.tiff,patch_20,-1.0487906,4.3565946,-5.2409,-0.40010977,6.0478945,3.1977346
crag_2_patch.tiff,patch_21,5.593951,0.75687176,-0.63895166,3.4094727,10.938573,3.6473634
crag_2_patch.tiff,patch_22,5.6603355,1.4618034,0.88533854,5.978003,11.931035,-1.8816869
crag_2_patch.tiff,patch_23,1.6749351,4.341124,1.0616974,4.1484814,7.613965,-2.0015244
crag_2_patch.tiff,patch_24,13.276721,7.49076,2.1118622,4.339677,7.814707,22.851404
crag_2_patch.tiff,patch_25,11.157613,0.08774491,2.576059,7.002512,12.187307,6.789165
crag_2_patch.tiff,patch_26,2.5790007,-2.5679655,0.3188935,3.5781577,11.970677,1.569389
crag_2_patch.tiff,patch_27,0.472866,4.679739,-1.5054661,4.4197655,10.371142,-0.07934188
crag_2_patch.tiff,patch_28,2.116818,1.5435176,0.28514892,4.7748365,11.685314,0.7162606
crag_2_patch.tiff,patch_29,10.880123,5.739767,5.237372,8.672993,11.032961,-0.012663332
crag_2_patch.tiff,patch_30,12.365429,5.8030686,-0.6239337,1.8080308,5.4703045,25.77351
crag_2_patch.tiff,patch_31,16.121881,7.5336943,1.8719686,8.498357,9.417013,18.924625
crag_2_patch.tiff,patch_32,11.567573,4.337851,4.061399,3.3613987,8.589456,5.4164143
crag_2_patch.tiff,patch_33,-2.1635096,4.6784925,-6.258651,1.5489053,7.4243646,0.0014411475
crag_2_patch.tiff,patch_34,10.543076,3.387929,3.448622,8.742401,13.072624,-0.5491525
crag_2_patch.tiff,patch_35,16.844566,4.6043687,5.3758183,3.9620364,18.626802,-0.7352659
crag_34_patch.tiff,patch_0,15.41568,4.3903813,8.661145,6.4634156,22.068804,3.9258502
crag_34_patch.tiff,patch_1,15.373631,6.5599666,6.663156,15.3670635,21.368986,1.8478125
crag_34_patch.tiff,patch_2,4.1480455,3.250392,3.7443593,7.460887,10.89321,2.4476957
crag_34_patch.tiff,patch_3,6.9541674,2.0730982,1.5948328,4.4738307,16.153532,1.5311954
crag_34_patch.tiff,patch_4,0.6871979,3.8942244,0.12747003,9.585326,9.153153,1.1122688
crag_34_patch.tiff,patch_5,3.2295685,4.2373214,1.1317778,7.167226,11.240722,2.8564358
crag_34_patch.tiff,patch_6,9.360698,4.6612387,8.2909775,12.816868,14.094007,14.957099
crag_34_patch.tiff,patch_7,0.38380045,3.2696087,-0.47796634,8.021393,9.625414,3.4691021
crag_34_patch.tiff,patch_8,3.7137055,3.8960276,-2.1544373,5.0579996,10.267775,1.6681613
crag_34_patch.tiff,patch_9,11.166678,-0.7839112,6.665286,11.450639,15.405178,2.0841556
crag_34_patch.tiff,patch_10,16.929012,1.6281894,11.668293,12.587768,24.298052,-1.2152952
crag_34_patch.tiff,patch_11,0.50374943,3.7585614,-3.9470901,7.372133,9.367261,-0.06480693
