source_image,spot_id,neutrophil,epithelial,lymphocyte,plasma,eosinophil,fibroblast
crag_11_patch.tiff,patch_24,19.519249,25.803846,21.51423,22.684175,21.312536,21.956203
crag_11_patch.tiff,patch_25,15.038505,25.352356,20.31664,21.185701,20.28766,17.154522
crag_11_patch.tiff,patch_26,14.8879,23.801638,20.135159,19.782223,18.917988,15.934075
crag_11_patch.tiff,patch_27,13.95281,24.350891,19.551464,18.841871,18.409801,16.35357
crag_11_patch.tiff,patch_28,15.8772,24.0535,19.694149,19.671144,18.858438,17.26344
crag_11_patch.tiff,patch_29,16.048594,24.568855,20.943342,19.969006,19.918322,16.844313
crag_11_patch.tiff,patch_30,18.623156,23.942146,21.060751,20.631113,18.217707,23.578897
crag_11_patch.tiff,patch_31,18.348406,25.883398,20.628319,22.302326,20.785172,21.076653
crag_11_patch.tiff,patch_32,16.201036,25.528788,20.928654,21.944166,20.513058,17.231974
crag_11_patch.tiff,patch_33,15.474211,24.058262,20.49244,20.343523,18.909124,15.351234
crag_11_patch.tiff,patch_34,15.708909,24.839428,20.776722,20.263075,19.737606,15.058578
crag_11_patch.tiff,patch_35,13.969135,23.817795,20.269617,20.354877,18.597206,15.565552
crag_12_patch.tiff,patch_0,14.322971,23.506338,16.962772,19.484821,17.512142,24.05686
crag_12_patch.tiff,patch_1,13.494824,22.970692,17.179335,19.633814,17.109613,22.15065
crag_12_patch.tiff,patch_2,12.041056,22.763689,15.325999,17.829796,17.06644,22.853704
crag_12_patch.tiff,patch_3,14.122437,23.308065,17.400503,20.64808,19.93469,21.379269
crag_12_patch.tiff,patch_4,13.6669235,22.638563,15.9362335,20.553541,19.31116,21.863016
crag_12_patch.tiff,patch_5,13.466333,22.238178,15.309699,17.962128,17.495678,19.984587
crag_12_patch.tiff,patch_6,11.865195,22.902515,15.987586,19.002155,16.498434,23.130869
crag_12_patch.tiff,patch_7,12.691024,23.727938,17.028385,19.787289,18.706856,22.41419
crag_12_patch.tiff,patch_8,14.416986,22.96942,16.99366,20.452702,19.647133,20.67064
crag_12_patch.tiff,patch_9,16.403696,23.444141,18.947552,21.184746,18.334532,20.208847
crag_12_patch.tiff,patch_10,14.500973,24.290443,17.746593,20.752178,19.16155,25.33681
crag_12_patch.tiff,patch_11,14.435017,24.528324,18.11816,20.340124,19.85772,22.526957
crag_12_patch.tiff,patch_12,14.1108055,22.12845,15.651726,19.300291,17.807512,21.19686
crag_12_patch.tiff,patch_13,14.739564,22.31974,16.406033,19.772017,18.733559,19.644676
crag_12_patch.tiff,patch_14,13.012942,23.378101,16.680838,18.531622,18.367348,19.754791
crag_12_patch.tiff,patch_15,16.478172,23.41914,19.81064,18.656723,17.078568,20.343327
crag_12_patch.tiff,patch_16,16.61122,24.26517,18.197395,19.123703,19.497562,19.959381
crag_12_patch.tiff,patch_17,16.907024,23.288086,19.075457,21.536764,21.13775,19.66358
crag_12_patch.tiff,patch_18,13.820172,21.902252,15.662036,19.105827,17.650373,20.125792
crag_12_patch.tiff,patch_19,16.31765,24.280321,18.169851,19.470778,18.795265,18.614204
crag_12_patch.tiff,patch_20,16.992249,24.223612,19.34011,21.531097,20.130247,19.279263
crag_12_patch.tiff,patch_21,14.549124,23.34934,18.565744,20.712322,20.647608,19.692255
crag_12_patch.tiff,patch_22,15.811701,23.995693,18.408897,21.712912,20.252895,18.780258
crag_12_patch.tiff,patch_23,17.068388,24.256119,19.383488,20.762012,20.443516,18.31263
crag_12_patch.tiff,patch_24,14.280396,22.833155,16.837866,18.513723,18.125053,18.374195
crag_12_patch.tiff,patch_25,13.805825,22.058924,16.15846,17.76852,17.182734,19.138657
crag_12_patch.tiff,patch_26,13.9970045,21.118885,17.346357,18.085957,16.853037,18.125225
crag_12_patch.tiff,patch_27,16.392889,23.415937,18.5907,19.09977,20.351185,19.469137
crag_12_patch.tiff,patch_28,15.175071,23.745928,17.954767,19.915707,19.470207,19.583052
crag_12_patch.tiff,patch_29,15.859487,23.878698,19.005533,19.87029,20.137804,18.514162
crag_12_patch.tiff,patch_30,15.061667,23.338333,17.270653,20.968311,19.291779,19.38265
crag_12_patch.tiff,patch_31,14.678569,22.439905,17.630234,21.092802,20.18967,20.36376
crag_12_patch.tiff,patch_32,15.418149,22.428616,17.40468,19.269012,20.349344,19.741905
crag_12_patch.tiff,patch_33,15.125814,22.208748,16.691038,20.61835,20.948362,20.204628
crag_12_patch.tiff,patch_34,15.785056,22.764875,17.29071,21.276848,20.943039,21.656998
crag_12_patch.tiff,patch_35,13.970839,23.416332,16.930353,18.476048,19.08599,20.247322
crag_13_patch.tiff,patch_0,15.662853,23.052496,18.624298,19.20197,16.879793,24.510962
crag_13_patch.tiff,patch_1,15.387016,24.04576,19.073666,19.462528,18.116095,24.315075
crag_13_patch.tiff,patch_2,14.68701,22.95733,18.34501,19.213097,16.838188,25.120426
crag_13_patch.tiff,patch_3,13.925933,23.076721,17.586834,18.90785,16.660984,24.665518
crag_13_patch.tiff,patch_4,13.411908,22.549904,16.80223,18.392414,16.845564,21.693233
crag_13_patch.tiff,patch_5,14.015923,22.30819,16.984915,18.51697,17.62509,22.496298
crag_13_patch.tiff,patch_6,14.505646,23.602324,18.163235,19.403967,16.777061,24.857546
crag_13_patch.tiff,patch_7,13.505932,22.485727,17.319515,18.064491,15.536556,23.33319
crag_13_patch.tiff,patch_8,14.205219,22.805134,17.693295,18.956114,17.704708,21.925125
crag_13_patch.tiff,patch_9,13.752066,22.454271,16.660776,18.029505,17.383793,21.273096
crag_13_patch.tiff,patch_10,14.975831,21.987091,16.38256,19.44835,18.185045,20.818129
crag_13_patch.tiff,patch_11,13.622998,22.038692,16.912153,18.489813,17.217825,22.505709
crag_13_patch.tiff,patch_12,16.321356,23.21023,18.714497,18.394558,16.844748,21.58273
crag_13_patch.tiff,patch_13,15.770935,22.805239,18.030571,18.962969,17.822718,21.060356
crag_13_patch.tiff,patch_14,15.110415,22.15565,17.534115,18.27032,18.675377,20.302778
crag_13_patch.tiff,patch_15,16.052826,20.689386,16.85488,19.72642,19.815166,18.797974
crag_13_patch.tiff,patch_16,15.547885,22.152002,17.28927,20.062778,18.664371,21.230083
crag_13_patch.tiff,patch_17,14.451434,21.460716,16.906616,18.220451,18.591509,19.164587
crag_13_patch.tiff,patch_18,13.2604885,21.77905,16.83812,17.137146,16.498468,19.505978
crag_13_patch.tiff,patch_19,17.040356,22.961142,19.656664,19.463087,18.106728,20.664228
crag_13_patch.tiff,patch_20,15.733565,22.099525,17.72594,19.683935,18.626524,22.215614
crag_13_patch.tiff,patch_21,17.47344,22.959534,18.481268,20.742016,20.57583,21.07936
crag_13_patch.tiff,patch_22,15.343904,21.678404,16.959778,18.729172,18.529188,21.569582
crag_13_patch.tiff,patch_23,15.392566,22.178835,17.797758,19.801918,18.487576,21.483253
crag_13_patch.tiff,patch_24,16.106947,21.840546,18.689737,20.40193,18.26957,22.426075
crag_13_patch.tiff,patch_25,16.656607,23.373455,18.691689,20.17935,18.694178,22.802603
crag_13_patch.tiff,patch_26,13.656195,21.883205,16.523684,17.661846,17.551756,21.026892
crag_13_patch.tiff,patch_27,14.097954,22.229542,16.03757,18.03818,17.727123,20.688347
crag_13_patch.tiff,patch_28,13.914091,21.302986,16.22389,18.935074,17.945976,21.256718
crag_13_patch.tiff,patch_29,15.768385,21.88097,17.341257,19.314482,18.578901,22.165876
crag_13_patch.tiff,patch_30,14.371065,22.502584,17.420689,17.83349,17.112003,21.648277
crag_13_patch.tiff,patch_31,15.1225605,21.942524,17.183268,18.827047,18.68657,21.831501
crag_13_patch.tiff,patch_32,12.607111,20.432465,16.299206,17.535723,17.07182,20.953485
crag_13_patch.tiff,patch_33,14.361834,21.267664,16.530384,18.999626,18.11264,21.784199
crag_13_patch.tiff,patch_34,14.577081,21.694103,17.460173,19.494822,18.031359,21.124176
crag_13_patch.tiff,patch_35,13.072297,21.108908,15.796653,17.604395,18.408205,20.537252
crag_24_patch.tiff,patch_0,14.99718,23.711727,17.09821,20.910717,19.111181,21.824272
crag_24_patch.tiff,patch_1,14.929458,24.049177,17.654274,20.969002,18.155622,24.555862
crag_24_patch.tiff,patch_2,14.1276655,22.966032,16.534452,21.633375,18.684746,23.09724
crag_24_patch.tiff,patch_3,14.805265,23.873007,18.523844,21.53865,17.936142,26.127419
crag_24_patch.tiff,patch_4,15.983554,23.31941,18.93374,21.683197,17.491343,26.089556
crag_24_patch.tiff,patch_5,15.843352,23.49438,18.794186,21.134283,17.677454,24.631554
crag_24_patch.tiff,patch_6,17.17229,21.761612,19.077206,20.254799,17.790516,20.62441
crag_24_patch.tiff,patch_7,17.945309,21.89011,18.202013,22.435957,20.992996,20.22576
crag_24_patch.tiff,patch_8,15.651594,23.067017,18.243217,20.179293,20.285507,21.496613
crag_24_patch.tiff,patch_9,15.115299,23.775476,17.8663,20.341152,19.328257,23.297688
crag_24_patch.tiff,patch_10,16.538984,24.453587,18.344093,21.45972,19.225277,23.334818
crag_24_patch.tiff,patch_11,17.016016,23.146402,18.628403,21.538292,19.369476,23.83374
crag_24_patch.tiff,patch_12,18.848763,23.600351,20.329401,21.456385,17.79621,22.346464
crag_24_patch.tiff,patch_13,19.625978,24.184954,20.15127,22.387299,18.832651,22.22106
crag_24_patch.tiff,patch_14,15.913532,22.252768,17.28892,19.306385,19.39301,19.553112
crag_24_patch.tiff,patch_15,16.912352,23.327421,18.947626,21.95729,19.505909,20.655783
crag_24_patch.tiff,patch_16,15.868485,22.985344,18.311934,21.48221,20.245182,19.972477
crag_24_patch.tiff,patch_17,13.838162,22.077084,17.087183,20.303581,19.346256,19.26019
crag_24_patch.tiff,patch_18,17.646452,23.816086,18.7388,21.316614,19.100683,22.262722
crag_24_patch.tiff,patch_19,19.059874,23.158646,19.645828,21.123302,18.002686,21.153034
crag_24_patch.tiff,patch_20,16.652546,22.048353,18.028355,19.815758,18.204369,19.689941
crag_24_patch.tiff,patch_21,15.596065,21.572811,17.449389,19.819132,18.606497,20.514187
crag_24_patch.tiff,patch_22,14.850549,21.658405,16.392796,19.599874,18.165966,21.533823
crag_24_patch.tiff,patch_23,16.918455,23.230219,18.595736,20.666336,19.144812,20.300848
crag_24_patch.tiff,patch_24,17.238384,23.448881,18.166742,20.140425,18.810244,21.92173
crag_24_patch.tiff,patch_25,18.437742,23.600548,18.446053,22.078566,19.83357,21.728554
crag_24_patch.tiff,patch_26,16.117527,23.641356,17.949722,20.119978,18.595594,21.651869
crag_24_patch.tiff,patch_27,14.893752,22.251678,17.424812,18.89965,17.72411,21.444357
crag_24_patch.tiff,patch_28,16.728472,22.138493,18.091686,20.63896,19.372746,21.849087
crag_24_patch.tiff,patch_29,18.202126,23.049145,17.887796,22.39941,18.252941,21.446875
crag_24_patch.tiff,patch_30,19.240662,23.235384,20.478579,21.754139,19.935844,23.32033
crag_24_patch.tiff,patch_31,17.33641,24.129496,18.395882,20.719072,18.933659,22.703892
crag_24_patch.tiff,patch_32,17.711496,24.483719,18.961027,20.719776,19.592018,23.71331
crag_24_patch.tiff,patch_33,17.521746,22.899437,19.00642,20.911137,18.020128,21.876408
crag_24_patch.tiff,patch_34,17.460188,22.788063,17.537172,21.189386,19.387764,21.166447
crag_24_patch.tiff,patch_35,14.817188,22.930918,17.016958,19.824772,17.611626,23.906363
crag_26_patch.tiff,patch_0,14.563687,23.67355,19.951342,20.136541,18.827242,16.927975
crag_26_patch.tiff,patch_1,15.300174,24.592787,19.898388,20.790318,18.951405,18.83215
crag_26_patch.tiff,patch_2,15.321854,24.66923,19.500874,19.249176,18.576777,17.617807
crag_26_patch.tiff,patch_3,17.642067,23.944687,21.32982,24.551655,22.413624,19.67928
crag_26_patch.tiff,patch_4,19.703926,23.31847,21.940731,23.123186,18.917606,19.237995
crag_26_patch.tiff,patch_5,19.247398,22.622732,21.507954,22.573082,19.417194,21.205278
crag_26_patch.tiff,patch_6,16.22911,25.40419,21.185322,21.906872,20.264399,16.325874
crag_26_patch.tiff,patch_7,15.511,23.78386,20.437405,20.172287,19.473347,15.896218
crag_26_patch.tiff,patch_8,16.353077,24.851398,20.812916,21.923752,21.303003,18.111126
crag_26_patch.tiff,patch_9,16.527157,24.606903,20.494217,21.34777,20.267712,17.524387
crag_26_patch.tiff,patch_10,19.669441,24.043785,21.1412,23.804325,21.324429,18.328379
crag_26_patch.tiff,patch_11,19.329468,23.958195,21.203953,24.313993,20.025043,21.506105
crag_26_patch.tiff,patch_12,16.087198,25.50215,19.27139,20.41312,20.704147,18.32385
crag_26_patch.tiff,patch_13,15.912435,24.894089,20.448812,21.07225,20.090338,17.266718
crag_26_patch.tiff,patch_14,15.377849,23.577435,20.36715,19.923521,19.336124,16.120571
crag_26_patch.tiff,patch_15,15.326212,24.699594,20.73126,21.556622,20.740768,17.86272
crag_26_patch.tiff,patch_16,14.832679,23.56204,20.347824,19.01467,17.105623,15.886442
crag_26_patch.tiff,patch_17,19.230232,24.177866,22.25098,26.443247,23.689919,17.543037
crag_26_patch.tiff,patch_18,17.150736,25.029829,18.33412,20.499645,21.40027,20.055895
crag_26_patch.tiff,patch_19,15.189158,24.950552,19.600946,19.940414,18.852934,17.55489
crag_26_patch.tiff,patch_20,14.2543545,24.597298,19.743427,19.52178,19.275269,17.190186
crag_26_patch.tiff,patch_21,17.42492,25.302774,21.63527,22.666489,22.286592,16.813593
crag_26_patch.tiff,patch_22,15.044032,24.561666,20.54632,21.142996,20.189913,16.789616
crag_26_patch.tiff,patch_23,16.883242,24.40989,21.352015,23.423267,21.770126,16.420033
crag_26_patch.tiff,patch_24,15.874063,25.023468,18.75716,19.348635,19.692265,19.899342
crag_26_patch.tiff,patch_25,17.299791,24.551435,20.593271,21.840853,21.259356,19.793215
crag_26_patch.tiff,patch_26,12.641526,24.33687,17.042362,17.521801,17.011461,18.338163
crag_26_patch.tiff,patch_27,16.256733,25.454515,19.912289,20.190117,20.101143,16.845638
crag_26_patch.tiff,patch_28,15.507345,24.81453,19.930449,20.171286,19.645489,16.618906
crag_26_patch.tiff,patch_29,16.36706,24.9867,21.78707,23.656328,21.396172,17.990597
crag_26_patch.tiff,patch_30,16.918163,23.998848,18.484343,18.449278,16.485584,23.065384
crag_26_patch.tiff,patch_31,16.218216,24.90994,19.837526,22.604383,20.269743,21.263538
crag_26_patch.tiff,patch_32,14.435621,23.824562,17.381916,17.789057,17.193312,19.620394
crag_26_patch.tiff,patch_33,16.253206,24.713436,19.499983,21.321123,21.128305,17.639095
crag_26_patch.tiff,patch_34,14.364801,24.308804,17.834301,18.818842,18.666851,18.295351
crag_26_patch.tiff,patch_35,17.675837,25.254992,21.210342,21.155125,20.768465,16.425774
crag_29_patch.tiff,patch_0,13.790901,21.978785,16.060085,18.364279,18.945923,19.308508
crag_29_patch.tiff,patch_1,14.955451,22.688313,17.954329,18.69878,19.069906,19.693508
crag_29_patch.tiff,patch_2,17.033678,22.676262,17.955002,20.525215,20.012775,20.36402
crag_29_patch.tiff,patch_3,14.909631,23.008034,16.648453,19.421053,18.497559,22.739578
crag_29_patch.tiff,patch_4,14.037844,23.539831,16.21333,18.852182,18.938452,21.274073
crag_29_patch.tiff,patch_5,14.900386,22.246817,17.176832,19.400623,19.824154,18.315035
crag_29_patch.tiff,patch_6,12.018832,20.954315,15.713044,17.415865,17.1089,18.868788
crag_29_patch.tiff,patch_7,13.260721,21.338285,17.108564,16.982594,16.48914,16.85169
crag_29_patch.tiff,patch_8,14.688868,21.538923,16.319223,19.27254,18.740118,19.668358
crag_29_patch.tiff,patch_9,14.630104,21.902922,16.860699,19.262497,18.470049,19.688608
crag_29_patch.tiff,patch_10,15.735303,23.428274,18.034708,20.897131,19.17904,22.409067
crag_29_patch.tiff,patch_11,15.452731,22.58824,17.104134,20.524221,20.326141,20.304512
crag_29_patch.tiff,patch_12,14.924372,21.633802,16.54885,19.360226,18.701061,18.855341
crag_29_patch.tiff,patch_13,11.553835,20.912277,15.677257,15.8940525,16.255877,16.919317
crag_29_patch.tiff,patch_14,12.663111,21.958046,15.981657,18.769968,17.438501,22.78291
crag_29_patch.tiff,patch_15,15.31095,23.135582,18.014528,18.818491,17.56509,19.002316
crag_29_patch.tiff,patch_16,15.4038725,21.343624,17.11972,19.581373,19.432476,17.330585
crag_29_patch.tiff,patch_17,14.408538,23.41565,17.036827,19.945148,19.337265,22.941055
crag_29_patch.tiff,patch_18,11.522603,21.887096,15.883365,16.676321,15.533443,20.064009
crag_29_patch.tiff,patch_19,14.961302,20.800756,16.665762,18.66502,19.198465,17.986977
crag_29_patch.tiff,patch_20,15.379362,21.45023,18.201193,20.02796,20.309122,16.827805
crag_29_patch.tiff,patch_21,15.06809,22.40232,17.49657,20.07569,18.682383,19.048094
crag_29_patch.tiff,patch_22,15.220396,23.593819,17.134754,19.948952,19.063753,20.515413
crag_29_patch.tiff,patch_23,15.736141,22.71638,16.859093,22.043787,21.110617,21.626587
crag_29_patch.tiff,patch_24,15.949195,22.40791,18.135464,19.486467,20.032793,19.591997
crag_29_patch.tiff,patch_25,15.5608225,22.50334,17.216593,18.505531,19.499235,17.858597
crag_29_patch.tiff,patch_26,14.15616,22.251318,16.439156,18.217592,18.670843,18.89319
crag_29_patch.tiff,patch_27,14.9781065,22.547205,17.45337,19.022987,19.70736,17.526464
crag_29_patch.tiff,patch_28,14.5892105,21.914513,16.753729,19.311787,19.650272,18.462584
crag_29_patch.tiff,patch_29,15.533148,21.378548,16.557062,20.91609,21.385868,19.599182
crag_29_patch.tiff,patch_30,13.511054,23.91269,17.7509,19.5222,18.02514,24.828293
crag_29_patch.tiff,patch_31,15.797028,24.727995,18.62822,19.495337,19.606056,22.38233
crag_29_patch.tiff,patch_32,16.93269,24.32807,19.289661,19.634104,20.292528,22.0842
crag_29_patch.tiff,patch_33,16.042728,23.886091,18.979372,20.359074,19.342068,23.868502
crag_29_patch.tiff,patch_34,13.199845,22.969091,17.148293,18.136442,17.420425,23.509846
crag_29_patch.tiff,patch_35,14.573456,22.128727,16.168009,19.681704,18.66704,20.949945
crag_2_patch.tiff,patch_0,16.648571,24.196169,21.43493,20.211454,18.43192,18.547373
crag_2_patch.tiff,patch_1,17.025122,23.939892,21.322025,19.607712,16.407967,20.098303
crag_2_patch.tiff,patch_2,16.868795,24.096754,20.777246,20.099695,17.974623,19.453354
crag_2_patch.tiff,patch_3,18.390186,24.46045,21.223541,21.527796,20.529144,18.467878
crag_2_patch.tiff,patch_4,17.069538,23.028294,18.459026,19.921492,18.728243,18.298376
crag_2_patch.tiff,patch_5,17.350746,23.34054,18.898891,20.139587,18.39222,21.026678
crag_2_patch.tiff,patch_6,14.909781,25.073086,19.77594,20.136385,18.326086,18.522404
crag_2_patch.tiff,patch_7,15.133667,24.164417,19.965775,19.191034,17.224916,17.893064
crag_2_patch.tiff,patch_8,15.458349,24.61802,20.686167,19.017132,18.247742,16.185614
crag_2_patch.tiff,patch_9,15.356728,23.975994,20.291828,18.462952,17.52444,17.539076
crag_2_patch.tiff,patch_10,17.28956,24.993462,20.478598,19.89695,19.026133,20.438145
crag_2_patch.tiff,patch_11,16.877645,23.693275,19.455875,19.034248,16.789139,23.135738
crag_2_patch.tiff,patch_12,17.477037,25.85176,20.788807,21.315746,20.92057,19.108707
crag_2_patch.tiff,patch_13,15.870529,24.784649,19.886557,19.021694,18.359968,16.663574
crag_2_patch.tiff,patch_14,15.531447,24.65492,20.662403,19.969858,18.838276,17.444256
crag_2_patch.tiff,patch_15,16.277473,24.537312,20.627804,19.566235,18.775063,15.737353
crag_2_patch.tiff,patch_16,17.06497,25.154814,20.919828,20.4962,20.856422,15.589708
crag_2_patch.tiff,patch_17,16.143738,24.841318,20.02977,18.71859,17.0722,22.956587
crag_2_patch.tiff,patch_18,16.892605,25.608444,19.80902,21.315317,21.001175,24.47367
crag_2_patch.tiff,patch_19,16.592848,26.04958,20.12802,21.077723,21.043661,19.20208
crag_2_patch.tiff,patch_20,16.45433,25.593552,20.874832,21.217945,19.997202,18.224567
crag_2_patch.tiff,patch_21,17.55756,25.241425,21.848703,21.926992,22.15409,16.404638
crag_2_patch.tiff,patch_22,15.25048,24.541681,20.62459,20.089655,19.15136,17.201794
crag_2_patch.tiff,patch_23,16.830143,24.269499,22.325333,21.217182,17.857222,17.428556
crag_2_patch.tiff,patch_24,17.75692,24.312788,19.939219,22.108126,18.913984,23.961128
crag_2_patch.tiff,patch_25,17.433222,25.876068,20.312452,21.710875,20.04018,25.411003
crag_2_patch.tiff,patch_26,15.837725,24.819448,20.016924,22.064829,20.201498,17.364923
crag_2_patch.tiff,patch_27,15.606674,24.497082,19.99965,18.838253,17.989079,15.976158
crag_2_patch.tiff,patch_28,17.494354,24.94329,21.132591,21.465328,20.242416,16.488361
crag_2_patch.tiff,patch_29,19.067453,22.585335,21.737083,22.596123,19.303682,14.623548
crag_2_patch.tiff,patch_30,15.226907,24.119076,19.741585,21.512854,17.957474,25.975609
crag_2_patch.tiff,patch_31,17.129898,24.565891,19.980461,20.849213,19.624771,24.258493
crag_2_patch.tiff,patch_32,18.434336,24.509388,19.640045,20.272854,20.08454,22.02773
crag_2_patch.tiff,patch_33,18.549324,24.079275,21.164503,20.389927,18.971455,17.83539
crag_2_patch.tiff,patch_34,18.682457,23.90039,22.249735,21.452913,19.6505,18.573343
crag_2_patch.tiff,patch_35,20.785906,25.223196,21.9931,21.670538,21.357769,20.477316
crag_34_patch.tiff,patch_0,20.966509,24.343967,21.26183,21.98872,21.74702,18.716162
crag_34_patch.tiff,patch_1,22.102882,25.446428,24.146967,21.623007,23.141697,20.161972
crag_34_patch.tiff,patch_2,16.544363,24.95794,20.65212,21.520508,20.242893,17.583559
crag_34_patch.tiff,patch_3,18.960833,24.217182,19.678137,21.773518,20.047638,20.507746
crag_34_patch.tiff,patch_4,15.454949,25.25163,19.350025,17.719666,17.683947,17.447407
crag_34_patch.tiff,patch_5,16.779142,25.298647,19.992682,20.219082,20.07012,19.485563
crag_34_patch.tiff,patch_6,22.427876,25.041086,22.26069,22.313133,22.742443,19.26078
crag_34_patch.tiff,patch_7,12.962192,23.82671,18.548683,17.047428,16.491577,15.88695
crag_34_patch.tiff,patch_8,14.67556,25.262678,19.833696,19.25095,18.776617,19.084238
crag_34_patch.tiff,patch_9,18.494581,24.216585,20.645739,21.911825,20.677143,17.614788
crag_34_patch.tiff,patch_10,19.566833,25.433485,22.247484,22.868093,22.24129,19.066269
crag_34_patch.tiff,patch_11,13.743241,24.139439,19.130823,18.10491,16.914677,16.534103
crag_34_patch.tiff,patch_12,15.129803,23.77749,18.125633,19.552515,17.799688,18.079473
crag_34_patch.tiff,patch_13,16.544285,24.454111,20.001549,20.735846,19.390152,16.688072
crag_34_patch.tiff,patch_14,16.823164,24.665934,19.986654,20.646017,19.54636,14.416411
crag_34_patch.tiff,patch_15,17.075987,24.198744,20.254414,19.78596,19.996424,18.336035
crag_3_patch.tiff,patch_0,17.119814,23.320724,19.68134,21.071732,22.899506,19.153751
crag_3_patch.tiff,patch_1,16.970175,21.87111,19.694105,21.638693,21.462412,18.465626
crag_3_patch.tiff,patch_2,15.910635,22.50756,18.660149,19.501965,20.184351,18.164894
crag_3_patch.tiff,patch_3,18.217697,23.379118,21.768192,22.185915,21.407578,21.023365
crag_3_patch.tiff,patch_4,14.81695,22.437765,20.139822,20.679558,18.250307,19.32968
crag_3_patch.tiff,patch_5,18.154812,22.893578,20.195452,21.734987,22.588226,21.087347
crag_3_patch.tiff,patch_6,17.771881,23.245687,20.37964,21.236422,22.132126,18.050646
crag_3_patch.tiff,patch_7,17.54558,22.261509,20.224585,21.397501,22.553406,19.116457
crag_3_patch.tiff,patch_8,17.7547,22.173492,20.331373,22.014713,21.384623,18.641916
crag_3_patch.tiff,patch_9,14.624727,21.82566,18.690742,18.115324,17.744549,17.695896
crag_3_patch.tiff,patch_10,14.360065,22.279884,18.769037,18.743746,18.820915,18.191885
crag_3_patch.tiff,patch_11,16.403484,22.274908,19.826351,20.750044,19.111057,18.97953
crag_3_patch.tiff,patch_12,15.492349,23.517532,19.294342,19.559805,19.291517,16.728798
crag_3_patch.tiff,patch_13,16.731316,22.159517,19.112423,19.475927,19.009289,17.374598
crag_3_patch.tiff,patch_14,15.442195,21.815666,17.856482,18.515661,18.26342,17.966824
crag_3_patch.tiff,patch_15,15.672044,22.519806,18.673037,20.427742,19.720108,20.565294
crag_3_patch.tiff,patch_16,14.721797,21.991358,18.400389,18.524603,19.060196,18.324648
crag_3_patch.tiff,patch_17,14.722041,21.983921,18.488424,18.649107,18.29221,17.608679
crag_3_patch.tiff,patch_18,15.654529,23.17162,20.127298,19.745804,18.958803,19.273394
crag_3_patch.tiff,patch_19,15.704401,22.815498,19.225605,21.019068,19.122442,19.662352
crag_3_patch.tiff,patch_20,16.493734,22.912392,19.282541,20.169886,19.19535,20.060728
crag_3_patch.tiff,patch_21,16.883741,23.191881,19.749672,21.444378,19.363556,18.711428
crag_3_patch.tiff,patch_22,15.806081,22.996271,18.771687,20.12687,19.446093,20.974998
crag_3_patch.tiff,patch_23,14.474976,21.33614,18.653727,19.934725,18.163479,18.453566
crag_3_patch.tiff,patch_24,15.786842,22.450136,19.828608,19.350964,17.765823,18.050325
crag_3_patch.tiff,patch_25,16.408012,23.910166,17.952383,21.563795,22.210651,22.27086
crag_3_patch.tiff,patch_26,15.947923,23.538465,18.501635,20.149414,18.460611,19.26424
