source_image,spot_id,Background,B cells,Macrophages/Monocytes,Adipocytes,Dendritic cells,T cells,Granulocytes,NK cells,Nerves,Plasma cells,Smooth muscle,Stroma,Tumor cells,Vasculature/Lymphatics,Other cells
reg001_A_patch.tiff,patch_36,15.026447,-5.946006,11.553263,-4.989622,-3.47671,-9.841432,6.1754003,2.9050503,1.1752452,-0.1881227,0.8999606,-7.249664,6.938794,2.4347837,-0.8305038
reg001_A_patch.tiff,patch_37,16.99701,-12.452724,9.822751,-2.5584295,-10.177118,-12.536045,0.12791541,-7.553921,9.660204,-4.5179257,6.838051,-5.172424,8.733751,2.315734,-5.003229
reg001_A_patch.tiff,patch_38,17.083452,-13.570328,5.157903,-2.0485873,-7.862033,-9.572172,0.64786136,-8.335647,8.942389,3.0691934,13.126366,-5.4073973,8.061348,-1.8609406,-0.22092012
reg001_A_patch.tiff,patch_39,15.150859,-11.073478,11.6582575,-12.933419,-3.8709931,-7.9166636,5.297605,2.2392206,-1.2837669,-1.3284653,3.594163,-12.147585,9.28357,-2.816039,3.3121443
reg001_A_patch.tiff,patch_40,15.465354,-6.0800395,11.39145,-5.0802417,-7.507602,-11.518775,-0.77287275,4.14573,-4.4541326,-5.0077057,-3.9503858,-6.6106157,7.829352,-1.3678895,-2.2757149
reg001_A_patch.tiff,patch_41,14.279028,-8.490425,8.422983,-12.924331,-5.2378564,-9.417108,2.429016,7.008501,-6.1911554,-1.861937,6.691804,-0.28824198,12.103544,5.871022,1.0749928
reg001_A_patch.tiff,patch_42,7.604681,-6.05299,7.9273195,-8.99531,-2.473495,-3.366215,4.495957,7.822628,-2.5528579,5.190723,8.718854,-4.413929,9.205374,1.3978235,4.0696864
reg001_A_patch.tiff,patch_43,14.608549,-9.825429,8.215149,-7.2889433,-7.4367805,-9.980777,6.2995353,4.5872626,-3.856358,-0.8128076,-0.72014785,-5.1074862,11.372138,-2.3632774,2.1950676
reg001_A_patch.tiff,patch_44,16.790108,-10.717966,12.527786,-2.2227027,-5.1673274,-14.377078,4.4465027,0.36113313,2.7879357,-0.6177964,-2.6300905,-8.881682,5.0761585,-4.991809,2.5172422
reg001_A_patch.tiff,patch_45,17.248554,-11.868647,10.528132,-2.2360556,-5.575207,-13.264592,8.7470875,2.0918462,10.345686,-0.64498883,-5.503325,-3.851167,6.168514,1.0399297,6.1543756
reg001_B_cell.tiff,cell_0,17.282495,-4.407956,12.713259,5.299503,-9.506968,-6.806174,3.5366292,-0.8581137,12.724217,-3.2320414,1.8271159,0.73953956,5.191757,5.7180257,0.11418326
reg001_B_cell.tiff,cell_1,19.048382,-2.7360573,14.431276,6.27537,-10.438395,-4.516619,9.837592,1.5864344,15.231505,-1.4906166,-1.8149095,-2.2279694,4.5389757,2.4805648,6.950026
reg001_B_cell.tiff,cell_2,19.776258,-13.082922,10.368459,5.6407433,-12.984221,-8.86147,4.0240774,-5.092444,2.5607028,-2.4135487,-0.9039997,-2.5480492,10.210587,-1.5649116,1.268346
reg001_B_cell.tiff,cell_4,17.829035,-4.596502,13.053131,5.9763355,-10.653115,-6.9138465,9.098902,1.2170604,15.121883,-2.1509159,-1.8306702,-2.179319,3.8143508,2.4283824,4.831866
reg001_B_cell.tiff,cell_5,20.561796,-9.380953,11.288637,0.9589161,-7.7512584,-10.04103,-0.05047249,-2.2716439,5.2696366,-6.990571,5.678691,3.8758352,7.439122,9.047715,-2.9404774
reg001_B_cell.tiff,cell_6,14.320903,-1.2209365,10.445426,3.787166,-8.121502,0.12706731,11.73222,10.16737,9.902696,-0.3085968,8.714082,2.8340554,6.5653305,8.225415,6.3530135
reg001_B_cell.tiff,cell_7,19.976507,-12.347867,8.3121605,1.0451394,-9.12902,-14.938981,-1.0733954,-5.8573656,7.6192575,-5.1904125,7.8479276,2.2081268,5.01947,6.2541614,-3.7232335
reg001_B_cell.tiff,cell_8,15.295253,-19.054964,5.0542912,-4.9255543,-9.556952,-17.170362,0.55129296,-10.130255,3.6477072,-1.063964,7.1802225,-7.9344034,6.3794804,-0.35887092,0.7566678
reg001_B_cell.tiff,cell_10,15.336606,-9.747334,16.784945,-0.109635,-7.9719005,-11.975061,8.015874,-5.450149,12.341471,-6.830082,-0.73917097,-5.6658216,6.3855357,3.361841,0.8689558
reg001_B_cell.tiff,cell_11,11.9764805,-15.49749,-0.104830496,1.65582,-13.299773,-11.348153,-0.2729809,-2.8136792,6.649855,-1.8097118,12.909585,-4.392986,1.7950885,-3.1278377,0.9706024
reg001_B_cell.tiff,cell_12,17.52659,-14.550259,5.2083936,-3.3498533,-9.700001,-14.037311,3.5226877,-3.6100693,0.18945564,-1.3282752,5.3105845,-3.3243153,11.104735,-0.62099004,3.8087955
reg001_B_cell.tiff,cell_13,18.30506,-21.108082,4.4684415,-3.1213543,-5.1637707,-17.544994,-0.82261765,-5.425067,1.0248485,-1.4097047,9.702926,-3.23376,7.4689054,-3.5415936,6.093949
reg001_B_cell.tiff,cell_14,8.176351,-7.226933,13.144769,1.5642002,-6.1330304,-1.7657539,0.006588493,2.1378572,-3.8319187,-12.976261,-6.700469,-13.157175,1.7862397,1.1031445,2.8914745
reg001_B_cell.tiff,cell_15,10.3954735,-10.878966,4.1902175,3.4113448,-10.46618,-9.497577,2.7518082,-0.39446682,8.612098,2.9176266,6.9072895,-2.688499,-0.14548154,-0.051234573,-0.09791454
reg001_B_cell.tiff,cell_16,11.33984,-9.102939,2.7997887,3.4907389,-11.690115,-7.79018,7.34648,2.9656162,9.7784195,5.3271136,7.2247615,0.87869954,1.4074028,0.27577126,1.7061511
reg001_B_cell.tiff,cell_17,11.858354,-16.548813,-0.41035587,0.70401204,-12.007216,-10.450351,-0.3880907,-4.39715,8.185726,-1.0817133,15.189026,-5.1797066,2.5242677,-1.6263009,2.6572652
reg001_B_cell.tiff,cell_18,15.730365,-18.997446,1.6953311,-2.4505298,-9.652526,-14.487504,0.37999627,-5.6937947,2.6731155,1.6162809,12.66728,-5.5983806,8.260299,-3.48977,6.926794
reg001_B_cell.tiff,cell_19,16.505682,-8.433141,9.484315,-6.16087,-6.57911,-5.9633975,8.795333,2.761921,13.682811,-0.009988299,7.4908495,-6.34505,9.134239,0.7143178,9.720672
reg001_B_cell.tiff,cell_20,16.441174,-6.401831,12.983963,-2.8114247,-10.780124,-5.691484,10.584206,5.002156,6.428879,-5.7057176,0.6893511,-3.262779,11.92801,2.9254656,4.621914
reg001_B_cell.tiff,cell_21,18.665878,-11.748844,13.883193,3.8520112,-9.476237,-8.696907,-0.10866049,-2.6705441,-1.1136941,-4.0489655,-5.5210824,-2.9904048,8.037532,-3.542146,1.6223799
reg001_B_cell.tiff,cell_22,9.799765,-12.212866,11.894374,3.4267225,-8.122884,-6.7455826,1.489034,-2.3184829,3.243379,-10.956842,-4.862146,-11.566425,1.7638844,-1.4459511,1.2290835
reg001_B_cell.tiff,cell_23,15.904458,-19.72532,-3.3554235,-5.239687,-6.929867,-16.33069,-0.5781871,-3.161065,3.2174118,-2.4781036,14.644311,-1.2248352,7.628497,-0.586531,6.1264944
reg001_B_cell.tiff,cell_24,14.817832,-21.81636,-4.0078635,-4.6340747,-6.797312,-17.97008,-2.1371393,-7.2426057,6.8741484,-0.40138063,18.181004,-1.1577884,6.95282,0.72944313,5.1250243
reg001_B_cell.tiff,cell_25,14.64017,-19.689663,1.3068002,-5.2070146,-9.773809,-16.565807,2.2393408,-6.027677,8.429144,-1.0693539,11.957942,-2.463533,6.723384,-0.572479,7.446158
reg001_B_cell.tiff,cell_26,18.081987,-4.6822143,15.777719,5.2512817,-10.2665415,-8.0038185,8.045619,0.21471734,12.594844,-4.524726,0.872225,-0.66658324,4.58535,5.3777213,2.4813094
reg001_B_cell.tiff,cell_27,18.740562,-8.992424,16.535692,6.095934,-8.508777,-10.768785,1.8581136,-5.278296,7.0443587,-2.5748632,0.6987997,-1.7017965,5.458667,3.7396278,-0.038063467
reg001_B_cell.tiff,cell_28,13.684588,-19.59237,1.0854552,-6.840065,-7.2739034,-15.782697,2.1379168,-5.47302,8.131933,-0.93659604,13.112971,-4.175734,7.055126,-0.27608716,7.5223403
reg001_B_cell.tiff,cell_29,16.956848,-19.079374,-0.6824909,-6.8119698,-3.865645,-14.331775,5.742695,-4.542446,11.751538,3.5218174,13.988982,2.167035,9.054969,1.5617505,8.371045
reg001_B_cell.tiff,cell_30,16.700678,-18.615294,-2.8756988,-6.831212,-4.499895,-13.617788,4.448704,-5.6213074,11.823434,4.0886936,19.006353,4.0677156,8.932987,1.0285499,9.13455
reg001_B_cell.tiff,cell_31,15.803842,-6.572295,6.4133906,-4.6592474,-10.561416,-6.8409443,7.8474617,4.798688,9.514884,-3.2626767,2.7647622,-3.5319822,11.25762,-2.28004,4.1355004
reg001_B_cell.tiff,cell_32,13.504623,-2.9672258,5.9488974,-5.5495534,-6.3137126,-4.3341994,8.65637,6.993084,11.156477,-4.2410817,4.959901,-2.3355784,12.091136,0.21382742,6.5409937
reg001_B_cell.tiff,cell_34,20.18573,-10.167934,18.719593,2.8949165,-7.830499,-11.628905,3.583984,-3.6497533,4.0472994,-6.166998,3.7101836,2.4898603,5.085166,10.463434,-0.9177423
reg001_B_cell.tiff,cell_35,20.358292,-12.2030735,8.795689,-0.16892871,-4.7924,-7.2449794,2.84018,1.0725244,2.6971834,0.09794597,5.322699,1.2722061,14.28757,1.8054246,2.101647
reg001_B_cell.tiff,cell_36,22.63502,-9.808906,11.87973,-0.8887929,-6.5737286,-4.190197,7.91219,1.9541198,5.9699836,3.872877,5.032287,-0.047470283,13.833807,0.8736948,4.3100805
reg001_B_cell.tiff,cell_37,16.165213,-3.6973991,15.043023,3.355992,-9.398916,-6.333488,8.594938,0.14026922,14.085879,-1.698629,0.2286021,-4.037124,3.356515,3.1031373,6.547034
reg001_B_cell.tiff,cell_38,17.833096,-11.947798,8.831151,-0.9305853,-4.9749217,-11.617422,7.1731267,2.5913253,4.623751,-0.4695527,1.172514,-1.1077654,12.136042,0.47350276,2.9845588
reg001_B_cell.tiff,cell_39,16.313612,-9.831369,3.8981538,0.57589245,-9.621062,-6.0701632,4.1339436,2.7393632,7.0761576,-5.735429,2.5933475,-5.7895527,8.881243,-0.92491674,-1.9597801
reg001_B_cell.tiff,cell_40,22.071892,-10.917284,14.686535,1.2863605,-8.021275,-9.210773,8.539604,0.9086679,8.864181,4.9858932,-1.1393778,-1.6527268,7.9411902,-1.5097451,3.1969628
reg001_B_cell.tiff,cell_41,21.62753,-7.8606977,12.845181,-0.27366304,-11.934565,-8.3679695,6.320876,-2.383406,1.4253709,0.29163417,8.360824,0.033722915,12.846292,2.344562,-1.6893053
reg001_B_cell.tiff,cell_42,16.882896,-18.63248,5.0977483,-0.2810878,-10.768917,-10.505578,1.9338866,-7.58732,4.535321,-2.4364173,4.897582,-3.9201832,11.730824,1.4737476,-1.2296093
reg001_B_cell.tiff,cell_43,21.685452,-12.33114,10.639424,0.03829022,-12.585264,-12.611317,6.885369,-3.3073888,7.1611023,0.29713878,5.112842,-0.32193175,7.635421,0.1900287,-2.268833
reg001_B_cell.tiff,cell_44,23.472126,-9.678561,14.018177,0.008818908,-12.00756,-9.311584,8.531311,-2.2305915,6.8726635,0.5231989,4.8532476,-1.4925963,7.722541,1.6334975,-1.3310322
reg001_B_cell.tiff,cell_45,20.806759,-15.335505,8.571166,6.460735,-8.316927,-15.9793215,2.6232378,-7.603755,13.278955,0.8838562,4.9253416,6.2451396,3.9545424,3.3825214,-3.4962413
reg001_B_cell.tiff,cell_46,18.25102,-13.665648,8.834936,1.2126464,-9.117653,-15.964238,-2.3288352,-7.379927,7.3432775,-6.247908,8.95211,1.1519567,4.7009997,6.8386965,-4.2402678
reg001_B_cell.tiff,cell_47,17.959814,-9.471062,13.466778,-3.489525,-8.630751,-10.794579,8.999934,-2.4359925,13.548487,-3.377048,4.7310777,-3.9192488,7.815414,4.416567,2.087365
reg001_B_cell.tiff,cell_48,10.983153,-13.283854,3.9496388,3.8993213,-10.778111,-9.306585,1.8971287,-1.3957839,9.394861,1.325494,9.951747,-2.2952585,-0.3860672,1.1063209,-0.6119057
reg001_B_cell.tiff,cell_49,12.817367,-8.1405115,1.7094713,2.3533044,-12.988549,-6.575305,7.1048737,3.4304967,9.255215,3.0033557,8.832318,-0.22885078,3.0948186,-1.8283395,3.7677326
reg001_B_cell.tiff,cell_50,18.757946,-15.156139,5.5274096,1.411903,-8.917531,-11.856148,3.5906398,-6.1405625,9.147882,3.9851274,8.340003,-4.801525,5.140272,-0.55345523,5.422274
reg001_B_cell.tiff,cell_51,18.806974,-12.505158,11.6158,1.0487009,-9.523112,-15.398886,5.5871897,-2.2944386,1.6448896,-4.980401,-0.9866135,-3.7567806,9.59374,-4.8234253,4.068976
reg001_B_cell.tiff,cell_52,18.043491,-1.800924,12.648106,-1.000975,-10.728154,-4.475644,10.860217,0.37131342,16.654469,5.1486235,3.766023,-6.090984,5.3627186,1.2137953,3.5043416
reg001_B_cell.tiff,cell_54,13.696856,-17.701687,-2.4113684,-3.7005944,-9.901171,-13.253667,2.1653936,-2.4795802,12.732287,-2.6932008,15.00959,3.3166885,0.69268507,2.4146202,-0.2561693
reg001_B_cell.tiff,cell_55,14.751087,-6.7802467,6.0556383,-3.1991842,-6.252952,-7.8598094,13.204537,1.5220265,21.231201,11.592239,7.131391,-1.9293381,4.6674337,0.62927425,10.723962
reg001_B_cell.tiff,cell_56,18.944073,-15.835389,6.0410433,-3.17723,-6.0862894,-14.097913,1.012759,-4.1760044,5.2025027,2.2170215,7.776169,-2.8186328,7.071359,-2.5790539,7.201865
reg001_B_cell.tiff,cell_57,15.634768,-18.896158,4.3004136,-5.853206,-9.685484,-14.7003,3.1024091,-4.998819,7.853308,-1.1165411,10.508562,-3.7465074,9.018606,-0.17871626,6.023886
reg001_B_cell.tiff,cell_58,18.685135,-12.442136,13.29608,2.6157274,-8.775541,-14.765853,7.9257755,-1.8108997,6.066175,9.386006,1.5278411,-1.5201818,6.150562,-3.514291,1.1779139
reg001_B_cell.tiff,cell_59,19.043106,-13.238014,6.836385,0.85586876,-8.921994,-14.221089,8.727541,-1.1846856,5.3823266,9.820021,3.0181124,1.6149052,8.209207,-3.1601217,2.48048
reg001_B_cell.tiff,cell_61,18.00379,-7.64484,11.712157,-4.25582,-10.643993,-5.7854056,9.644967,2.7360275,8.206391,-4.437766,2.8702753,-4.3328624,12.0062895,2.044255,5.1480308
reg001_B_cell.tiff,cell_62,17.863415,-7.4942727,13.430303,-1.27013,-9.108318,-10.49794,9.867542,3.609845,8.479734,-1.0721343,0.56567085,-5.2858224,6.7372866,2.0721576,2.541772
reg001_B_cell.tiff,cell_63,18.90133,-4.6379848,18.150206,1.0945591,-8.472289,-5.8273177,11.561709,4.6283474,10.706836,-2.327905,-5.2586303,-5.4299536,4.515629,-1.4284495,5.8567657
reg001_B_cell.tiff,cell_64,16.506016,-2.71437,18.00572,1.994991,-7.836274,-6.3709955,10.619249,3.536897,12.957324,-3.2024665,-5.8400803,-6.9224653,2.4196362,-2.5194676,6.28606
reg001_B_cell.tiff,cell_65,19.085682,-4.038933,16.750412,3.0028903,-11.472231,-7.4350986,10.52741,5.628282,6.9433413,-3.835797,-7.6289487,-5.897898,4.7260537,-4.4892626,4.3566155
reg001_B_cell.tiff,cell_66,16.486908,-18.12992,2.3758388,-8.528588,-4.0065575,-13.48313,4.7695456,-5.2756658,4.3112497,2.4466262,11.431615,-8.859486,6.4868903,-4.116785,2.7732048
reg001_B_cell.tiff,cell_67,11.041307,-10.026545,9.39058,3.672741,-10.753715,-5.0913124,1.1136234,-1.7996582,4.2267113,-5.5449038,-6.970026,-10.805856,3.4394515,-4.05984,1.8810091
reg001_B_cell.tiff,cell_68,17.538181,-6.360649,12.630707,4.356043,-10.330213,-7.691242,5.1982884,-1.1355264,11.332804,-4.628855,-2.4965994,-1.2883699,5.3761,1.6880652,0.38798755
reg001_B_cell.tiff,cell_69,17.685928,-3.6844723,12.848343,5.214156,-11.624231,-6.2887573,7.6450176,0.48476133,13.964498,-2.3687077,-4.2488475,-3.524349,3.1897156,-0.55498695,3.5506492
reg001_B_cell.tiff,cell_70,17.179632,-4.823801,11.484639,7.547664,-9.106121,-6.8783035,2.0400367,0.104508854,10.669226,-4.8674054,-3.3922095,-0.22470787,4.099915,1.3585316,-1.5161414
reg001_B_cell.tiff,cell_71,19.277391,-12.715976,8.543968,-3.1083236,-5.624115,-10.764705,4.2342935,1.8498224,3.8904858,-0.81094325,1.8818631,-2.400961,11.8202,-0.88320756,1.1328217
reg001_B_cell.tiff,cell_72,17.770424,-12.027383,5.9072394,-3.9664605,-3.0762942,-11.1642685,3.3099802,2.9884927,3.4671497,-5.558121,-0.7256291,-0.48063472,11.208002,-2.8498046,0.40748176
reg001_B_cell.tiff,cell_73,21.252968,-6.753612,14.048816,1.8729405,-10.33876,-5.930817,2.8311777,0.23518372,7.5123506,-1.0899322,1.1559364,-1.3932996,7.894659,5.391972,-2.9115982
reg001_B_cell.tiff,cell_75,19.215343,-14.452668,10.105866,7.5149584,-9.450685,-16.691631,3.799412,-6.1184835,8.848769,-1.8557717,1.4229541,2.7597654,6.9832177,-0.5042677,-1.2321384
reg001_B_cell.tiff,cell_76,16.362915,-7.649139,11.885329,-2.465101,-8.674647,-8.075021,7.4123945,-2.413355,15.435848,-0.30827993,3.3356242,-2.8429213,7.12247,5.2710795,0.2511259
reg001_B_cell.tiff,cell_77,15.2782,-12.6545315,8.566426,-4.074395,-9.142197,-11.968647,5.9572406,-5.0231786,11.079951,-3.3455732,3.3131027,-1.7649648,10.0082035,5.708462,1.2654465
reg001_B_cell.tiff,cell_78,12.0868,-13.99269,3.7305858,-2.306143,-9.923324,-8.726818,0.19054498,-2.5853176,-1.561227,-4.6414275,-1.6277586,-8.151531,8.02737,-3.6698108,-1.4204235
reg001_B_cell.tiff,cell_79,19.364658,-6.1860204,12.6750345,-0.29244176,-16.87125,-6.1519804,7.863793,-5.565978,12.1379595,-0.77984303,2.36089,-5.952581,5.8465104,1.8903143,-1.2353449
reg001_B_cell.tiff,cell_80,15.627711,-12.739244,7.197846,3.6101294,-11.852411,-11.244103,0.460123,-6.3502173,-0.021101145,-1.706625,1.7273644,-4.304679,8.211206,-0.7225105,-3.1597745
reg001_B_cell.tiff,cell_81,17.813242,-4.333533,8.782969,2.4116054,-9.430211,-7.89315,7.414221,-1.2301395,18.939371,7.4155636,3.75089,-3.7704728,2.5274591,-0.040624388,4.804547
reg001_B_cell.tiff,cell_82,18.907024,-7.7782145,15.89424,3.4425957,-11.2085,-8.769398,2.6449113,-2.8112314,7.468467,-4.5782595,4.8116775,-1.8656831,5.547632,7.9360676,-7.6422253
reg001_B_cell.tiff,cell_83,16.545813,-5.712299,9.1794815,-0.27341968,-7.5654817,-8.577109,9.565141,-0.8207024,17.435425,8.072425,4.624261,-4.0622587,4.86644,1.0345082,5.76187
reg001_B_cell.tiff,cell_84,16.76388,-9.491866,7.974346,-2.899482,-7.1739497,-7.633599,7.3627977,0.36483094,15.875628,0.27222428,7.817649,-4.445428,8.846774,1.5135467,7.767411
reg001_B_cell.tiff,cell_85,15.600691,-8.607564,13.54555,-9.449765,-6.5428987,-6.6284156,14.340484,1.2388947,13.531402,-3.4106877,7.313242,-6.7404156,11.935693,10.291483,6.84284
reg001_B_cell.tiff,cell_86,11.77437,-10.422522,12.669088,-13.850421,-0.1625748,-8.039993,12.698281,1.5805687,10.686062,-2.2513385,7.129104,-6.5644455,13.601853,11.941605,9.724011
reg001_B_cell.tiff,cell_87,19.69329,-13.84021,11.212039,1.2233843,-11.07307,-15.7921505,1.796424,-2.8517017,-1.4626667,-1.4883577,4.1952276,-1.198384,9.8693495,-0.105131455,-0.9026884
