source_image,spot_id,Background,B cells,Macrophages/Monocytes,Adipocytes,Dendritic cells,T cells,Granulocytes,NK cells,Nerves,Plasma cells,Smooth muscle,Stroma,Tumor cells,Vasculature/Lymphatics,Other cells
reg001_B_cell.tiff,cell_32,22.190231,18.075945,18.297571,21.905863,19.73403,19.34231,19.188221,18.610615,23.986063,18.879316,19.880135,20.838112,20.92662,22.592537,23.715092
reg001_B_cell.tiff,cell_34,23.833307,20.05114,20.946001,25.007627,21.35089,21.51088,19.744877,21.360569,25.071304,20.289951,19.608873,20.313078,22.25136,21.865295,24.927343
reg001_B_cell.tiff,cell_35,24.269104,21.749252,22.053509,22.518677,22.56448,22.026285,21.028194,22.144903,21.522871,20.685024,16.127422,19.961315,21.794622,20.82419,24.4084
reg001_B_cell.tiff,cell_36,24.661684,21.344969,21.250147,22.549923,22.52044,21.704645,20.847576,21.947754,21.903372,20.48544,16.446232,20.036114,21.817482,19.824463,24.494915
reg001_B_cell.tiff,cell_37,23.24158,20.209383,21.13314,24.259739,21.054235,20.558098,20.129185,21.298672,24.268267,20.597767,18.403492,20.510788,21.375677,22.434473,24.727934
reg001_B_cell.tiff,cell_38,23.783958,21.750492,21.257902,20.59216,23.053867,22.199066,21.271147,22.147127,21.08829,21.036623,16.279629,19.571003,22.246773,19.951017,24.729923
reg001_B_cell.tiff,cell_39,23.528345,21.337952,20.458338,22.368166,21.951561,21.952156,21.362051,21.10829,22.365982,19.766588,17.775108,21.475302,20.996273,20.829542,23.31886
reg001_B_cell.tiff,cell_40,24.253868,20.521275,21.220331,22.946346,22.031952,21.875507,20.880768,22.101463,23.307447,20.548742,17.903402,20.407793,22.016865,21.045027,24.859184
reg001_B_cell.tiff,cell_41,24.53113,19.634539,19.638243,23.710129,20.931555,20.635004,19.245605,20.944744,23.24963,19.419119,17.018835,19.802437,22.028894,19.89128,24.89011
reg001_B_cell.tiff,cell_42,24.573208,20.595072,20.873638,22.896275,21.730509,21.93649,19.70315,22.08621,22.389345,20.181067,16.984154,19.433172,21.44777,19.285341,24.431795
reg001_B_cell.tiff,cell_43,23.961023,19.719284,20.383764,23.464487,21.40426,20.86018,20.047466,21.206747,23.084126,19.357712,17.157957,19.823004,21.804567,20.033785,24.563044
reg001_B_cell.tiff,cell_44,24.260162,20.24647,19.737843,23.365269,21.747995,21.435558,20.04516,21.165434,23.46591,19.556879,17.928932,21.18035,21.578426,20.579607,24.42587
reg001_B_cell.tiff,cell_45,22.807804,17.876474,20.074795,20.801085,19.263477,20.00456,18.535074,20.753992,22.323984,19.124674,16.991974,19.053497,21.968943,19.87637,24.976131
reg001_B_cell.tiff,cell_46,24.147818,19.562166,19.914978,24.760147,20.85223,20.14292,19.550867,20.560175,24.340925,19.699657,19.020418,22.671944,21.180302,21.605677,23.522442
reg001_B_cell.tiff,cell_47,22.981335,18.215647,19.809147,23.368,19.799362,20.094767,19.272448,20.631306,23.299711,19.110733,16.383207,19.827333,21.45685,21.582918,24.854923
reg001_B_cell.tiff,cell_48,23.280785,21.781845,20.36338,22.942434,23.189796,22.7194,21.7037,21.116493,23.288464,21.319534,19.984428,21.011799,22.623915,22.735443,23.996826
reg001_B_cell.tiff,cell_49,23.333271,22.214283,21.272444,23.375872,23.284973,23.675117,21.809572,22.209175,23.489609,21.20292,19.656347,22.277645,23.077053,21.492443,24.208963
reg001_B_cell.tiff,cell_50,23.395168,19.628374,19.67412,24.070204,21.10491,21.563625,19.756424,21.002958,25.002316,19.55181,20.301672,20.629667,21.702408,20.986687,24.42073
reg001_B_cell.tiff,cell_51,22.333887,20.450665,20.747496,19.513254,22.000105,22.02761,20.718336,22.043606,20.989012,21.408861,15.512574,18.070791,22.464106,19.558928,25.196718
reg001_B_cell.tiff,cell_52,21.999878,17.941923,22.206678,22.719296,19.627863,19.835705,19.829521,21.327305,22.684305,20.064491,16.851194,16.55234,22.454834,21.566566,25.051825
reg001_B_cell.tiff,cell_54,22.791058,20.008125,20.167444,23.571821,21.63497,22.204433,20.423107,20.658916,24.619278,20.037798,20.555328,22.145739,22.266747,23.021461,23.5711
reg001_B_cell.tiff,cell_55,22.495487,18.23405,20.526901,19.93824,20.413649,20.509455,19.040976,21.218882,20.643377,19.739553,15.715143,16.237995,22.594,19.763958,24.23334
reg001_B_cell.tiff,cell_56,23.97391,20.019438,18.07307,23.310356,21.845972,21.2404,19.608055,19.964752,23.431414,18.821379,17.919506,22.18225,21.675734,20.62708,23.7765
reg001_B_cell.tiff,cell_57,23.57552,19.938477,18.358753,22.505228,20.712875,20.95661,19.459053,20.100025,24.02376,19.293869,20.77679,23.012556,22.2444,20.984879,24.013031
reg001_B_cell.tiff,cell_58,22.649881,19.403011,21.613325,20.045483,21.185772,21.748632,19.835947,22.039871,21.184055,21.082653,15.579218,16.272137,22.465307,19.679342,24.86097
reg001_B_cell.tiff,cell_59,23.010527,19.673271,20.257118,20.232101,21.765488,21.694387,19.591135,21.48525,21.484568,20.453302,16.066202,17.24333,21.994814,19.606672,24.174276
reg001_B_cell.tiff,cell_61,23.489548,21.393654,18.519217,22.521723,20.832993,21.507547,19.709267,20.144754,24.373999,20.221016,20.307236,24.36612,21.481995,20.875881,24.386822
reg001_B_cell.tiff,cell_62,21.948853,19.662256,19.878572,20.37818,20.605059,20.73019,19.794905,20.033642,21.403381,19.571922,16.340136,19.624493,20.9712,19.707022,24.008522
reg001_B_cell.tiff,cell_63,23.366512,20.682135,20.62281,22.24698,21.717548,21.237917,21.316925,20.801184,22.814854,20.550081,16.854076,21.042261,21.85587,20.959633,24.725428
reg001_B_cell.tiff,cell_64,22.602747,18.804123,20.121166,22.563951,20.352434,20.230534,19.77575,19.845913,23.245333,19.49877,17.235353,20.008057,21.03391,21.200785,24.656
reg001_B_cell.tiff,cell_65,22.460648,19.72448,20.369652,21.329834,20.487541,20.937899,20.398218,20.287899,22.949114,20.39009,17.230415,21.0806,21.454702,21.071198,24.837786
reg001_B_cell.tiff,cell_66,22.838867,17.189323,17.665678,21.907558,18.7336,19.637894,18.187326,17.980783,24.225893,17.812952,20.341516,20.721565,20.488796,21.293552,23.047735
reg001_B_cell.tiff,cell_67,23.48581,19.267698,20.794796,24.124868,20.678053,19.880138,19.673914,21.664206,23.748062,19.45851,17.080862,19.68119,21.803053,20.352226,25.0387
reg001_B_cell.tiff,cell_68,22.784016,19.509798,21.474016,24.087154,19.889732,20.02425,19.659243,21.6116,24.130814,20.315313,17.244629,20.587732,21.250904,22.139744,24.747099
reg001_B_cell.tiff,cell_69,23.220655,20.276869,21.447588,24.358316,21.657398,20.852636,19.976992,21.394691,23.669992,20.42532,16.885355,20.864029,22.283014,22.103329,24.623215
reg001_B_cell.tiff,cell_70,22.192013,17.288378,21.052895,24.864086,18.575377,18.916847,18.796389,20.586073,23.350433,19.456295,17.530626,18.945662,22.110567,22.10866,24.689054
reg001_B_cell.tiff,cell_71,24.486868,20.669079,21.146994,22.67532,22.09617,22.058422,20.95766,21.621523,22.337803,20.19087,16.533676,20.51198,22.425835,20.151371,24.548512
reg001_B_cell.tiff,cell_72,24.221813,21.234665,20.209724,21.963478,22.844898,21.303667,21.318422,21.752813,21.720924,20.12889,16.811825,21.03995,21.915045,20.13112,24.543102
reg001_B_cell.tiff,cell_73,24.259249,21.054985,21.386284,23.917376,22.225658,20.695807,21.133617,22.028109,23.38711,20.773159,17.332518,20.947832,21.811726,21.348494,24.782207
reg001_B_cell.tiff,cell_75,22.410685,19.766813,21.130875,20.65336,21.198885,20.823078,19.460712,21.971626,21.802538,20.211739,15.201008,18.106136,22.019289,19.455164,25.204287
reg001_B_cell.tiff,cell_76,23.841497,18.941364,19.002697,23.169786,20.751266,20.72467,19.351982,20.979326,23.805044,19.34138,17.678782,20.879461,21.591911,21.079424,24.48961
reg001_B_cell.tiff,cell_77,23.660435,18.65224,19.353418,23.597527,21.33573,19.879602,19.66461,20.560358,22.763582,19.299427,16.236807,21.322407,21.308464,21.231138,24.233704
reg001_B_cell.tiff,cell_78,24.348099,19.970272,18.776861,23.281786,21.174042,20.874271,19.963816,20.938084,23.507559,19.425406,17.38137,21.974579,20.894056,19.606125,24.265614
reg001_B_cell.tiff,cell_79,22.597912,18.076004,21.070082,22.893969,20.022554,19.895445,19.194454,20.796387,22.643738,19.298676,15.63041,16.8923,21.34629,21.009815,24.56477
reg001_B_cell.tiff,cell_80,24.560276,19.437037,18.4683,24.064075,20.69144,20.246487,18.936584,20.411497,23.76668,19.050598,18.029192,22.445295,21.380278,20.56895,24.0731
reg001_B_cell.tiff,cell_81,21.698412,18.09251,20.56673,20.411142,20.260769,20.528141,18.857069,21.022877,21.55187,19.883427,16.445,17.072664,22.59371,19.965422,24.851559
reg001_B_cell.tiff,cell_82,25.584373,21.012032,19.429085,23.76702,22.012651,21.42251,20.443756,22.280443,23.367266,20.430283,18.707106,22.44919,21.596205,20.229307,23.799103
reg001_B_cell.tiff,cell_83,21.565716,18.975857,21.397362,19.821209,21.066938,21.273016,19.798021,21.68216,21.885506,21.02531,14.70654,16.162704,22.76045,19.94701,24.931065
reg001_B_cell.tiff,cell_84,23.875591,20.989212,18.305944,22.378933,21.702917,21.05412,20.324701,20.382103,23.438086,19.382988,19.640238,23.91193,22.207827,20.923687,24.48739
reg001_B_cell.tiff,cell_85,22.144033,20.900307,20.948046,22.162165,21.5639,21.720364,21.048721,21.349977,22.78224,20.77882,16.335083,19.66791,21.648903,21.020916,23.97041
reg001_B_cell.tiff,cell_86,22.470697,20.444218,20.645187,20.835865,21.188437,21.983648,20.377954,21.35724,22.750017,20.877954,14.974549,18.652039,21.654396,20.517994,24.382402
reg001_B_cell.tiff,cell_87,25.20189,20.017641,18.479551,23.988686,21.429562,20.812561,19.701565,20.76769,23.466375,18.951998,18.345444,22.93802,21.701712,19.615175,24.37288
reg001_B_cell.tiff,cell_88,22.806618,19.992468,20.961979,21.585905,20.897354,21.613642,20.374464,21.348763,23.305653,20.605175,15.851501,18.83541,21.50869,20.278078,24.673199
reg001_B_cell.tiff,cell_89,24.30571,19.416964,19.930063,24.296728,21.329453,21.192783,20.425308,21.269783,23.951614,19.415504,18.534027,22.21608,22.35202,21.480833,25.012474
reg001_B_cell.tiff,cell_90,23.344177,17.557585,18.840868,23.007107,19.103884,20.479702,18.54702,20.238897,24.512733,18.322426,19.759272,20.445004,21.530802,20.82421,24.31541
reg001_B_cell.tiff,cell_91,24.033224,19.187895,18.48457,24.373339,20.649242,20.636408,19.179247,20.679619,25.04797,19.179384,19.906828,22.219446,21.444427,21.740553,24.351254
reg001_B_cell.tiff,cell_92,22.8284,19.222702,21.15979,23.056738,20.980331,20.86503,20.358646,20.483288,23.122034,19.878157,16.471802,19.381687,21.411932,21.422876,24.482508
reg001_B_cell.tiff,cell_93,22.44296,19.330389,19.934679,21.029982,20.37934,20.61002,19.900448,20.039585,22.37224,19.869062,16.814793,20.365385,21.251072,20.687475,24.848068
reg001_B_cell.tiff,cell_94,24.309916,21.45347,18.43036,23.303732,22.535173,21.605906,20.078646,21.469301,22.63559,19.982977,17.645811,23.669006,21.584585,20.245564,24.179201
reg001_B_cell.tiff,cell_95,23.493776,19.891047,18.768566,23.179619,20.684994,20.884216,19.6361,20.64579,24.647608,19.807327,19.674728,21.895912,21.717112,21.239578,24.06814
reg001_B_cell.tiff,cell_96,23.235054,18.668999,19.106813,22.553339,20.08912,20.688381,19.195919,19.548923,25.020477,19.153774,20.914865,21.46582,21.33096,22.3837,24.181683
reg001_B_cell.tiff,cell_101,23.214695,20.62952,20.933434,23.785307,21.36742,21.139084,20.784538,21.297132,23.42849,20.622017,16.841501,20.916506,21.348965,22.100304,24.299805
reg001_B_cell.tiff,cell_102,23.929108,20.532034,20.574644,24.004152,21.88172,20.76888,20.608038,21.47742,24.00087,20.149158,17.654282,20.078693,21.346676,21.198032,24.474995
reg001_B_cell.tiff,cell_103,24.468971,19.927322,20.044966,24.575502,21.561138,20.777287,19.60544,21.41889,23.642658,19.687069,16.441456,20.116755,21.462591,20.434525,24.529924
reg001_B_cell.tiff,cell_104,24.743782,19.939068,20.9618,24.589897,21.235926,20.293741,20.156786,21.730871,22.628746,19.94543,18.60247,20.629185,21.71095,21.26686,24.250721
reg001_B_cell.tiff,cell_105,22.40645,21.169558,20.842684,20.382065,22.107046,22.138048,21.05929,22.580702,21.719303,21.192211,16.566683,19.197655,22.542606,19.787468,25.33433
reg001_B_cell.tiff,cell_106,22.209833,19.19712,21.215055,21.11634,20.686075,20.99139,19.649061,22.184206,22.291397,20.716991,16.402771,17.653276,23.310284,20.338772,25.822996
reg001_B_cell.tiff,cell_107,23.012226,20.074617,21.930513,23.680119,21.294832,21.156128,20.357647,21.928654,23.865744,20.116947,16.491646,20.384914,21.586962,20.877954,24.898176
reg001_B_cell.tiff,cell_108,22.885147,19.422167,20.75397,24.016706,20.952925,20.370998,19.861376,20.793587,23.32799,19.951412,16.842,19.68535,21.65277,22.079063,24.561665
reg001_B_cell.tiff,cell_109,25.312193,20.34144,20.040457,24.437647,21.66314,20.727293,19.969297,21.957052,23.455408,19.643322,17.731884,22.672016,22.375908,20.456404,25.253918
reg001_B_cell.tiff,cell_111,24.310863,22.777292,22.152996,24.234798,23.437424,22.48354,22.420223,22.312077,23.868643,21.417818,21.661497,24.263987,23.628126,21.959839,24.482084
reg001_B_cell.tiff,cell_112,24.263048,19.296179,18.870495,24.007914,20.739178,20.188286,19.828987,19.364622,24.073296,19.209251,19.2557,21.697687,20.433464,22.154846,22.920933
