source_image,spot_id,epithelial,dead cells,fibroblasts,leukocytes,cancer cells
batch_00000_patch.tiff,patch_21,8.294076,10.516903,1.9193722,20.580393,0.3156255
batch_00000_patch.tiff,patch_22,3.7873378,8.152431,-1.1199642,16.836891,-3.8730557
batch_00000_patch.tiff,patch_23,14.628155,9.640332,11.415412,21.359447,-9.878703
batch_00000_patch.tiff,patch_24,21.556103,12.610876,12.521466,20.428022,-9.365047
batch_00000_patch.tiff,patch_25,7.0886984,11.108531,7.5528593,17.187872,-3.1506264
batch_00000_patch.tiff,patch_26,10.183218,8.098412,8.484576,18.523335,-2.5097024
batch_00000_patch.tiff,patch_27,5.9191937,9.26429,0.15091504,20.608276,0.9568189
batch_00000_patch.tiff,patch_28,6.6695404,11.318461,-2.1918104,20.244751,-0.15110964
batch_00000_patch.tiff,patch_29,15.297344,14.0067835,17.357458,24.33692,-9.421887
batch_00000_patch.tiff,patch_30,10.347626,8.42113,11.8171015,22.023615,-5.9585314
batch_00000_patch.tiff,patch_31,5.8975368,18.991531,-1.2816038,24.93202,-1.1386361
batch_00000_patch.tiff,patch_32,6.5848217,13.821072,3.5389261,19.958202,-3.70533
batch_00000_patch.tiff,patch_33,5.1789227,9.523439,0.12672065,15.830064,-2.4438038
batch_00000_patch.tiff,patch_34,5.592532,9.013906,-1.8863653,20.35963,0.21083881
batch_00000_patch.tiff,patch_35,14.69896,7.0575085,14.674127,22.196178,-1.9659731
batch_00000_patch.tiff,patch_36,14.261679,10.427331,5.367714,20.258423,-7.776417
batch_00000_patch.tiff,patch_37,4.9485464,8.29151,9.339191,16.406221,-3.2441142
batch_00000_patch.tiff,patch_38,6.384318,13.754142,6.9704027,20.43792,-0.7432011
batch_00000_patch.tiff,patch_39,4.8701906,12.322731,0.21697147,20.636997,0.13762015
batch_00000_patch.tiff,patch_40,6.011322,10.674641,-1.1036266,19.262447,1.2988969
batch_00000_patch.tiff,patch_41,8.838632,9.853067,10.9628935,19.67409,-8.488466
batch_00000_patch.tiff,patch_42,15.0538435,8.375685,14.7043,24.41111,-5.44968
batch_00000_patch.tiff,patch_43,5.613255,8.158859,2.025818,19.223852,-3.0878425
batch_00000_patch.tiff,patch_44,5.3302455,8.784839,-0.16168267,19.840185,-0.7542589
batch_00000_patch.tiff,patch_45,5.878774,9.516858,0.26234353,20.923956,-0.36721805
batch_00000_patch.tiff,patch_46,15.539696,8.260042,10.273261,23.229666,-4.196194
batch_00000_patch.tiff,patch_47,9.62484,10.119173,9.783855,24.079931,-6.496624
batch_00000_patch.tiff,patch_48,2.5753918,12.120349,5.925024,19.057434,-6.7010064
batch_00000_patch.tiff,patch_49,1.9061496,10.694316,4.5489874,15.917263,-4.363024
batch_00000_patch.tiff,patch_50,6.6498094,9.755731,-2.5259774,20.024643,4.197226
batch_00000_patch.tiff,patch_51,4.8980417,14.137179,-0.26197493,21.49941,0.77526313
batch_00000_patch.tiff,patch_52,12.851065,20.841808,8.9166,24.120935,-1.5142998
batch_00000_patch.tiff,patch_53,4.9119277,5.6344023,4.837253,17.353724,-3.569217
batch_00000_patch.tiff,patch_54,1.9198407,7.267571,0.5727141,14.844308,-3.8543558
batch_00000_patch.tiff,patch_55,5.162929,7.511267,-1.1192352,18.096422,-3.3527815
batch_00000_patch.tiff,patch_56,17.24347,10.112608,13.175931,26.017763,-4.131089
batch_00000_patch.tiff,patch_57,16.95407,7.56263,15.223255,22.916513,-6.672851
batch_00000_patch.tiff,patch_58,6.503248,10.029551,5.769581,17.223722,-0.48923397
batch_00000_patch.tiff,patch_59,4.3289623,7.8150864,9.531142,16.843004,-4.8914943
batch_00000_patch.tiff,patch_60,10.111181,8.387824,-1.5422227,19.441296,5.345257
batch_00000_patch.tiff,patch_61,8.776463,11.858115,-3.7133408,21.513117,4.0080485
batch_00000_patch.tiff,patch_62,5.1092787,9.74453,10.897323,18.106045,-4.9699917
batch_00000_patch.tiff,patch_63,6.728338,7.769702,8.3022175,17.0095,-2.374181
batch_00000_patch.tiff,patch_64,6.019804,4.5872736,2.6935768,15.169511,-0.5498472
batch_00000_patch.tiff,patch_65,5.984223,7.663218,4.047817,17.561895,-0.8585162
batch_00000_patch.tiff,patch_66,19.034847,10.767401,9.072023,23.61208,-5.0557
batch_00000_patch.tiff,patch_67,10.290603,11.882935,9.270484,26.298471,-8.618735
batch_00000_patch.tiff,patch_68,6.365414,10.873995,2.0516639,19.531025,-4.9751534
batch_00000_patch.tiff,patch_69,6.6181498,9.53404,2.1848547,23.39815,-5.6980424
batch_00000_patch.tiff,patch_70,4.908649,11.429874,0.6396241,19.132,0.33863303
batch_00000_patch.tiff,patch_71,7.6558075,12.666859,-2.48089,20.155344,4.6345425
batch_00000_patch.tiff,patch_72,7.4094567,10.793969,13.146161,16.880754,-4.2149706
batch_00000_patch.tiff,patch_73,9.745351,12.320691,-3.6525116,23.27782,5.2233086
batch_00000_patch.tiff,patch_74,6.690677,10.323566,2.27639,20.028563,-2.3316417
batch_00000_patch.tiff,patch_75,8.556629,7.7739387,2.7474546,19.757061,-2.4108222
batch_00000_patch.tiff,patch_76,12.275548,15.306167,5.1928096,26.500395,-8.210119
batch_00000_patch.tiff,patch_77,15.892288,9.537712,13.218389,23.662186,-6.7863135
batch_00000_patch.tiff,patch_78,5.7791767,12.281888,-0.5935439,19.714243,0.37622243
batch_00000_patch.tiff,patch_79,7.749643,14.81532,1.7439319,23.024782,1.4821846
batch_00000_patch.tiff,patch_80,7.5706763,12.162595,7.8463163,23.127558,-2.6803744
batch_00000_patch.tiff,patch_81,7.2786217,5.1562724,5.9081454,14.378919,-2.6739628
batch_00000_patch.tiff,patch_82,6.122789,8.521773,10.035248,18.017519,-5.4856834
batch_00000_patch.tiff,patch_83,7.3160586,8.393773,3.3960507,19.372581,-1.3006153
batch_00000_patch.tiff,patch_84,6.2766485,10.961183,-0.37954637,18.43204,-3.3396468
batch_00000_patch.tiff,patch_85,7.295161,9.475689,1.3585513,19.475595,-1.553464
batch_00000_patch.tiff,patch_86,12.324501,3.3986752,5.660521,16.035883,-3.755936
batch_00000_patch.tiff,patch_87,5.174617,9.625407,5.168486,16.941116,-6.7423058
batch_00000_patch.tiff,patch_88,4.8266206,11.110228,-3.4663727,18.95432,0.49592146
batch_00000_patch.tiff,patch_89,9.066492,10.35613,-2.154435,18.917324,6.3753533
batch_00000_patch.tiff,patch_90,3.442027,10.724055,-2.8532777,19.968311,1.3454006
batch_00000_patch.tiff,patch_91,7.120097,7.375621,9.857435,17.424114,-1.9419364
batch_00000_patch.tiff,patch_92,6.9876294,7.7930818,6.28126,19.576897,-4.381814
batch_00000_patch.tiff,patch_93,6.966766,6.8316174,8.063186,15.108271,-3.602892
batch_00000_patch.tiff,patch_94,17.065771,10.469454,15.706366,25.42023,-2.8115127
batch_00000_patch.tiff,patch_95,12.832007,7.949255,6.7781982,22.432941,-0.16588835
batch_00000_patch.tiff,patch_96,2.80869,6.8595643,2.4956038,15.421289,-4.379771
batch_00000_patch.tiff,patch_97,4.6922965,9.251499,0.575367,16.03954,-5.09875
batch_00000_patch.tiff,patch_98,11.596696,7.654213,6.7094145,17.37588,-3.3511577
batch_00000_patch.tiff,patch_99,6.605841,9.060371,10.284258,16.77062,-4.3991156
batch_00000_patch.tiff,patch_100,4.874064,8.759757,-4.5597014,18.93546,1.3489699
batch_00000_patch.tiff,patch_101,3.0713818,10.661877,-3.2029102,17.917118,0.54821134
batch_00000_patch.tiff,patch_102,7.439914,11.583027,3.696928,19.594915,3.5728846
batch_00000_patch.tiff,patch_103,6.408937,6.059614,11.885182,15.831611,-7.2193704
batch_00000_patch.tiff,patch_104,6.1361647,7.2430673,5.560886,17.67475,-2.1014678
batch_00000_patch.tiff,patch_105,8.838108,3.270861,7.5336337,16.931398,-4.7422194
batch_00000_patch.tiff,patch_106,14.843707,9.4012165,10.7550955,20.235779,-2.1637223
batch_00000_patch.tiff,patch_107,14.549153,8.613657,7.0120153,23.134823,-4.75376
batch_00000_patch.tiff,patch_108,4.7431,11.449061,-3.299819,17.203766,-2.0021
batch_00000_patch.tiff,patch_109,2.6639729,6.1005106,1.0943484,17.326067,-4.463977
batch_00000_patch.tiff,patch_110,9.014576,13.798599,13.137512,22.747095,-6.7299633
batch_00000_patch.tiff,patch_111,11.310704,12.985451,10.661251,19.584242,-3.1268156
batch_00000_patch.tiff,patch_112,4.816286,11.725152,-1.886373,19.729862,0.013750517
batch_00000_patch.tiff,patch_113,7.9613066,11.935472,-0.9686451,25.138588,-2.458417
batch_00000_patch.tiff,patch_114,8.666506,6.611877,0.2675974,17.044823,2.5623717
batch_00000_patch.tiff,patch_115,5.6675663,9.63953,-3.2808566,21.039017,2.891932
batch_00000_patch.tiff,patch_116,5.5077443,13.525764,3.780136,21.998505,-0.4007393
batch_00000_patch.tiff,patch_117,3.6415472,11.871576,6.248126,21.633518,3.4035003
batch_00000_patch.tiff,patch_118,10.502414,20.092411,3.9628036,25.786152,1.7269055
batch_00000_patch.tiff,patch_119,6.08721,8.204127,1.1752447,18.06822,1.6781325
batch_00000_patch.tiff,patch_120,5.5582523,6.954522,0.6929344,16.978867,-2.409026
batch_00000_patch.tiff,patch_121,7.372318,9.245512,15.885375,13.994158,-7.104895
batch_00000_patch.tiff,patch_122,9.88488,9.086239,10.421515,19.163376,-1.9910444
batch_00000_patch.tiff,patch_123,8.603372,12.48874,-3.7943757,22.633482,5.094813
batch_00000_patch.tiff,patch_124,6.7279067,11.534573,-1.2426542,21.27638,-1.5134455
batch_00000_patch.tiff,patch_125,5.925709,13.609372,-1.3053896,21.038546,1.7908884
batch_00000_patch.tiff,patch_126,5.2600937,10.256215,-1.1531028,19.972261,2.449253
batch_00000_patch.tiff,patch_127,5.429322,16.092817,6.9932947,23.941721,-0.6825169
batch_00000_patch.tiff,patch_128,13.361752,20.193302,7.264586,23.963518,0.22114971
batch_00000_patch.tiff,patch_129,4.966962,8.367141,1.3791488,19.351885,-0.09520852
batch_00000_patch.tiff,patch_130,6.831668,8.567589,0.05118362,18.670218,3.6386902
batch_00000_patch.tiff,patch_131,8.535438,15.597903,15.506117,16.853249,-4.4252605
batch_00000_patch.tiff,patch_132,12.019898,10.452873,7.1534,24.5223,-8.89201
batch_00000_patch.tiff,patch_133,17.719313,9.794981,14.3427725,24.787497,-4.137521
batch_00000_patch.tiff,patch_134,5.724159,7.189639,11.754831,14.345221,-5.791784
batch_00000_patch.tiff,patch_135,6.3826604,6.660238,8.985142,19.120302,-1.5313066
batch_00000_patch.tiff,patch_136,9.708521,9.391311,0.30793393,19.923141,-0.3747204
batch_00000_patch.tiff,patch_137,10.080148,9.053112,3.6064374,21.108711,-0.6697042
batch_00000_patch.tiff,patch_138,3.7407484,7.792649,-1.3982569,15.719155,-2.48397
batch_00000_patch.tiff,patch_139,7.8862944,5.2148485,1.4476193,18.495844,-1.8130538
batch_00000_patch.tiff,patch_140,5.970764,9.430245,10.680423,17.06968,-7.329836
batch_00000_patch.tiff,patch_141,8.680523,15.249135,12.930665,19.904293,-7.4105988
batch_00000_patch.tiff,patch_142,16.123825,8.289775,12.699532,20.891935,-7.918332
batch_00000_patch.tiff,patch_143,17.637249,10.496745,17.318768,23.942434,-5.4555645
batch_00000_patch.tiff,patch_144,5.7560325,9.668084,14.329045,18.99821,-3.6462052
batch_00000_patch.tiff,patch_145,5.937923,6.2300477,8.826833,16.312698,-4.8969984
batch_00000_patch.tiff,patch_146,6.1909046,13.407275,1.3168435,23.565195,2.716436
batch_00000_patch.tiff,patch_147,1.5548065,9.075092,-3.5686193,15.353526,-4.4700937
batch_00000_patch.tiff,patch_148,8.646054,10.200921,4.178675,19.087168,-6.1419053
batch_00000_patch.tiff,patch_149,10.287345,6.6604505,3.769008,16.672632,-1.8607972
batch_00000_patch.tiff,patch_150,15.891103,8.444059,15.124897,19.551497,-5.3043365
batch_00000_patch.tiff,patch_151,9.529911,13.350172,11.579996,18.561785,-5.0842757
batch_00000_patch.tiff,patch_152,6.0813684,10.41969,5.936838,17.77755,-4.408988
batch_00000_patch.tiff,patch_153,5.818137,10.288638,-0.6884232,21.270735,0.51134443
batch_00000_patch.tiff,patch_154,6.576664,9.177621,-2.0239534,20.082857,0.8224536
batch_00000_patch.tiff,patch_155,4.4961987,4.37123,1.6538496,14.094794,-3.38202
batch_00000_patch.tiff,patch_156,10.76768,6.745465,0.95290995,19.423512,1.0303614
batch_00000_patch.tiff,patch_157,7.330259,12.547441,5.0144377,17.306507,-4.8191934
batch_00000_patch.tiff,patch_158,9.723748,9.00303,0.18087152,15.210728,-3.6131318
batch_00000_patch.tiff,patch_159,21.569326,10.867202,11.007841,24.424803,-3.8570466
batch_00000_patch.tiff,patch_160,18.820917,9.296273,11.544097,26.669973,-3.008981
batch_00050_patch.tiff,patch_0,5.019956,8.887742,-2.4022577,16.950811,-2.7017815
batch_00050_patch.tiff,patch_1,6.747668,7.702155,1.7097955,17.592596,-1.4016951
batch_00050_patch.tiff,patch_2,15.540623,14.541921,6.0158763,27.897028,-5.5899553
batch_00050_patch.tiff,patch_3,11.415013,14.029265,10.435196,28.04445,-5.5090322
batch_00050_patch.tiff,patch_4,4.8682547,5.892902,-0.48376387,16.324677,-0.6403424
batch_00050_patch.tiff,patch_5,6.6503863,9.973697,-2.8047848,19.061468,-1.9500661
batch_00050_patch.tiff,patch_6,8.447668,14.2810545,-1.281283,16.742283,-0.273724
batch_00050_patch.tiff,patch_7,8.11802,17.913279,3.5954602,20.10755,-3.4437344
batch_00050_patch.tiff,patch_8,8.797496,12.069663,-0.92637753,18.20313,-2.855564
batch_00050_patch.tiff,patch_9,8.221436,10.218199,-0.9210759,16.732447,-1.610061
batch_00050_patch.tiff,patch_10,7.214301,11.165531,4.803139,21.57322,-2.8831425
batch_00050_patch.tiff,patch_11,11.752922,12.79899,8.390056,20.143164,-2.5306056
batch_00050_patch.tiff,patch_12,9.122111,8.457519,7.1652474,19.11961,-2.850104
batch_00050_patch.tiff,patch_13,5.672926,9.135581,-4.22801,14.959171,-2.765559
batch_00050_patch.tiff,patch_14,4.3253975,10.20632,-1.4074283,17.739975,-2.7213614
batch_00050_patch.tiff,patch_15,13.331742,10.885914,14.063229,27.728312,-5.4882812
batch_00050_patch.tiff,patch_16,12.548325,12.209233,11.95169,27.90045,-6.9668837
batch_00050_patch.tiff,patch_17,4.7263265,6.047011,-4.1442723,16.441143,-3.2735457
batch_00050_patch.tiff,patch_18,4.5035577,9.861417,-0.80673623,16.382395,-2.4987464
batch_00050_patch.tiff,patch_19,9.453717,18.179155,6.4696407,19.561209,-5.0827675
batch_00050_patch.tiff,patch_20,7.363821,16.80686,-0.3893843,16.802443,-3.5779972
batch_00050_patch.tiff,patch_21,7.0969844,14.830247,1.0210959,17.858345,-1.7803915
batch_00050_patch.tiff,patch_22,6.540343,13.057428,2.3623784,18.950388,-5.8260217
batch_00050_patch.tiff,patch_23,12.692003,12.069571,7.457155,20.854397,-6.544497
batch_00050_patch.tiff,patch_24,7.869927,11.752601,2.1825566,21.971472,-3.022159
batch_00050_patch.tiff,patch_25,11.0873785,8.152544,7.241312,16.930813,-6.991986
batch_00050_patch.tiff,patch_26,5.370943,11.241044,-1.936262,17.547293,-2.2583196
batch_00050_patch.tiff,patch_27,3.4678252,8.650558,-2.8857305,17.966286,-2.085458
batch_00050_patch.tiff,patch_28,6.8754025,6.4206038,3.416925,15.855796,-6.8150344
batch_00050_patch.tiff,patch_29,3.7382925,7.1358104,-1.7997195,15.487399,-0.7802108
batch_00050_patch.tiff,patch_30,3.2040677,7.5281744,0.6004603,16.464693,-6.7228365
batch_00050_patch.tiff,patch_31,7.715217,9.044919,-0.96205336,17.721252,-1.798961
batch_00050_patch.tiff,patch_32,9.171749,11.596976,2.981112,17.058224,-4.5307302
batch_00050_patch.tiff,patch_33,7.9051123,15.500065,3.9756427,18.36167,-2.69957
batch_00050_patch.tiff,patch_34,9.039894,12.340328,2.2769694,16.431206,-5.057267
batch_00050_patch.tiff,patch_35,8.183043,10.381053,0.715499,17.957033,-3.0518382
batch_00050_patch.tiff,patch_36,10.42123,12.278222,3.7215376,23.918987,-2.1166542
batch_00050_patch.tiff,patch_37,13.80216,11.019237,6.5179615,23.49365,-0.9923311
batch_00050_patch.tiff,patch_38,12.432685,11.045257,8.647944,23.028147,0.05147272
batch_00050_patch.tiff,patch_39,1.582307,11.3229265,-6.360212,15.501486,-3.7141774
batch_00050_patch.tiff,patch_40,4.818994,9.646545,-3.1258771,19.586111,-1.3535928
batch_00050_patch.tiff,patch_41,3.73864,9.01665,2.689201,19.303476,-5.377977
batch_00050_patch.tiff,patch_42,7.1844516,7.7897887,1.5049273,16.617794,-5.24493
batch_00050_patch.tiff,patch_43,4.513075,6.15973,-0.65825105,15.28681,-2.6037223
batch_00050_patch.tiff,patch_44,2.8887372,11.46794,4.129461,18.474205,-6.527661
batch_00050_patch.tiff,patch_45,8.173463,17.11817,5.8207293,18.921566,-4.377767
batch_00050_patch.tiff,patch_46,9.277661,12.701434,2.0872953,16.316036,-3.9049227
batch_00050_patch.tiff,patch_47,7.4840627,12.031987,-0.30969864,17.574564,-1.0057346
batch_00050_patch.tiff,patch_48,6.10696,15.168367,0.5986179,15.806903,-4.025663
batch_00050_patch.tiff,patch_49,12.824472,14.561525,8.367071,27.0036,-3.430961
batch_00050_patch.tiff,patch_50,10.45237,8.165315,11.205665,22.98515,-8.497474
batch_00050_patch.tiff,patch_51,8.075606,6.440209,7.141293,18.305984,-2.9852576
batch_00050_patch.tiff,patch_52,5.995288,8.868735,-1.677733,14.304983,-2.018085
batch_00050_patch.tiff,patch_53,8.840811,7.752916,1.3238779,20.017416,-1.0313547
batch_00050_patch.tiff,patch_54,5.9815664,10.883524,-1.3155323,19.63615,-2.737162
batch_00050_patch.tiff,patch_55,4.71537,10.488416,-4.0208488,19.301966,-2.125751
batch_00050_patch.tiff,patch_56,6.016049,16.340227,-0.44077525,18.312761,-4.2318945
batch_00050_patch.tiff,patch_57,12.944068,18.36966,3.0012698,17.32876,-1.8907415
batch_00050_patch.tiff,patch_58,3.3402157,13.575466,6.6501036,14.398063,-6.646
batch_00050_patch.tiff,patch_59,5.857066,11.024501,6.4602513,16.880003,-0.45167193
batch_00050_patch.tiff,patch_60,4.4956675,13.492848,4.626619,14.268467,-7.494146
batch_00050_patch.tiff,patch_61,6.372163,11.38989,-1.8098621,16.516245,-2.659811
batch_00050_patch.tiff,patch_62,12.145878,9.629336,9.649888,19.553892,-4.2590475
batch_00050_patch.tiff,patch_63,8.281032,9.361572,6.6691155,19.96379,-3.541092
batch_00050_patch.tiff,patch_64,4.6781754,7.920777,0.9843597,14.899677,-5.228204
batch_00050_patch.tiff,patch_65,6.6915746,8.009196,2.015122,16.703598,-3.3126266
batch_00050_patch.tiff,patch_66,6.92186,9.582844,0.7228447,17.578482,-2.7238312
batch_00050_patch.tiff,patch_67,6.505531,6.0911403,0.9303526,17.96855,-2.632054
batch_00050_patch.tiff,patch_68,7.382845,14.260272,2.5062928,16.912085,-2.1983697
batch_00050_patch.tiff,patch_69,13.417245,15.462533,2.96201,20.251043,-4.1301312
batch_00050_patch.tiff,patch_70,7.0469446,11.97473,1.6513643,14.877259,-2.5511758
batch_00050_patch.tiff,patch_71,4.1762657,15.433702,6.3093524,13.769675,-4.3365083
batch_00050_patch.tiff,patch_72,8.4278555,17.344767,4.8219237,17.928198,-5.8187966
batch_00050_patch.tiff,patch_73,9.699093,18.450813,7.1138277,19.967503,-7.4538355
batch_00050_patch.tiff,patch_74,7.5610414,10.233961,5.5460234,18.974997,-4.3809805
batch_00050_patch.tiff,patch_75,8.177024,8.540442,9.041075,18.144194,-5.785672
batch_00050_patch.tiff,patch_76,10.183107,8.295119,-0.7987901,18.103733,-0.70289916
batch_00050_patch.tiff,patch_77,9.012642,6.92685,2.56702,17.493364,0.9255881
batch_00050_patch.tiff,patch_78,3.049726,6.6151834,1.5262306,15.407701,-3.8624592
batch_00050_patch.tiff,patch_79,4.4460473,9.941253,-4.3636456,16.298529,-1.7938054
batch_00050_patch.tiff,patch_80,13.803996,12.668864,12.330162,23.71656,-3.1906269
batch_00050_patch.tiff,patch_81,12.371028,13.871136,6.091009,27.035652,-0.67365307
batch_00050_patch.tiff,patch_82,1.1991192,12.771047,-3.6380248,15.2888975,-3.0780473
batch_00050_patch.tiff,patch_83,5.151663,11.28491,1.4792237,15.669953,-5.7222786
batch_00050_patch.tiff,patch_84,3.9623873,12.734354,-1.1840138,15.172062,-1.4900053
batch_00050_patch.tiff,patch_85,10.899251,12.396407,-0.4574101,17.705292,-6.071162
batch_00050_patch.tiff,patch_86,14.404485,12.875589,11.504822,22.31311,-2.8750892
batch_00050_patch.tiff,patch_87,11.014624,9.690795,2.8352838,23.335983,-1.4270973
batch_00050_patch.tiff,patch_88,7.6940355,4.484075,6.29155,14.127445,-0.0284428
batch_00050_patch.tiff,patch_89,12.3402405,9.550387,10.652352,17.37055,-6.6911817
batch_00050_patch.tiff,patch_90,6.481201,6.726325,-2.2611868,16.608707,-1.7889887
batch_00050_patch.tiff,patch_91,5.8233175,9.36283,-1.66955,15.16921,-1.5825564
batch_00050_patch.tiff,patch_92,15.131734,6.631588,18.468534,19.813368,-7.1530323
batch_00050_patch.tiff,patch_93,11.575942,10.357032,7.0829787,22.920235,-5.792031
batch_00050_patch.tiff,patch_94,11.774863,18.593555,7.113488,18.85058,-2.1947
batch_00050_patch.tiff,patch_95,8.353236,15.57963,5.413039,18.012367,-7.4542503
batch_00050_patch.tiff,patch_96,0.6616412,11.1383095,-1.3129867,14.430533,-6.8064313
batch_00050_patch.tiff,patch_97,5.3372316,8.280328,-2.158682,14.947697,-2.1978598
batch_00050_patch.tiff,patch_98,7.912708,9.934394,3.8576238,21.951479,-4.730125
batch_00050_patch.tiff,patch_99,6.850025,9.489369,1.4995078,20.50196,-2.6684482
batch_00050_patch.tiff,patch_100,7.6790857,5.6878114,7.056441,14.0823,-1.698932
batch_00050_patch.tiff,patch_101,13.521623,5.544227,11.54237,17.223236,-0.5810123
batch_00050_patch.tiff,patch_102,6.5985537,8.280288,-5.127195,18.014795,-3.109904
batch_00050_patch.tiff,patch_103,5.4125986,7.1398363,-1.3180465,18.440575,-2.2062142
batch_00050_patch.tiff,patch_104,13.424989,17.881489,5.695674,18.690239,-8.157986
batch_00050_patch.tiff,patch_105,10.963618,14.225828,1.2757978,17.683651,-3.0856216
batch_00050_patch.tiff,patch_106,11.899865,17.177662,-1.9060652,17.634554,-4.030803
batch_00050_patch.tiff,patch_107,5.919058,15.899986,-2.4485397,19.689043,-6.5717983
batch_00050_patch.tiff,patch_108,10.466254,10.722769,5.1974473,22.91081,-2.358644
batch_00050_patch.tiff,patch_109,12.420098,8.144516,5.7463093,20.847801,-2.5223322
batch_00050_patch.tiff,patch_110,11.971049,9.488203,7.899334,21.800991,-2.660239
batch_00050_patch.tiff,patch_111,7.184363,9.935124,7.91586,18.853046,-4.9852195
batch_00050_patch.tiff,patch_112,17.125996,6.448248,13.589082,19.371073,-1.3442923
batch_00050_patch.tiff,patch_113,7.0532556,5.1966534,-3.1665065,15.947505,-1.5860562
batch_00050_patch.tiff,patch_114,7.3285084,6.4679384,-1.938927,16.728678,-0.06495274
batch_00050_patch.tiff,patch_115,4.8680887,12.040377,9.186736,12.009733,-6.252308
batch_00050_patch.tiff,patch_116,7.377026,14.573011,-0.41394818,16.96461,-2.287829
batch_00050_patch.tiff,patch_117,8.30506,10.373043,1.8975426,16.32985,2.5893757
batch_00050_patch.tiff,patch_118,6.284086,15.363008,2.737661,17.511992,-4.924555
batch_00050_patch.tiff,patch_119,10.647132,11.529839,3.924567,24.07367,-1.6771821
batch_00050_patch.tiff,patch_120,11.155158,12.860461,10.988364,23.232944,-2.7282984
batch_00050_patch.tiff,patch_121,9.770474,11.900817,4.512748,20.51784,-4.690168
batch_00050_patch.tiff,patch_122,9.920402,11.056475,3.4206853,21.828974,0.0836236
batch_00050_patch.tiff,patch_123,8.499971,6.144641,-1.1554627,16.361498,-6.616354
batch_00050_patch.tiff,patch_124,7.126118,10.037044,0.060495608,16.19825,-3.12001
batch_00050_patch.tiff,patch_125,6.295985,8.020275,-3.4337153,18.96914,-2.9906957
batch_00050_patch.tiff,patch_126,4.8626256,9.146592,0.80292964,19.309698,-5.099716
batch_00050_patch.tiff,patch_127,9.458087,15.5689745,3.7738867,19.783154,-3.9283564
batch_00050_patch.tiff,patch_128,5.3364687,10.790998,1.2283827,17.697292,-2.2658534
batch_00050_patch.tiff,patch_129,12.232422,19.13278,3.6649406,19.619862,-1.8743999
batch_00050_patch.tiff,patch_130,2.8447993,9.997698,-1.304768,12.267818,-4.3883085
batch_00050_patch.tiff,patch_131,10.45693,12.297093,6.472149,20.396933,-0.46207845
batch_00050_patch.tiff,patch_132,10.909789,12.018185,6.7918143,22.233261,-3.0529146
batch_00050_patch.tiff,patch_133,9.632309,9.797385,2.805585,21.663145,-1.841137
batch_00050_patch.tiff,patch_134,10.84105,9.161843,5.30827,21.884743,-1.6717399
batch_00050_patch.tiff,patch_135,6.359539,6.0728335,-1.7487688,14.652502,-6.317624
batch_00050_patch.tiff,patch_136,5.3162727,8.727241,-3.7914605,18.134499,-6.658341
batch_00050_patch.tiff,patch_137,5.968613,9.1799,-1.1563472,17.349396,-1.4656644
batch_00050_patch.tiff,patch_138,0.71378714,8.198332,-4.2953916,16.711233,-3.2206137
batch_00050_patch.tiff,patch_139,9.380261,19.010874,6.230481,18.942747,-3.7895768
batch_00050_patch.tiff,patch_140,6.089618,13.401539,-0.46932024,15.381547,-5.075033
batch_00050_patch.tiff,patch_141,7.3514423,11.095066,-1.7376131,16.53741,-0.088642746
