source_image,spot_id,epithelial,dead cells,fibroblasts,leukocytes,cancer cells
batch_00000_patch.tiff,patch_77,25.813643,24.69374,24.398188,26.245298,27.940487
batch_00000_patch.tiff,patch_78,26.581594,23.136301,24.53394,25.305853,26.541578
batch_00000_patch.tiff,patch_79,25.356329,23.298048,22.303852,25.65637,26.795198
batch_00000_patch.tiff,patch_80,27.169916,24.244114,26.286545,24.198576,27.170341
batch_00000_patch.tiff,patch_81,26.99014,22.166273,24.812096,23.533789,25.357277
batch_00000_patch.tiff,patch_82,26.308922,22.348352,23.62346,24.859715,25.860634
batch_00000_patch.tiff,patch_83,25.317572,22.577698,24.168533,25.05569,26.428915
batch_00000_patch.tiff,patch_84,25.963713,23.747314,24.546152,25.22133,26.544012
batch_00000_patch.tiff,patch_85,25.93894,23.26423,24.126122,24.37183,26.373896
batch_00000_patch.tiff,patch_86,27.974358,23.775305,25.403912,21.571781,25.892418
batch_00000_patch.tiff,patch_87,26.941982,24.312246,26.358614,23.95083,25.740213
batch_00000_patch.tiff,patch_88,25.85929,23.717197,22.138859,26.472094,27.266884
batch_00000_patch.tiff,patch_89,26.54424,22.750797,24.042765,24.99218,26.882187
batch_00000_patch.tiff,patch_90,25.952124,23.912853,23.78486,24.856731,26.954817
batch_00000_patch.tiff,patch_91,27.713984,22.510887,26.789719,22.246756,25.788433
batch_00000_patch.tiff,patch_92,25.222631,22.82267,23.198374,24.735743,26.12705
batch_00000_patch.tiff,patch_93,26.9215,22.040428,23.16092,25.022804,25.68633
batch_00000_patch.tiff,patch_94,27.044847,24.522362,26.047266,24.63302,27.531124
batch_00000_patch.tiff,patch_95,25.92078,24.073824,25.494314,24.520262,27.13917
batch_00000_patch.tiff,patch_96,25.586056,24.102577,24.247513,24.753988,27.208057
batch_00000_patch.tiff,patch_97,26.32032,23.132175,25.26694,24.716137,26.335121
batch_00000_patch.tiff,patch_98,27.203888,22.395914,25.552519,22.637308,25.516447
batch_00000_patch.tiff,patch_99,27.637405,23.952278,27.012291,23.368406,25.19414
batch_00000_patch.tiff,patch_100,25.654999,22.163876,21.745794,24.752087,26.04273
batch_00000_patch.tiff,patch_101,25.431244,23.55212,23.196846,25.624983,26.956305
batch_00000_patch.tiff,patch_102,27.019693,24.013334,23.810364,24.488153,27.79279
batch_00000_patch.tiff,patch_103,26.440374,23.169922,25.281525,23.322954,25.851751
batch_00000_patch.tiff,patch_104,26.543966,23.050205,25.06659,23.951887,25.993256
batch_00000_patch.tiff,patch_105,25.151201,21.582527,22.929451,24.443075,25.800846
batch_00000_patch.tiff,patch_106,25.365946,24.506895,25.088037,27.116995,28.487324
batch_00000_patch.tiff,patch_107,24.77517,23.419456,24.51581,25.031542,26.466785
batch_00000_patch.tiff,patch_108,25.798656,23.586107,24.241741,25.289986,26.73269
batch_00000_patch.tiff,patch_109,24.093685,22.301367,22.718065,23.893772,25.015133
batch_00000_patch.tiff,patch_110,28.4555,24.29517,25.506868,22.562906,26.626272
batch_00000_patch.tiff,patch_111,26.93029,24.156704,27.688858,22.669067,25.83941
batch_00000_patch.tiff,patch_112,24.871302,23.022156,22.958532,25.455898,26.70543
batch_00000_patch.tiff,patch_113,25.544651,22.838701,22.187817,24.050833,25.777111
batch_00000_patch.tiff,patch_114,24.797318,21.921434,22.123936,24.135603,25.563435
batch_00000_patch.tiff,patch_115,26.133629,24.023733,23.128988,24.832748,27.182455
batch_00000_patch.tiff,patch_116,24.944757,23.179953,22.62448,24.94458,26.425123
batch_00000_patch.tiff,patch_117,24.930775,23.187021,22.925953,24.717772,26.395351
batch_00000_patch.tiff,patch_118,25.346678,22.530184,22.93436,23.839184,26.053097
batch_00000_patch.tiff,patch_119,25.17978,23.09311,23.302773,24.381756,26.345821
batch_00000_patch.tiff,patch_120,25.600021,23.292324,24.271517,24.915634,26.792822
batch_00000_patch.tiff,patch_121,27.491909,22.580517,26.84947,21.583214,24.61925
batch_00000_patch.tiff,patch_122,26.979506,24.507792,26.562933,23.587374,25.9029
batch_00000_patch.tiff,patch_123,26.4833,24.404776,23.557999,25.256044,27.384975
batch_00000_patch.tiff,patch_124,25.816984,24.470211,24.478233,26.583939,26.982044
batch_00000_patch.tiff,patch_125,25.186426,24.166058,22.841537,26.064383,26.60069
batch_00000_patch.tiff,patch_126,26.745932,23.304438,25.2199,25.032402,27.009924
batch_00000_patch.tiff,patch_127,25.779783,23.89736,24.312313,24.906164,26.985762
batch_00000_patch.tiff,patch_128,26.739733,23.121193,25.345846,23.769611,26.370438
batch_00000_patch.tiff,patch_129,26.597483,23.334358,25.392998,23.707981,26.816917
batch_00000_patch.tiff,patch_130,25.14358,23.310478,23.721594,24.872828,26.683212
batch_00000_patch.tiff,patch_131,25.849554,23.825146,26.213158,23.167105,24.892862
batch_00000_patch.tiff,patch_132,24.87389,23.97295,24.497383,27.049671,27.17279
batch_00000_patch.tiff,patch_133,26.157341,23.912292,26.110687,24.139635,26.921938
batch_00000_patch.tiff,patch_134,25.495531,21.94977,23.56029,22.955494,24.838238
batch_00000_patch.tiff,patch_135,26.408327,23.363289,25.291021,23.257868,26.1117
batch_00000_patch.tiff,patch_136,25.890297,23.99457,23.694452,25.309734,27.422668
batch_00000_patch.tiff,patch_137,25.487848,23.23826,24.521921,25.313213,26.936747
batch_00000_patch.tiff,patch_138,25.1172,23.739723,24.700838,24.79294,26.52168
batch_00000_patch.tiff,patch_139,24.892233,23.019812,23.18673,25.129004,26.814531
batch_00000_patch.tiff,patch_140,25.044212,24.021008,25.788242,24.343065,25.828964
batch_00000_patch.tiff,patch_141,25.194113,24.342136,25.929018,23.46116,24.643087
batch_00000_patch.tiff,patch_142,26.424362,23.784626,25.890865,25.735043,26.977057
batch_00000_patch.tiff,patch_143,27.635418,24.44418,26.970758,24.412024,26.991161
batch_00000_patch.tiff,patch_144,26.752468,23.36093,26.01721,21.605072,25.818232
batch_00000_patch.tiff,patch_145,25.99728,23.321493,23.66915,24.769905,26.593163
batch_00000_patch.tiff,patch_146,25.32333,23.818058,22.913574,24.40076,26.649904
batch_00000_patch.tiff,patch_147,26.576672,24.824333,24.910986,24.586725,27.582756
batch_00000_patch.tiff,patch_148,27.260685,24.619095,27.26189,24.577692,26.608145
batch_00000_patch.tiff,patch_149,26.230387,23.446037,25.450846,24.313395,26.016783
batch_00000_patch.tiff,patch_150,26.514088,22.860863,26.48576,20.574852,24.873499
batch_00000_patch.tiff,patch_151,27.077158,23.822239,26.45497,22.85602,24.486626
batch_00000_patch.tiff,patch_152,27.951845,23.9957,26.883879,23.610054,25.72261
batch_00000_patch.tiff,patch_153,25.815771,23.38204,23.461033,24.3886,26.865843
batch_00000_patch.tiff,patch_154,25.798532,23.172403,22.858786,25.268953,27.086864
batch_00000_patch.tiff,patch_155,26.453259,22.674847,24.092106,23.925009,25.524508
batch_00000_patch.tiff,patch_156,26.27223,22.770613,22.767883,24.455187,26.165165
batch_00000_patch.tiff,patch_157,24.14613,24.17425,25.108446,24.479052,25.77501
batch_00000_patch.tiff,patch_158,25.642988,23.469494,24.31838,24.219654,26.642101
batch_00000_patch.tiff,patch_159,26.658264,23.41616,24.85745,24.262836,26.967924
batch_00000_patch.tiff,patch_160,26.475256,24.402273,26.226528,24.740057,27.738335
batch_00050_patch.tiff,patch_0,25.657509,23.507286,23.704838,25.1454,26.81468
batch_00050_patch.tiff,patch_1,24.199858,22.952627,22.865202,23.757994,25.590742
batch_00050_patch.tiff,patch_2,24.560484,24.665314,25.9516,26.2117,28.059965
batch_00050_patch.tiff,patch_3,25.010448,24.8026,25.544462,26.863016,28.365723
batch_00050_patch.tiff,patch_4,26.195723,22.91425,23.292803,24.677027,25.999317
batch_00050_patch.tiff,patch_5,24.935358,24.398561,23.127636,24.696873,26.480255
batch_00050_patch.tiff,patch_6,26.256351,23.012325,24.04998,23.947622,25.664433
batch_00050_patch.tiff,patch_7,25.431147,24.07219,23.751139,26.097858,26.89052
batch_00050_patch.tiff,patch_8,25.412043,23.69076,24.4668,24.69586,25.8519
batch_00050_patch.tiff,patch_9,25.760038,23.319426,23.1294,25.2238,26.334284
batch_00050_patch.tiff,patch_10,24.982754,23.015186,23.671177,24.947355,25.88418
batch_00050_patch.tiff,patch_11,24.808023,24.215746,25.019657,24.306002,25.578827
batch_00050_patch.tiff,patch_12,25.576916,24.725065,26.233568,23.67376,25.408695
batch_00050_patch.tiff,patch_13,25.94879,23.76632,23.73339,25.643923,26.998827
batch_00050_patch.tiff,patch_14,25.373024,23.948572,25.186304,24.215303,26.607597
batch_00050_patch.tiff,patch_15,26.04823,24.41049,26.18817,25.061821,28.224155
batch_00050_patch.tiff,patch_16,24.267502,25.047476,24.092976,27.23083,29.20598
batch_00050_patch.tiff,patch_17,26.309605,24.19669,22.851658,26.422739,27.150232
batch_00050_patch.tiff,patch_18,26.369337,24.956404,23.709867,25.064905,27.160748
batch_00050_patch.tiff,patch_19,25.654419,22.268543,24.041115,22.841856,24.71629
batch_00050_patch.tiff,patch_20,25.887888,23.609953,24.63113,24.348787,25.966652
batch_00050_patch.tiff,patch_21,25.411844,23.3808,24.257812,24.998432,26.176844
batch_00050_patch.tiff,patch_22,24.701572,23.388382,23.74227,24.461586,26.265207
batch_00050_patch.tiff,patch_23,24.280817,22.917452,24.988386,22.689638,23.250637
batch_00050_patch.tiff,patch_24,25.448616,23.65194,25.090837,25.064756,26.368948
batch_00050_patch.tiff,patch_25,23.955873,23.498596,24.689838,23.935772,23.845335
batch_00050_patch.tiff,patch_26,25.241058,24.010763,25.399263,24.117672,26.925074
batch_00050_patch.tiff,patch_27,24.14405,23.535553,23.53751,25.108608,26.329979
batch_00050_patch.tiff,patch_28,26.101345,23.270504,22.292782,25.902277,26.155909
batch_00050_patch.tiff,patch_29,25.195562,22.352852,23.356144,25.510303,26.263136
batch_00050_patch.tiff,patch_30,24.672464,23.058084,22.272945,23.575212,23.752735
batch_00050_patch.tiff,patch_31,24.506243,22.843964,22.729391,25.6091,25.729425
batch_00050_patch.tiff,patch_32,26.062704,22.410471,22.980385,24.92761,25.440935
batch_00050_patch.tiff,patch_33,26.206888,22.813002,24.484001,23.219496,26.039059
batch_00050_patch.tiff,patch_34,26.005344,23.13965,24.411097,23.816448,25.928926
batch_00050_patch.tiff,patch_35,25.522644,23.544868,23.657883,25.745178,26.929005
batch_00050_patch.tiff,patch_36,24.571493,23.77728,23.603556,26.954237,28.279873
batch_00050_patch.tiff,patch_37,24.793596,24.20223,25.133402,26.961771,28.454664
batch_00050_patch.tiff,patch_38,26.159761,22.829365,26.131779,24.085188,25.844261
batch_00050_patch.tiff,patch_39,25.868986,23.507784,25.14491,24.581865,26.820663
batch_00050_patch.tiff,patch_40,26.105612,22.991318,23.140257,24.587954,26.505508
batch_00050_patch.tiff,patch_41,25.434933,23.605164,23.135855,24.607794,25.80159
batch_00050_patch.tiff,patch_42,24.854477,23.23339,23.271805,24.274115,25.402267
batch_00050_patch.tiff,patch_43,25.39336,23.426212,22.978807,25.071491,25.488958
batch_00050_patch.tiff,patch_44,25.785286,23.704514,24.006815,23.592136,25.161884
batch_00050_patch.tiff,patch_45,27.234503,23.762127,25.968771,24.276962,26.008554
batch_00050_patch.tiff,patch_46,25.413412,23.178568,24.381536,24.02399,25.686808
batch_00050_patch.tiff,patch_47,25.483938,23.335855,23.532648,25.22564,26.717678
batch_00050_patch.tiff,patch_48,24.67835,23.823519,24.491932,24.179756,25.990355
batch_00050_patch.tiff,patch_49,24.798042,24.848585,24.333965,26.86589,28.694696
batch_00050_patch.tiff,patch_50,24.714088,24.794363,24.734762,26.525942,28.400385
batch_00050_patch.tiff,patch_51,24.962927,22.905254,25.27706,23.67653,24.998192
batch_00050_patch.tiff,patch_52,25.611652,23.65965,24.265804,24.393122,26.990473
batch_00050_patch.tiff,patch_53,25.251339,22.624397,22.904533,24.74578,26.219065
batch_00050_patch.tiff,patch_54,26.107933,23.963634,22.941496,25.893835,26.91041
batch_00050_patch.tiff,patch_55,24.920755,23.921122,22.207394,26.253624,26.574581
batch_00050_patch.tiff,patch_56,25.4327,24.476156,23.365025,25.701668,27.157772
batch_00050_patch.tiff,patch_57,27.010939,23.661877,24.887877,23.566341,26.137943
batch_00050_patch.tiff,patch_58,26.205585,22.778574,25.419933,22.420242,25.113749
batch_00050_patch.tiff,patch_59,26.110056,22.587849,24.38514,23.00239,25.731102
batch_00050_patch.tiff,patch_60,24.725044,23.814543,23.917315,23.15534,25.069466
batch_00050_patch.tiff,patch_61,24.983088,23.95083,22.18229,26.032362,27.11249
batch_00050_patch.tiff,patch_62,26.29785,23.370853,26.03587,24.29915,25.605295
batch_00050_patch.tiff,patch_63,25.81599,22.783184,25.740234,23.957409,24.603014
batch_00050_patch.tiff,patch_64,25.541206,24.195518,24.956491,25.242197,26.952452
batch_00050_patch.tiff,patch_65,25.383905,22.632637,23.347437,24.369415,25.993616
batch_00050_patch.tiff,patch_66,24.893517,23.45007,23.036236,26.446972,26.41466
batch_00050_patch.tiff,patch_67,24.942469,23.059664,22.043995,25.294546,26.235239
batch_00050_patch.tiff,patch_68,26.184078,23.827858,25.011333,24.008642,25.216993
batch_00050_patch.tiff,patch_69,26.332283,22.142265,23.238815,24.303963,25.587746
batch_00050_patch.tiff,patch_70,26.147482,22.75824,23.380726,24.707901,26.634912
batch_00050_patch.tiff,patch_71,26.145527,23.49184,24.828354,23.526993,25.941439
batch_00050_patch.tiff,patch_72,25.817696,23.363451,24.195845,23.634102,25.922684
batch_00050_patch.tiff,patch_73,24.956612,23.764126,23.452486,24.442862,25.608465
batch_00050_patch.tiff,patch_74,26.01955,23.882914,26.22457,24.5743,26.635538
batch_00050_patch.tiff,patch_75,25.768635,23.315424,25.824402,24.061968,25.597963
batch_00050_patch.tiff,patch_76,25.476307,22.183968,22.778101,24.046194,25.099241
batch_00050_patch.tiff,patch_77,27.070543,22.37943,24.851284,23.430155,26.269148
batch_00050_patch.tiff,patch_78,26.013685,24.600054,23.413767,25.110762,25.921831
batch_00050_patch.tiff,patch_79,25.114927,22.389969,21.38893,25.83221,25.150387
batch_00050_patch.tiff,patch_80,26.822739,24.146622,26.741594,24.462212,27.77015
batch_00050_patch.tiff,patch_81,24.810291,23.828161,24.563936,26.708889,28.277803
batch_00050_patch.tiff,patch_82,26.644978,25.208204,24.708097,24.83317,26.782387
batch_00050_patch.tiff,patch_83,26.33845,23.536263,24.431171,23.89024,25.662193
batch_00050_patch.tiff,patch_84,24.79213,23.936089,23.838676,25.169209,26.786919
batch_00050_patch.tiff,patch_85,25.217945,23.396101,24.20478,25.62363,25.654047
batch_00050_patch.tiff,patch_86,25.724773,24.061453,26.090357,25.1647,26.402658
batch_00050_patch.tiff,patch_87,26.554747,23.281258,25.050766,24.075138,27.301548
batch_00050_patch.tiff,patch_88,25.687593,22.54252,25.539682,22.26599,25.737131
batch_00050_patch.tiff,patch_89,26.92267,22.58412,26.05183,21.457489,25.028837
batch_00050_patch.tiff,patch_90,24.49697,22.586283,22.02665,24.992996,25.159918
batch_00050_patch.tiff,patch_91,25.299026,22.718903,22.432285,25.117846,25.806623
batch_00050_patch.tiff,patch_92,25.781353,23.918135,27.138596,24.105871,27.21373
batch_00050_patch.tiff,patch_93,25.27482,24.733706,26.178946,25.951853,28.49588
batch_00050_patch.tiff,patch_94,26.172897,22.967922,23.714695,24.58124,26.258963
batch_00050_patch.tiff,patch_95,25.63334,22.769415,23.864594,23.313322,24.811018
batch_00050_patch.tiff,patch_96,25.06675,23.761847,23.713106,24.543009,25.962162
batch_00050_patch.tiff,patch_97,24.787785,23.353458,23.974665,25.707613,26.3626
batch_00050_patch.tiff,patch_98,25.827648,22.962473,25.320332,24.871782,26.676174
batch_00050_patch.tiff,patch_99,26.393549,23.864372,25.533085,24.132957,27.0491
batch_00050_patch.tiff,patch_100,25.75561,22.05776,25.339188,22.328955,25.503613
batch_00050_patch.tiff,patch_101,27.037817,22.042904,26.063955,21.98014,25.180922
batch_00050_patch.tiff,patch_102,24.927507,23.044353,22.143929,25.2754,25.655546
batch_00050_patch.tiff,patch_103,25.71409,22.450718,22.446472,24.702995,25.668535
batch_00050_patch.tiff,patch_104,26.140892,23.219692,24.554832,23.759811,25.634758
batch_00050_patch.tiff,patch_105,26.696373,23.41552,24.594042,23.78147,25.607965
batch_00050_patch.tiff,patch_106,26.06565,23.360098,24.949741,24.778927,26.071182
batch_00050_patch.tiff,patch_107,25.96894,23.673517,24.602724,24.299892,25.87738
batch_00050_patch.tiff,patch_108,24.949255,22.845837,23.853794,23.1274,24.63754
batch_00050_patch.tiff,patch_109,24.981564,22.657152,23.829058,24.364252,25.294996
batch_00050_patch.tiff,patch_110,25.314302,24.0239,25.649826,24.591496,25.64612
batch_00050_patch.tiff,patch_111,25.362492,24.11667,26.603916,24.275698,26.341187
batch_00050_patch.tiff,patch_112,27.203913,23.207542,26.009119,21.94259,25.81781
batch_00050_patch.tiff,patch_113,24.539759,21.977623,22.02269,24.75317,25.10941
batch_00050_patch.tiff,patch_114,24.675447,21.865843,21.221474,24.59247,24.623877
batch_00050_patch.tiff,patch_115,25.861206,23.21253,24.914608,23.99672,25.737957
batch_00050_patch.tiff,patch_116,25.345844,23.967772,24.192091,24.81224,26.161406
batch_00050_patch.tiff,patch_117,25.820778,22.62418,23.956295,24.514318,26.46907
batch_00050_patch.tiff,patch_118,25.447577,23.425205,23.549446,24.792408,26.229551
batch_00050_patch.tiff,patch_119,26.791386,24.439503,25.930592,24.324257,26.911627
batch_00050_patch.tiff,patch_120,24.896023,24.315859,24.901735,25.296402,25.897411
batch_00050_patch.tiff,patch_121,25.222672,23.908432,25.137714,23.558722,24.631712
batch_00050_patch.tiff,patch_122,25.422878,23.79189,24.473318,24.944607,25.999773
batch_00050_patch.tiff,patch_123,25.096981,23.526703,21.480322,26.398853,27.325487
batch_00050_patch.tiff,patch_124,25.210367,22.862324,23.125235,23.42656,25.167522
batch_00050_patch.tiff,patch_125,25.584063,22.78849,22.39774,25.495487,25.893932
batch_00050_patch.tiff,patch_126,25.337431,22.043196,22.698606,24.130716,24.261833
batch_00050_patch.tiff,patch_127,25.6183,23.449944,24.136871,24.231995,25.824713
batch_00050_patch.tiff,patch_128,25.29821,23.605362,23.861313,24.896933,26.897118
batch_00050_patch.tiff,patch_129,26.054995,23.182121,23.443714,25.012041,25.918612
batch_00050_patch.tiff,patch_130,26.721567,22.325026,25.004642,23.521952,25.532452
batch_00050_patch.tiff,patch_131,24.790031,23.3125,24.551805,23.149845,25.165865
batch_00050_patch.tiff,patch_132,26.322084,24.044682,24.80655,25.237722,26.923405
batch_00050_patch.tiff,patch_133,25.181276,24.152534,24.793158,24.575697,26.457165
batch_00050_patch.tiff,patch_134,24.624928,23.005928,24.41433,24.078884,26.62975
batch_00050_patch.tiff,patch_135,23.249153,22.73637,22.544926,24.52357,24.83627
batch_00050_patch.tiff,patch_136,25.28885,23.481926,23.075577,25.352839,26.403345
batch_00050_patch.tiff,patch_137,25.345972,22.1221,22.890411,24.081577,25.1303
batch_00050_patch.tiff,patch_138,24.582018,23.715946,22.823984,25.683044,25.971592
batch_00050_patch.tiff,patch_139,26.286314,23.354605,23.53147,24.503407,26.140778
batch_00050_patch.tiff,patch_140,25.16789,23.889252,23.160769,25.504713,26.908012
batch_00050_patch.tiff,patch_141,24.941156,23.007486,23.783192,24.77504,25.889553
batch_00050_patch.tiff,patch_142,25.505018,23.375225,23.781734,24.150589,25.120977
batch_00050_patch.tiff,patch_143,26.227236,23.905176,24.624321,25.613796,26.813189
batch_00050_patch.tiff,patch_144,25.429777,22.589258,25.344713,23.134785,24.270966
batch_00050_patch.tiff,patch_145,25.515396,24.185635,24.135681,25.746708,26.83778
batch_00050_patch.tiff,patch_146,26.344244,24.03672,25.477802,24.237665,26.48596
batch_00050_patch.tiff,patch_147,25.521967,23.17186,23.186823,25.458319,26.127666
batch_00050_patch.tiff,patch_148,25.02392,23.399378,23.891403,25.416172,26.68266
batch_00050_patch.tiff,patch_149,23.665607,22.02968,21.696867,25.796156,24.42295
batch_00050_patch.tiff,patch_150,25.937551,23.07871,23.273348,24.157003,25.051697
batch_00050_patch.tiff,patch_151,25.635794,22.489594,23.444405,23.123585,24.912237
batch_00050_patch.tiff,patch_152,26.795532,22.681164,24.370302,24.16959,26.679415
batch_00050_patch.tiff,patch_153,24.58835,23.888918,24.8885,26.366556,27.41003
batch_00050_patch.tiff,patch_154,24.727997,24.306084,24.156244,26.732971,28.254501
batch_00050_patch.tiff,patch_155,25.176226,22.991444,24.786835,25.084528,25.788
batch_00050_patch.tiff,patch_156,25.427134,23.426905,23.700874,25.813976,26.168653
batch_00050_patch.tiff,patch_157,25.550285,24.151873,24.669113,25.391785,27.134447
batch_00050_patch.tiff,patch_158,24.3068,24.695312,26.24482,24.768621,26.666079
batch_00050_patch.tiff,patch_159,24.13692,22.645845,21.112888,25.38874,25.596869
batch_00050_patch.tiff,patch_160,25.321062,23.639866,24.639492,24.950071,26.06713
batch_00050_patch.tiff,patch_161,25.087694,22.061144,22.492617,24.719967,25.63306
