source_image,spot_id,Epithelial,Dead Cells,Connective/Soft tissue cells,Inflammatory,Neoplastic cells
batch_00000_patch.tiff,patch_78,26.581594,23.136301,24.686207,23.194101,26.290457
batch_00000_patch.tiff,patch_79,25.35633,23.29805,22.746859,24.939854,26.38389
batch_00000_patch.tiff,patch_80,27.169916,24.244112,26.071762,25.287443,27.26531
batch_00000_patch.tiff,patch_81,26.99014,22.166275,25.703009,24.99879,25.356949
batch_00000_patch.tiff,patch_82,26.308926,22.348356,24.685019,25.64346,26.16359
batch_00000_patch.tiff,patch_83,25.317575,22.5777,23.85445,25.175322,26.46978
batch_00000_patch.tiff,patch_84,25.963718,23.747314,24.669655,24.567963,25.64326
batch_00000_patch.tiff,patch_85,25.93894,23.264229,25.73489,24.202957,25.969807
batch_00000_patch.tiff,patch_86,27.97436,23.775305,27.060112,24.50699,25.582214
batch_00000_patch.tiff,patch_87,26.941986,24.312248,26.66105,25.681625,26.111303
batch_00000_patch.tiff,patch_88,25.859285,23.717201,23.646881,24.616522,26.276726
batch_00000_patch.tiff,patch_89,26.544237,22.750797,24.026754,24.667727,26.38499
batch_00000_patch.tiff,patch_90,25.952124,23.912851,23.548386,25.065529,26.162964
batch_00000_patch.tiff,patch_91,27.713985,22.510887,27.577757,25.03592,26.204397
batch_00000_patch.tiff,patch_92,25.222633,22.822672,24.641693,25.290445,25.57984
batch_00000_patch.tiff,patch_93,26.921497,22.040428,24.156834,24.828424,26.121862
batch_00000_patch.tiff,patch_94,27.044851,24.522362,25.60081,24.790125,27.17706
batch_00000_patch.tiff,patch_95,25.920784,24.073824,25.074896,23.947586,27.131433
batch_00000_patch.tiff,patch_96,25.58606,24.10258,26.23889,24.07941,26.138245
batch_00000_patch.tiff,patch_97,26.320316,23.132177,24.206121,24.421095,25.538834
batch_00000_patch.tiff,patch_98,27.203888,22.395912,26.305948,24.01756,26.349993
batch_00000_patch.tiff,patch_99,27.637407,23.95228,27.2259,25.46608,25.787384
batch_00000_patch.tiff,patch_100,25.654999,22.163876,22.51954,22.779041,25.33483
batch_00000_patch.tiff,patch_101,25.431244,23.552118,23.143408,24.525614,26.328726
batch_00000_patch.tiff,patch_102,27.019693,24.013334,24.99889,24.645235,27.098337
batch_00000_patch.tiff,patch_103,26.440374,23.169922,25.795565,24.895786,26.180536
batch_00000_patch.tiff,patch_104,26.543966,23.050207,25.56799,25.057081,25.827703
batch_00000_patch.tiff,patch_105,25.151201,21.582527,24.051733,24.142387,25.935791
batch_00000_patch.tiff,patch_106,25.365946,24.506895,25.979607,24.578354,28.065197
batch_00000_patch.tiff,patch_107,24.77517,23.419453,22.814938,24.994825,25.96592
batch_00000_patch.tiff,patch_108,25.798653,23.586107,24.719978,24.816046,25.613134
batch_00000_patch.tiff,patch_109,24.093685,22.301367,22.884224,23.994127,24.686903
batch_00000_patch.tiff,patch_110,28.455502,24.295172,26.905943,24.509237,26.787197
batch_00000_patch.tiff,patch_111,26.930292,24.156708,26.476652,25.064085,25.66778
batch_00000_patch.tiff,patch_112,24.871298,23.022156,22.991451,23.746689,25.826794
batch_00000_patch.tiff,patch_113,25.54465,22.838696,22.710775,23.390291,25.33944
batch_00000_patch.tiff,patch_114,24.797318,21.921432,22.872541,24.664722,25.068731
batch_00000_patch.tiff,patch_115,26.133627,24.023731,24.467518,24.39685,26.401127
batch_00000_patch.tiff,patch_116,24.944757,23.179958,24.189127,23.349422,26.557606
batch_00000_patch.tiff,patch_117,24.930777,23.187023,24.76457,23.535458,26.276863
batch_00000_patch.tiff,patch_118,25.346678,22.530188,26.145117,23.010042,26.12029
batch_00000_patch.tiff,patch_119,25.179777,23.09311,23.171839,23.584576,25.712736
batch_00000_patch.tiff,patch_120,25.600021,23.292324,25.663477,23.233175,26.264734
batch_00000_patch.tiff,patch_121,27.491915,22.580517,27.036766,25.21147,25.35263
batch_00000_patch.tiff,patch_122,26.97951,24.507793,27.223349,24.948952,25.57754
batch_00000_patch.tiff,patch_123,26.4833,24.404778,24.72661,24.306557,26.66352
batch_00000_patch.tiff,patch_124,25.816984,24.470217,25.49622,24.31648,26.119598
batch_00000_patch.tiff,patch_125,25.186426,24.166061,22.408937,25.161556,26.046669
batch_00000_patch.tiff,patch_126,26.745932,23.304432,25.196564,24.446896,26.98106
batch_00000_patch.tiff,patch_127,25.779787,23.897362,25.91941,23.757826,26.652088
batch_00000_patch.tiff,patch_128,26.739729,23.121197,25.687836,23.88363,26.899714
batch_00000_patch.tiff,patch_129,26.597483,23.334358,26.460798,24.639093,26.030893
batch_00000_patch.tiff,patch_130,25.143576,23.31048,23.485249,23.553051,25.894053
batch_00000_patch.tiff,patch_131,25.849556,23.825148,26.194548,24.757393,24.582607
batch_00000_patch.tiff,patch_132,24.87389,23.972948,23.316153,24.896624,26.192183
batch_00000_patch.tiff,patch_133,26.157341,23.912292,26.757133,24.108131,26.515896
batch_00000_patch.tiff,patch_134,25.495535,21.949776,23.542944,25.421001,25.343134
batch_00000_patch.tiff,patch_135,26.40833,23.363287,25.21517,25.336155,25.64982
batch_00000_patch.tiff,patch_136,25.890297,23.99457,24.507492,24.246252,26.685045
batch_00000_patch.tiff,patch_137,25.487848,23.23826,25.514874,23.461468,26.534931
batch_00000_patch.tiff,patch_138,25.1172,23.739723,24.73086,24.487934,25.065495
batch_00000_patch.tiff,patch_139,24.892233,23.019812,24.489035,23.370623,25.793232
batch_00000_patch.tiff,patch_140,25.044214,24.021011,26.464163,24.783312,24.833603
batch_00000_patch.tiff,patch_141,25.194117,24.342136,24.538666,24.302277,24.656153
batch_00000_patch.tiff,patch_142,26.424364,23.784626,25.062824,24.954462,26.463585
batch_00000_patch.tiff,patch_143,27.635418,24.44418,27.24872,24.902786,26.935566
batch_00000_patch.tiff,patch_144,26.752468,23.36093,26.713045,25.819403,25.10592
batch_00000_patch.tiff,patch_145,25.99728,23.321493,24.458483,24.777832,26.457424
batch_00000_patch.tiff,patch_146,25.32333,23.818062,24.137833,22.5344,27.452957
batch_00000_patch.tiff,patch_147,26.576677,24.82433,25.387207,25.330624,26.459948
batch_00000_patch.tiff,patch_148,27.260687,24.619095,27.838432,24.916605,26.133635
batch_00000_patch.tiff,patch_149,26.230387,23.44604,25.372993,25.65303,25.487656
batch_00000_patch.tiff,patch_150,26.514093,22.860863,28.762924,24.062948,25.182339
batch_00000_patch.tiff,patch_151,27.077162,23.822239,26.761545,25.644957,25.200558
batch_00000_patch.tiff,patch_152,27.951849,23.995703,25.868721,25.203377,26.1246
batch_00000_patch.tiff,patch_153,25.815771,23.382036,23.659727,23.635035,26.096582
batch_00000_patch.tiff,patch_154,25.798532,23.172403,23.0772,23.053051,26.430206
batch_00000_patch.tiff,patch_155,26.453259,22.674845,24.914114,24.880972,25.905725
batch_00000_patch.tiff,patch_156,26.27223,22.77061,23.05023,24.271812,26.535648
batch_00000_patch.tiff,patch_157,24.14613,24.174252,23.28025,23.742708,24.531593
batch_00000_patch.tiff,patch_158,25.642988,23.469492,24.744198,24.317451,25.676289
batch_00000_patch.tiff,patch_159,26.658264,23.41616,24.890432,24.96557,26.871979
batch_00000_patch.tiff,patch_160,26.475256,24.402273,25.82364,24.288189,27.124052
batch_00050_patch.tiff,patch_0,25.657513,23.507286,24.921036,24.06144,26.074417
batch_00050_patch.tiff,patch_1,24.199858,22.952627,23.144009,22.371153,25.238415
batch_00050_patch.tiff,patch_2,24.560484,24.665318,24.093454,24.075476,26.478247
batch_00050_patch.tiff,patch_3,25.010448,24.8026,24.530344,24.127207,27.200026
batch_00050_patch.tiff,patch_4,26.195723,22.914251,23.70415,23.694685,24.975323
batch_00050_patch.tiff,patch_5,24.935358,24.398565,22.904867,24.32398,25.49034
batch_00050_patch.tiff,patch_6,26.256351,23.012325,24.348806,23.703485,25.238747
batch_00050_patch.tiff,patch_7,25.431147,24.072193,24.28163,22.956799,26.337837
batch_00050_patch.tiff,patch_8,25.412046,23.690762,24.90686,22.912664,25.413336
batch_00050_patch.tiff,patch_9,25.760038,23.319427,24.943808,23.16758,25.99651
batch_00050_patch.tiff,patch_10,24.982754,23.015186,22.787079,23.842972,25.095144
batch_00050_patch.tiff,patch_11,24.808027,24.215748,23.915173,23.68252,24.631086
batch_00050_patch.tiff,patch_12,25.57692,24.725065,22.949957,24.918226,24.139456
batch_00050_patch.tiff,patch_13,25.948786,23.76632,25.349028,24.180647,26.351849
batch_00050_patch.tiff,patch_14,25.373024,23.948568,26.128307,24.380337,25.56638
batch_00050_patch.tiff,patch_15,26.048233,24.41049,26.615963,23.12899,26.924524
batch_00050_patch.tiff,patch_16,24.267504,25.047476,24.393177,24.203045,27.199974
batch_00050_patch.tiff,patch_17,26.3096,24.196693,24.127022,23.938068,26.22104
batch_00050_patch.tiff,patch_18,26.36934,24.956406,26.04739,24.487328,26.030039
batch_00050_patch.tiff,patch_19,25.654419,22.268545,24.931852,23.29936,25.054546
batch_00050_patch.tiff,patch_20,25.887894,23.609955,25.60718,23.631495,25.782827
batch_00050_patch.tiff,patch_21,25.411846,23.380802,24.198502,23.183084,25.93134
batch_00050_patch.tiff,patch_22,24.701572,23.388384,24.568937,23.652828,25.7388
batch_00050_patch.tiff,patch_23,24.280819,22.917452,21.819462,23.082012,22.813555
batch_00050_patch.tiff,patch_24,25.448616,23.651941,24.819805,24.113129,24.98012
batch_00050_patch.tiff,patch_25,23.95588,23.498598,21.551395,24.26444,22.813633
batch_00050_patch.tiff,patch_26,25.241058,24.010763,26.101456,23.601107,25.822344
batch_00050_patch.tiff,patch_27,24.144054,23.535555,23.117216,24.421665,25.644442
batch_00050_patch.tiff,patch_28,26.101345,23.270506,24.259317,24.013145,25.580246
batch_00050_patch.tiff,patch_29,25.195562,22.352852,23.622402,24.715336,25.928741
batch_00050_patch.tiff,patch_30,24.672468,23.058084,21.002197,25.025234,23.482603
batch_00050_patch.tiff,patch_31,24.506245,22.843966,23.44341,24.033941,25.063936
batch_00050_patch.tiff,patch_32,26.062704,22.410475,25.205513,24.24115,25.60168
batch_00050_patch.tiff,patch_33,26.206886,22.813007,24.584646,23.484833,25.630737
batch_00050_patch.tiff,patch_34,26.005344,23.13965,24.717941,23.614748,25.639055
batch_00050_patch.tiff,patch_35,25.522644,23.544872,24.429398,24.276297,25.860943
batch_00050_patch.tiff,patch_36,24.571493,23.777277,24.169285,24.415417,26.792429
batch_00050_patch.tiff,patch_37,24.793596,24.202229,25.017756,24.180805,26.994457
batch_00050_patch.tiff,patch_38,26.159758,22.829361,22.670496,23.101551,24.265299
batch_00050_patch.tiff,patch_39,25.868986,23.50778,25.59737,24.843586,25.942194
batch_00050_patch.tiff,patch_40,26.105612,22.991322,23.971241,23.294209,26.0851
batch_00050_patch.tiff,patch_41,25.434935,23.605167,23.639482,25.038006,24.88621
batch_00050_patch.tiff,patch_42,24.854477,23.233393,23.586973,25.032413,24.928343
batch_00050_patch.tiff,patch_43,25.39336,23.426218,23.48891,23.886595,24.422897
batch_00050_patch.tiff,patch_44,25.78529,23.704515,24.60054,24.371525,24.35849
batch_00050_patch.tiff,patch_45,27.234503,23.76213,25.94637,24.731194,26.005796
batch_00050_patch.tiff,patch_46,25.413412,23.17857,24.74253,23.938616,25.158674
batch_00050_patch.tiff,patch_47,25.483938,23.335857,24.243803,23.00124,25.955477
batch_00050_patch.tiff,patch_48,24.67835,23.82352,25.52265,22.856697,24.32477
batch_00050_patch.tiff,patch_49,24.798042,24.848583,24.477854,24.72195,27.719
batch_00050_patch.tiff,patch_50,24.714088,24.794363,24.67891,24.23607,26.986382
batch_00050_patch.tiff,patch_51,24.962927,22.905254,23.014965,23.624752,24.175917
batch_00050_patch.tiff,patch_52,25.611652,23.659653,25.442024,24.50681,25.570442
batch_00050_patch.tiff,patch_53,25.251339,22.6244,23.632072,24.22444,25.789352
batch_00050_patch.tiff,patch_54,26.107931,23.963634,24.00097,24.13412,25.938957
batch_00050_patch.tiff,patch_55,24.920755,23.921122,22.932981,24.065435,25.615582
batch_00050_patch.tiff,patch_56,25.4327,24.47616,24.36501,23.735304,26.33384
batch_00050_patch.tiff,patch_57,27.010939,23.661875,26.021837,23.519047,25.774094
batch_00050_patch.tiff,patch_58,26.205591,22.778574,25.647938,24.437807,24.903112
batch_00050_patch.tiff,patch_59,26.110058,22.587854,25.474575,24.194948,25.144148
batch_00050_patch.tiff,patch_60,24.725044,23.814547,24.940996,23.900917,23.813002
batch_00050_patch.tiff,patch_61,24.983091,23.950834,24.892693,23.666405,26.073557
batch_00050_patch.tiff,patch_62,26.297855,23.370853,23.720491,24.184141,24.563461
batch_00050_patch.tiff,patch_63,25.81599,22.783188,23.75778,24.549316,23.455322
batch_00050_patch.tiff,patch_64,25.541206,24.195518,26.171198,23.996561,26.136345
batch_00050_patch.tiff,patch_65,25.383905,22.632637,24.372118,22.901056,26.056454
batch_00050_patch.tiff,patch_66,24.893517,23.450075,23.973206,24.386295,25.650032
batch_00050_patch.tiff,patch_67,24.942465,23.059666,22.480783,24.416134,25.541014
batch_00050_patch.tiff,patch_68,26.184078,23.82786,25.524874,22.906,24.993332
batch_00050_patch.tiff,patch_69,26.332283,22.142267,24.56309,23.27361,25.656254
batch_00050_patch.tiff,patch_70,26.14748,22.758242,24.595331,23.58224,26.490543
batch_00050_patch.tiff,patch_71,26.145527,23.491842,27.455313,24.04598,25.297945
batch_00050_patch.tiff,patch_72,25.8177,23.363455,25.855528,24.704395,25.74594
batch_00050_patch.tiff,patch_73,24.956612,23.764128,23.625103,23.547815,24.65324
batch_00050_patch.tiff,patch_74,26.019554,23.882912,24.076944,23.905115,24.941235
batch_00050_patch.tiff,patch_75,25.768637,23.315424,24.80074,24.694847,23.940529
batch_00050_patch.tiff,patch_76,25.47631,22.183968,23.42777,23.649977,25.43315
batch_00050_patch.tiff,patch_77,27.070547,22.37943,25.88115,23.816874,25.824148
batch_00050_patch.tiff,patch_78,26.013685,24.600058,23.464064,24.432158,24.777767
batch_00050_patch.tiff,patch_79,25.114923,22.389973,22.294464,24.172482,24.627214
batch_00050_patch.tiff,patch_80,26.82274,24.146618,26.174786,24.360931,27.470957
batch_00050_patch.tiff,patch_81,24.810295,23.828161,24.503708,24.02548,26.994497
batch_00050_patch.tiff,patch_82,26.644978,25.208204,25.438406,23.60187,26.57978
batch_00050_patch.tiff,patch_83,26.338451,23.536263,25.515465,22.889053,25.427921
batch_00050_patch.tiff,patch_84,24.792133,23.936092,24.419252,23.696747,25.532253
batch_00050_patch.tiff,patch_85,25.217945,23.396101,23.725775,23.000816,25.662758
batch_00050_patch.tiff,patch_86,25.72478,24.061453,23.249077,24.724113,25.284826
batch_00050_patch.tiff,patch_87,26.554749,23.281258,25.58548,22.710506,25.903969
batch_00050_patch.tiff,patch_88,25.687595,22.54252,27.099482,23.530472,25.096548
batch_00050_patch.tiff,patch_89,26.922674,22.584118,29.040071,24.552347,25.346672
batch_00050_patch.tiff,patch_90,24.49697,22.586285,22.423983,24.712746,24.893435
batch_00050_patch.tiff,patch_91,25.299025,22.718906,22.740423,24.66745,24.915976
batch_00050_patch.tiff,patch_92,25.781355,23.918133,27.153805,23.535206,25.438522
batch_00050_patch.tiff,patch_93,25.274824,24.733706,25.782787,23.973057,27.007805
batch_00050_patch.tiff,patch_94,26.172901,22.967926,23.586084,23.586609,25.370993
batch_00050_patch.tiff,patch_95,25.63334,22.769417,24.56639,24.253948,24.57303
batch_00050_patch.tiff,patch_96,25.066751,23.761848,25.38873,23.537216,24.963026
batch_00050_patch.tiff,patch_97,24.787785,23.353458,24.320715,23.454391,25.193296
batch_00050_patch.tiff,patch_98,25.82765,22.962475,23.137905,24.25445,25.630274
batch_00050_patch.tiff,patch_99,26.393549,23.86437,23.063389,23.721014,25.854155
batch_00050_patch.tiff,patch_100,25.755613,22.05776,26.490274,24.377552,25.175665
batch_00050_patch.tiff,patch_101,27.03782,22.042904,29.81646,24.821089,24.959133
batch_00050_patch.tiff,patch_102,24.927505,23.044353,22.267168,23.642237,25.481443
batch_00050_patch.tiff,patch_103,25.71409,22.450718,24.466103,24.156343,25.624632
batch_00050_patch.tiff,patch_104,26.140892,23.219694,25.43494,24.725597,25.762556
batch_00050_patch.tiff,patch_105,26.696373,23.41552,25.577414,24.083271,25.880459
batch_00050_patch.tiff,patch_106,26.06565,23.360098,26.519537,23.486874,25.806923
batch_00050_patch.tiff,patch_107,25.96894,23.673517,25.639214,23.38397,25.742891
batch_00050_patch.tiff,patch_108,24.949255,22.845833,21.649128,22.490953,23.594015
batch_00050_patch.tiff,patch_109,24.981564,22.65715,22.316822,22.88676,24.19382
batch_00050_patch.tiff,patch_110,25.314306,24.0239,22.857775,24.49842,24.633322
batch_00050_patch.tiff,patch_111,25.362495,24.116673,25.54223,24.586458,25.064077
batch_00050_patch.tiff,patch_112,27.203913,23.20754,29.602417,24.372866,25.581291
batch_00050_patch.tiff,patch_113,24.539757,21.977627,22.234568,23.887024,24.257069
batch_00050_patch.tiff,patch_114,24.67545,21.865845,22.429714,23.183365,24.473063
batch_00050_patch.tiff,patch_115,25.861212,23.212532,26.359606,23.867477,25.56791
batch_00050_patch.tiff,patch_116,25.345846,23.967773,23.155243,23.409206,25.396349
batch_00050_patch.tiff,patch_117,25.820778,22.624186,25.242004,23.813513,26.354256
batch_00050_patch.tiff,patch_118,25.447577,23.425205,24.959877,23.07256,25.948921
batch_00050_patch.tiff,patch_119,26.791386,24.439499,24.494225,23.690565,25.407726
batch_00050_patch.tiff,patch_120,24.896023,24.315859,23.142143,24.084911,24.54426
batch_00050_patch.tiff,patch_121,25.222672,23.908432,22.236294,24.106709,23.479082
batch_00050_patch.tiff,patch_122,25.422878,23.79189,22.939291,23.21209,24.681915
batch_00050_patch.tiff,patch_123,25.096981,23.526707,24.917513,24.095108,26.228674
batch_00050_patch.tiff,patch_124,25.210363,22.862324,24.0728,23.769089,24.646904
batch_00050_patch.tiff,patch_125,25.584063,22.78849,23.37921,24.469084,25.345154
batch_00050_patch.tiff,patch_126,25.33743,22.043198,21.68392,24.462236,24.33037
batch_00050_patch.tiff,patch_127,25.618298,23.449944,23.815916,24.25483,25.235014
batch_00050_patch.tiff,patch_128,25.298214,23.605366,25.490833,23.864243,25.774433
batch_00050_patch.tiff,patch_129,26.054995,23.182123,24.087917,23.324415,25.456995
batch_00050_patch.tiff,patch_130,26.721571,22.325026,24.898,23.252619,25.516968
batch_00050_patch.tiff,patch_131,24.790035,23.312498,22.364552,23.826168,24.648577
batch_00050_patch.tiff,patch_132,26.322084,24.04468,24.5218,24.134039,25.13933
batch_00050_patch.tiff,patch_133,25.181276,24.152534,24.144985,24.23852,24.971357
batch_00050_patch.tiff,patch_134,24.624928,23.00593,22.806171,22.921284,25.799698
batch_00050_patch.tiff,patch_135,23.249153,22.736376,21.329153,23.882122,23.966759
batch_00050_patch.tiff,patch_136,25.288847,23.481926,24.038378,23.822374,25.273952
batch_00050_patch.tiff,patch_137,25.345976,22.122099,21.534126,23.812761,24.69573
batch_00050_patch.tiff,patch_138,24.582018,23.715946,24.511564,24.163458,25.137367
batch_00050_patch.tiff,patch_139,26.286314,23.354607,24.373362,22.970844,25.763292
batch_00050_patch.tiff,patch_140,25.16789,23.889254,24.952524,23.027935,25.953575
batch_00050_patch.tiff,patch_141,24.941156,23.00749,24.506521,23.364168,25.439232
batch_00050_patch.tiff,patch_142,25.50502,23.375225,23.24356,23.99428,25.08604
batch_00050_patch.tiff,patch_143,26.227236,23.905176,22.397625,24.059547,25.662184
batch_00050_patch.tiff,patch_144,25.429781,22.589256,21.677708,23.350554,23.106321
batch_00050_patch.tiff,patch_145,25.515396,24.185633,23.677769,24.516891,25.823969
batch_00050_patch.tiff,patch_146,26.344242,24.03672,23.245802,24.84146,25.795061
batch_00050_patch.tiff,patch_147,25.521967,23.171864,23.659315,24.4401,25.017138
batch_00050_patch.tiff,patch_148,25.02392,23.399378,23.84364,24.082632,25.645155
batch_00050_patch.tiff,patch_149,23.665607,22.029682,21.312246,23.29076,23.940195
batch_00050_patch.tiff,patch_150,25.937551,23.078712,23.163877,24.426105,24.607681
batch_00050_patch.tiff,patch_151,25.635794,22.489595,23.655071,22.686195,24.77925
batch_00050_patch.tiff,patch_152,26.795532,22.681168,25.982271,23.850512,26.480076
batch_00050_patch.tiff,patch_153,24.58835,23.888916,23.36396,24.223099,26.227568
batch_00050_patch.tiff,patch_154,24.727997,24.30608,23.540419,23.625473,26.759588
batch_00050_patch.tiff,patch_155,25.17623,22.991444,21.486559,24.048162,25.080322
batch_00050_patch.tiff,patch_156,25.427134,23.426908,22.285704,23.61477,25.596514
batch_00050_patch.tiff,patch_157,25.550283,24.151873,23.520718,24.202448,25.920422
batch_00050_patch.tiff,patch_158,24.306803,24.695314,24.799187,23.573687,25.052656
batch_00050_patch.tiff,patch_159,24.13692,22.64585,21.98272,24.370024,24.97142
batch_00050_patch.tiff,patch_160,25.321062,23.639866,25.37146,24.307947,25.715546
batch_00050_patch.tiff,patch_161,25.087694,22.06115,23.549953,24.06267,24.840641
