source_image,spot_id,Epithelial,Dead Cells,Connective/Soft tissue cells,Inflammatory,Neoplastic cells
batch_00000_patch.tiff,patch_41,8.838632,9.853067,11.841903,9.008007,-7.9755125
batch_00000_patch.tiff,patch_42,15.0538435,8.375685,22.942886,7.808722,-8.2406435
batch_00000_patch.tiff,patch_43,5.613255,8.158859,5.6771827,7.346977,-7.830028
batch_00000_patch.tiff,patch_44,5.3302455,8.784839,3.1928787,2.6599936,-13.495342
batch_00000_patch.tiff,patch_45,5.878774,9.516858,3.086934,3.08171,-10.138266
batch_00000_patch.tiff,patch_46,15.539696,8.260042,24.315178,7.7968326,-6.277011
batch_00000_patch.tiff,patch_47,9.62484,10.119173,22.270985,8.94609,-10.12679
batch_00000_patch.tiff,patch_48,2.5753918,12.120349,7.297273,9.910524,-8.082901
batch_00000_patch.tiff,patch_49,1.9061496,10.694316,8.452211,5.4621587,-8.165343
batch_00000_patch.tiff,patch_50,6.6498094,9.755731,-0.2058662,1.331755,-17.42356
batch_00000_patch.tiff,patch_51,4.8980417,14.137179,3.4258046,0.6608223,-14.2603035
batch_00000_patch.tiff,patch_52,12.851065,20.841808,8.187719,16.622612,-6.3499837
batch_00000_patch.tiff,patch_53,4.9119277,5.6344023,6.1665874,7.3018813,-8.405356
batch_00000_patch.tiff,patch_54,1.9198407,7.267571,3.706857,7.405137,-10.373245
batch_00000_patch.tiff,patch_55,5.162929,7.511267,2.6311789,4.9975414,-8.508332
batch_00000_patch.tiff,patch_56,17.24347,10.112608,21.306837,8.926925,-5.1316752
batch_00000_patch.tiff,patch_57,16.95407,7.56263,26.44173,6.9269695,-6.7246413
batch_00000_patch.tiff,patch_58,6.503248,10.029551,10.046773,9.804786,-5.691955
batch_00000_patch.tiff,patch_59,4.3289623,7.8150864,9.45973,4.861833,-4.7759533
batch_00000_patch.tiff,patch_60,10.111181,8.387824,-0.024359811,3.5096972,-12.663783
batch_00000_patch.tiff,patch_61,8.776463,11.858115,0.53551966,0.66348034,-15.172667
batch_00000_patch.tiff,patch_62,5.1092787,9.74453,12.378252,7.143694,-3.2565293
batch_00000_patch.tiff,patch_63,6.728338,7.769702,9.379367,10.653625,-6.259805
batch_00000_patch.tiff,patch_64,6.019804,4.5872736,10.168842,6.348305,-6.6847324
batch_00000_patch.tiff,patch_65,5.984223,7.663218,7.418561,3.8450387,-6.8176727
batch_00000_patch.tiff,patch_66,19.034847,10.767401,17.772934,11.850856,-5.1877213
batch_00000_patch.tiff,patch_67,10.290603,11.882935,11.636457,10.084205,-10.862839
batch_00000_patch.tiff,patch_68,6.365414,10.873995,10.070186,5.6792808,-11.230541
batch_00000_patch.tiff,patch_69,6.6181498,9.53404,6.9552593,4.109045,-12.338233
batch_00000_patch.tiff,patch_70,4.908649,11.429874,5.0786996,1.2508359,-13.105935
batch_00000_patch.tiff,patch_71,7.6558075,12.666859,2.3679981,3.8554633,-11.590039
batch_00000_patch.tiff,patch_72,7.4094567,10.793969,13.255643,10.2988405,-2.5220397
batch_00000_patch.tiff,patch_73,9.745351,12.320691,1.1430246,13.718919,-11.857506
batch_00000_patch.tiff,patch_74,6.690677,10.323566,4.956569,3.1834362,-13.050255
batch_00000_patch.tiff,patch_75,8.556629,7.7739387,4.7798605,3.629481,-12.54633
batch_00000_patch.tiff,patch_76,12.275548,15.306167,13.485451,7.8677316,-8.445225
batch_00000_patch.tiff,patch_77,15.892288,9.537712,22.34603,10.121827,-9.783335
batch_00000_patch.tiff,patch_78,5.7791767,12.281888,3.8329759,1.4042065,-12.248251
batch_00000_patch.tiff,patch_79,7.749643,14.81532,2.651607,2.968983,-9.107597
batch_00000_patch.tiff,patch_80,7.5706763,12.162595,9.339341,5.3520236,-8.446267
batch_00000_patch.tiff,patch_81,7.2786217,5.1562724,6.581402,6.989072,-7.0681853
batch_00000_patch.tiff,patch_82,6.122789,8.521773,7.1416903,9.670416,-4.761216
batch_00000_patch.tiff,patch_83,7.3160586,8.393773,5.490008,7.494659,-6.627528
batch_00000_patch.tiff,patch_84,6.2766485,10.961183,3.9811196,5.269461,-12.788548
batch_00000_patch.tiff,patch_85,7.295161,9.475689,4.993155,3.9489853,-11.670942
batch_00000_patch.tiff,patch_86,12.324501,3.3986752,8.606631,11.40976,-6.0725026
batch_00000_patch.tiff,patch_87,5.174617,9.625407,5.4267116,8.951835,-10.7477
batch_00000_patch.tiff,patch_88,4.8266206,11.110228,1.4708568,3.9125655,-14.494632
batch_00000_patch.tiff,patch_89,9.066492,10.35613,3.2932472,3.8692586,-6.329226
batch_00000_patch.tiff,patch_90,3.442027,10.724055,0.28851992,3.1383939,-12.543549
batch_00000_patch.tiff,patch_91,7.120097,7.375621,12.127514,8.43373,-4.712443
batch_00000_patch.tiff,patch_92,6.9876294,7.7930818,7.9327426,10.561302,-6.490506
batch_00000_patch.tiff,patch_93,6.966766,6.8316174,11.434846,9.177283,-2.2810364
batch_00000_patch.tiff,patch_94,17.065771,10.469454,20.957413,7.0568776,-6.9817553
batch_00000_patch.tiff,patch_95,12.832007,7.949255,16.974266,7.391905,-8.428037
batch_00000_patch.tiff,patch_96,2.80869,6.8595643,4.172599,5.985966,-11.132248
batch_00000_patch.tiff,patch_97,4.6922965,9.251499,2.8164535,2.4320064,-12.5293045
batch_00000_patch.tiff,patch_98,11.596696,7.654213,8.900959,10.1094,-5.9995036
batch_00000_patch.tiff,patch_99,6.605841,9.060371,11.756884,7.123439,-8.097615
batch_00000_patch.tiff,patch_100,4.874064,8.759757,1.6329519,1.3128036,-11.8454685
batch_00000_patch.tiff,patch_101,3.0713818,10.661877,1.7641963,2.3851748,-10.888725
batch_00000_patch.tiff,patch_102,7.439914,11.583027,8.114243,1.7235055,-8.302738
batch_00000_patch.tiff,patch_103,6.408937,6.059614,12.309858,7.3525624,-5.7757893
batch_00000_patch.tiff,patch_104,6.1361647,7.2430673,12.605459,7.017844,-6.278067
batch_00000_patch.tiff,patch_105,8.838108,3.270861,9.236463,6.5304337,-6.739335
batch_00000_patch.tiff,patch_106,14.843707,9.4012165,18.182781,7.2847524,-8.64729
batch_00000_patch.tiff,patch_107,14.549153,8.613657,13.387426,6.294229,-8.43693
batch_00000_patch.tiff,patch_108,4.7431,11.449061,1.9344615,3.335598,-13.722384
batch_00000_patch.tiff,patch_109,2.6639729,6.1005106,2.8033118,4.203097,-13.528055
batch_00000_patch.tiff,patch_110,9.014576,13.798599,14.321833,8.583889,-2.7826872
batch_00000_patch.tiff,patch_111,11.310704,12.985451,13.111164,9.635203,-2.2100463
batch_00000_patch.tiff,patch_112,4.816286,11.725152,3.529305,0.85533905,-12.781519
batch_00000_patch.tiff,patch_113,7.9613066,11.935472,5.6914554,2.1515124,-13.257355
batch_00000_patch.tiff,patch_114,8.666506,6.611877,7.3238945,5.241008,-9.785583
batch_00000_patch.tiff,patch_115,5.6675663,9.63953,5.042948,2.4561813,-11.65732
batch_00000_patch.tiff,patch_116,5.5077443,13.525764,0.84588814,6.510365,-12.840148
batch_00000_patch.tiff,patch_117,3.6415472,11.871576,0.458026,1.1872028,-12.081089
batch_00000_patch.tiff,patch_118,10.502414,20.092411,9.753641,9.301734,-8.678746
batch_00000_patch.tiff,patch_119,6.08721,8.204127,3.538466,3.9630027,-8.217113
batch_00000_patch.tiff,patch_120,5.5582523,6.954522,2.761322,3.852915,-9.348992
batch_00000_patch.tiff,patch_121,7.372318,9.245512,13.763166,0.37231955,-0.6173509
batch_00000_patch.tiff,patch_122,9.88488,9.086239,11.286545,9.1052065,-4.8689337
batch_00000_patch.tiff,patch_123,8.603372,12.48874,3.5473425,7.3479996,-11.575185
batch_00000_patch.tiff,patch_124,6.7279067,11.534573,4.3652825,6.8574924,-13.464471
batch_00000_patch.tiff,patch_125,5.925709,13.609372,4.471866,0.8194994,-12.487119
batch_00000_patch.tiff,patch_126,5.2600937,10.256215,3.6957757,2.149045,-12.938884
batch_00000_patch.tiff,patch_127,5.429322,16.092817,2.7432783,5.369429,-12.800829
batch_00000_patch.tiff,patch_128,13.361752,20.193302,6.7748966,8.080556,-10.562514
batch_00000_patch.tiff,patch_129,4.966962,8.367141,2.5199516,1.8175979,-14.707193
batch_00000_patch.tiff,patch_130,6.831668,8.567589,5.0602293,2.2499025,-9.0375805
batch_00000_patch.tiff,patch_131,8.535438,15.597903,19.75763,7.254314,-7.0548515
batch_00000_patch.tiff,patch_132,12.019898,10.452873,11.864701,13.490577,-11.535363
batch_00000_patch.tiff,patch_133,17.719313,9.794981,21.903399,9.013186,-10.776943
batch_00000_patch.tiff,patch_134,5.724159,7.189639,10.202575,8.646006,-3.895876
batch_00000_patch.tiff,patch_135,6.3826604,6.660238,13.044704,8.623991,-5.952801
batch_00000_patch.tiff,patch_136,9.708521,9.391311,3.352252,3.7230537,-14.663371
batch_00000_patch.tiff,patch_137,10.080148,9.053112,5.642686,4.118289,-12.5099325
batch_00000_patch.tiff,patch_138,3.7407484,7.792649,2.4612675,4.0765305,-12.644172
batch_00000_patch.tiff,patch_139,7.8862944,5.2148485,2.5161917,3.466778,-10.651844
batch_00000_patch.tiff,patch_140,5.970764,9.430245,8.975823,5.737859,-11.6162405
batch_00000_patch.tiff,patch_141,8.680523,15.249135,14.715694,5.206934,-11.014994
batch_00000_patch.tiff,patch_142,16.123825,8.289775,17.439932,10.213374,-6.4098015
batch_00000_patch.tiff,patch_143,17.637249,10.496745,23.388355,7.0423846,-8.42579
batch_00000_patch.tiff,patch_144,5.7560325,9.668084,14.439359,10.338869,-1.2658572
batch_00000_patch.tiff,patch_145,5.937923,6.2300477,12.399235,8.932542,-3.5838537
batch_00000_patch.tiff,patch_146,6.1909046,13.407275,0.9514453,6.9881625,-11.600137
batch_00000_patch.tiff,patch_147,1.5548065,9.075092,1.6388782,6.7376766,-12.190041
batch_00000_patch.tiff,patch_148,8.646054,10.200921,6.7998385,8.242259,-11.886165
batch_00000_patch.tiff,patch_149,10.287345,6.6604505,6.8439837,5.519941,-9.735856
batch_00000_patch.tiff,patch_150,15.891103,8.444059,19.607193,4.1740365,-5.1210885
batch_00000_patch.tiff,patch_151,9.529911,13.350172,20.38496,2.9829879,-10.770392
batch_00000_patch.tiff,patch_152,6.0813684,10.41969,6.2624893,4.1806335,-9.995259
batch_00000_patch.tiff,patch_153,5.818137,10.288638,3.6507056,0.9111818,-15.203436
batch_00000_patch.tiff,patch_154,6.576664,9.177621,3.3037608,1.3132824,-9.913196
batch_00000_patch.tiff,patch_155,4.4961987,4.37123,7.202515,6.023357,-6.980783
batch_00000_patch.tiff,patch_156,10.76768,6.745465,1.6844902,6.682917,-7.3314404
batch_00000_patch.tiff,patch_157,7.330259,12.547441,8.06093,3.0748315,-12.251958
batch_00000_patch.tiff,patch_158,9.723748,9.00303,8.026295,8.097657,-11.149384
batch_00000_patch.tiff,patch_159,21.569326,10.867202,17.853539,11.81896,-5.6426644
batch_00000_patch.tiff,patch_160,18.820917,9.296273,21.968163,7.7471156,-8.260248
batch_00050_patch.tiff,patch_0,5.019956,8.887742,1.8484132,4.158575,-11.7459345
batch_00050_patch.tiff,patch_1,6.747668,7.702155,4.340924,4.372364,-10.118548
batch_00050_patch.tiff,patch_2,15.540623,14.541921,16.331404,10.171155,-7.950261
batch_00050_patch.tiff,patch_3,11.415013,14.029265,18.022781,8.254345,-10.989089
batch_00050_patch.tiff,patch_4,4.8682547,5.892902,2.866,5.2920814,-6.5758305
batch_00050_patch.tiff,patch_5,6.6503863,9.973697,2.732559,6.3813634,-12.916817
batch_00050_patch.tiff,patch_6,8.447668,14.2810545,9.548888,1.0086786,-14.212824
batch_00050_patch.tiff,patch_7,8.11802,17.913279,11.929649,3.657584,-12.483433
batch_00050_patch.tiff,patch_8,8.797496,12.069663,8.3984995,3.0111668,-13.874057
batch_00050_patch.tiff,patch_9,8.221436,10.218199,7.550373,3.3728302,-11.686949
batch_00050_patch.tiff,patch_10,7.214301,11.165531,12.973239,4.3849635,-9.384332
batch_00050_patch.tiff,patch_11,11.752922,12.79899,13.685825,3.5314796,-13.103656
batch_00050_patch.tiff,patch_12,9.122111,8.457519,6.613431,4.4628396,-11.094328
batch_00050_patch.tiff,patch_13,5.672926,9.135581,1.2266207,2.887421,-13.38757
batch_00050_patch.tiff,patch_14,4.3253975,10.20632,3.9917161,3.7590728,-14.300338
batch_00050_patch.tiff,patch_15,13.331742,10.885914,24.475212,13.7219715,-6.7965493
batch_00050_patch.tiff,patch_16,12.548325,12.209233,14.174653,6.2371616,-7.6810226
batch_00050_patch.tiff,patch_17,4.7263265,6.047011,1.4635057,5.3012776,-14.690757
batch_00050_patch.tiff,patch_18,4.5035577,9.861417,2.369408,5.4654627,-13.0772505
batch_00050_patch.tiff,patch_19,9.453717,18.179155,16.112577,5.2974343,-9.900563
batch_00050_patch.tiff,patch_20,7.363821,16.80686,10.946266,2.76277,-13.099132
batch_00050_patch.tiff,patch_21,7.0969844,14.830247,6.7871823,6.97489,-14.171095
batch_00050_patch.tiff,patch_22,6.540343,13.057428,10.728128,6.509156,-11.289449
batch_00050_patch.tiff,patch_23,12.692003,12.069571,13.830074,5.134844,-12.733056
batch_00050_patch.tiff,patch_24,7.869927,11.752601,9.772037,5.168679,-12.502909
batch_00050_patch.tiff,patch_25,11.0873785,8.152544,13.422175,6.2740955,-8.392384
batch_00050_patch.tiff,patch_26,5.370943,11.241044,5.5242734,3.2645464,-12.630332
batch_00050_patch.tiff,patch_27,3.4678252,8.650558,2.0910091,2.3418865,-13.0367775
batch_00050_patch.tiff,patch_28,6.8754025,6.4206038,9.214957,8.058715,-7.0085263
batch_00050_patch.tiff,patch_29,3.7382925,7.1358104,3.8547559,6.04858,-9.405322
batch_00050_patch.tiff,patch_30,3.2040677,7.5281744,6.4289517,7.295615,-8.474124
batch_00050_patch.tiff,patch_31,7.715217,9.044919,5.2702394,7.886292,-11.855807
batch_00050_patch.tiff,patch_32,9.171749,11.596976,15.714944,5.384097,-8.601571
batch_00050_patch.tiff,patch_33,7.9051123,15.500065,12.721071,6.831406,-8.019622
batch_00050_patch.tiff,patch_34,9.039894,12.340328,11.763959,5.8857985,-11.431132
batch_00050_patch.tiff,patch_35,8.183043,10.381053,8.951345,3.7067041,-12.984933
batch_00050_patch.tiff,patch_36,10.42123,12.278222,12.179409,4.064046,-6.062725
batch_00050_patch.tiff,patch_37,13.80216,11.019237,16.296638,6.7532763,-5.136167
batch_00050_patch.tiff,patch_38,12.432685,11.045257,15.001355,3.7959888,-10.412872
batch_00050_patch.tiff,patch_39,1.582307,11.3229265,0.24860777,4.526133,-11.660114
batch_00050_patch.tiff,patch_40,4.818994,9.646545,-0.3964562,2.6503491,-12.667728
batch_00050_patch.tiff,patch_41,3.73864,9.01665,9.494019,8.896139,-8.607453
batch_00050_patch.tiff,patch_42,7.1844516,7.7897887,5.0316315,8.0798435,-8.253058
batch_00050_patch.tiff,patch_43,4.513075,6.15973,3.6764634,7.0462,-10.483178
batch_00050_patch.tiff,patch_44,2.8887372,11.46794,10.487796,6.036593,-10.707485
batch_00050_patch.tiff,patch_45,8.173463,17.11817,11.507083,10.73187,-9.960792
batch_00050_patch.tiff,patch_46,9.277661,12.701434,10.314937,7.0635056,-12.295608
batch_00050_patch.tiff,patch_47,7.4840627,12.031987,10.95079,3.247762,-11.164838
batch_00050_patch.tiff,patch_48,6.10696,15.168367,14.523207,4.2655587,-9.807904
batch_00050_patch.tiff,patch_49,12.824472,14.561525,17.887775,8.303145,-8.716899
batch_00050_patch.tiff,patch_50,10.45237,8.165315,14.033897,11.762718,-8.728021
batch_00050_patch.tiff,patch_51,8.075606,6.440209,13.352613,5.902209,-11.332698
batch_00050_patch.tiff,patch_52,5.995288,8.868735,5.305816,7.717103,-7.567526
batch_00050_patch.tiff,patch_53,8.840811,7.752916,3.6149647,3.3851566,-10.694213
batch_00050_patch.tiff,patch_54,5.9815664,10.883524,6.902488,4.6985993,-11.591604
batch_00050_patch.tiff,patch_55,4.71537,10.488416,3.2461703,5.117712,-12.238285
batch_00050_patch.tiff,patch_56,6.016049,16.340227,7.3150673,5.0791125,-11.901656
batch_00050_patch.tiff,patch_57,12.944068,18.36966,18.522974,5.4204845,-12.640416
batch_00050_patch.tiff,patch_58,3.3402157,13.575466,13.310454,10.163983,-8.4364805
batch_00050_patch.tiff,patch_59,5.857066,11.024501,14.707765,2.839219,-6.5986214
batch_00050_patch.tiff,patch_60,4.4956675,13.492848,12.213413,5.93225,-10.1744
batch_00050_patch.tiff,patch_61,6.372163,11.38989,8.824943,6.559602,-10.902271
batch_00050_patch.tiff,patch_62,12.145878,9.629336,18.358831,6.161248,-9.81545
batch_00050_patch.tiff,patch_63,8.281032,9.361572,12.422521,7.1089525,-12.041321
batch_00050_patch.tiff,patch_64,4.6781754,7.920777,5.923039,4.6066675,-9.484217
batch_00050_patch.tiff,patch_65,6.6915746,8.009196,4.5066495,4.722212,-9.3515415
batch_00050_patch.tiff,patch_66,6.92186,9.582844,5.857065,5.208034,-12.260341
batch_00050_patch.tiff,patch_67,6.505531,6.0911403,5.219648,4.90304,-11.028891
batch_00050_patch.tiff,patch_68,7.382845,14.260272,13.395775,2.2888858,-11.795459
batch_00050_patch.tiff,patch_69,13.417245,15.462533,12.411305,8.074838,-11.810484
batch_00050_patch.tiff,patch_70,7.0469446,11.97473,14.285463,4.808475,-9.050476
batch_00050_patch.tiff,patch_71,4.1762657,15.433702,15.455369,9.306108,-6.2805142
batch_00050_patch.tiff,patch_72,8.4278555,17.344767,19.829794,11.293056,-5.1810875
batch_00050_patch.tiff,patch_73,9.699093,18.450813,17.886301,3.2092304,-10.4432
batch_00050_patch.tiff,patch_74,7.5610414,10.233961,12.453813,9.645318,-11.95841
batch_00050_patch.tiff,patch_75,8.177024,8.540442,9.050221,8.649639,-10.937933
batch_00050_patch.tiff,patch_76,10.183107,8.295119,3.5633392,6.934954,-8.535705
batch_00050_patch.tiff,patch_77,9.012642,6.92685,8.602898,8.748397,-3.3103344
batch_00050_patch.tiff,patch_78,3.049726,6.6151834,6.656966,7.0915046,-9.985476
batch_00050_patch.tiff,patch_79,4.4460473,9.941253,4.596397,3.4030871,-10.920326
batch_00050_patch.tiff,patch_80,13.803996,12.668864,22.720083,10.134552,-4.872911
batch_00050_patch.tiff,patch_81,12.371028,13.871136,13.923561,6.9769692,-5.9475155
batch_00050_patch.tiff,patch_82,1.1991192,12.771047,7.7902136,9.277388,-9.112585
batch_00050_patch.tiff,patch_83,5.151663,11.28491,10.603956,6.285245,-8.702135
batch_00050_patch.tiff,patch_84,3.9623873,12.734354,7.665178,3.6919167,-14.204956
batch_00050_patch.tiff,patch_85,10.899251,12.396407,10.368816,6.4979024,-11.634761
batch_00050_patch.tiff,patch_86,14.404485,12.875589,20.43976,11.09227,-10.354346
batch_00050_patch.tiff,patch_87,11.014624,9.690795,7.7209506,3.1183627,-12.803848
batch_00050_patch.tiff,patch_88,7.6940355,4.484075,10.233253,5.2808957,-0.0032351564
batch_00050_patch.tiff,patch_89,12.3402405,9.550387,14.6499815,9.830343,-2.796087
batch_00050_patch.tiff,patch_90,6.481201,6.726325,4.1694098,6.4231567,-8.876526
batch_00050_patch.tiff,patch_91,5.8233175,9.36283,4.428762,5.0128846,-12.313572
batch_00050_patch.tiff,patch_92,15.131734,6.631588,27.705229,7.530821,-4.4750514
batch_00050_patch.tiff,patch_93,11.575942,10.357032,16.024834,14.602117,-9.576935
batch_00050_patch.tiff,patch_94,11.774863,18.593555,13.430466,8.043797,-9.836784
batch_00050_patch.tiff,patch_95,8.353236,15.57963,18.227215,10.421471,-6.7190847
batch_00050_patch.tiff,patch_96,0.6616412,11.1383095,7.953911,3.6032825,-11.909041
batch_00050_patch.tiff,patch_97,5.3372316,8.280328,5.7128973,3.0379033,-14.821095
batch_00050_patch.tiff,patch_98,7.912708,9.934394,12.472795,6.3105626,-11.401655
batch_00050_patch.tiff,patch_99,6.850025,9.489369,7.518066,2.9467547,-12.30222
batch_00050_patch.tiff,patch_100,7.6790857,5.6878114,14.451384,7.261038,-3.809455
batch_00050_patch.tiff,patch_101,13.521623,5.544227,19.181843,5.7958326,-2.925352
batch_00050_patch.tiff,patch_102,6.5985537,8.280288,-0.3648261,5.924108,-10.258078
batch_00050_patch.tiff,patch_103,5.4125986,7.1398363,2.793459,4.2166986,-7.1365685
batch_00050_patch.tiff,patch_104,13.424989,17.881489,12.67342,7.2460027,-11.825298
batch_00050_patch.tiff,patch_105,10.963618,14.225828,12.323324,6.629216,-12.325845
batch_00050_patch.tiff,patch_106,11.899865,17.177662,7.8011904,2.951772,-16.044296
batch_00050_patch.tiff,patch_107,5.919058,15.899986,8.391236,2.0120182,-16.149864
batch_00050_patch.tiff,patch_108,10.466254,10.722769,12.223567,5.4035296,-15.453876
batch_00050_patch.tiff,patch_109,12.420098,8.144516,15.037584,3.8795629,-11.896741
batch_00050_patch.tiff,patch_110,11.971049,9.488203,12.80578,4.224434,-12.671187
batch_00050_patch.tiff,patch_111,7.184363,9.935124,8.331195,1.964852,-15.519538
batch_00050_patch.tiff,patch_112,17.125996,6.448248,24.37096,6.429381,-5.7742186
batch_00050_patch.tiff,patch_113,7.0532556,5.1966534,0.65493256,5.806742,-9.68874
batch_00050_patch.tiff,patch_114,7.3285084,6.4679384,5.2910194,4.416957,-6.6952906
batch_00050_patch.tiff,patch_115,4.8680887,12.040377,14.208384,3.9090176,-8.5465145
batch_00050_patch.tiff,patch_116,7.377026,14.573011,10.696319,3.3625724,-12.954942
batch_00050_patch.tiff,patch_117,8.30506,10.373043,9.643387,4.27496,-11.968208
batch_00050_patch.tiff,patch_118,6.284086,15.363008,9.983393,7.6292744,-14.213878
batch_00050_patch.tiff,patch_119,10.647132,11.529839,11.145787,4.7765903,-13.703649
batch_00050_patch.tiff,patch_120,11.155158,12.860461,14.584521,-0.006541263,-14.549784
batch_00050_patch.tiff,patch_121,9.770474,11.900817,11.41905,6.5447674,-15.896492
batch_00050_patch.tiff,patch_122,9.920402,11.056475,9.730125,2.674646,-12.1630335
batch_00050_patch.tiff,patch_123,8.499971,6.144641,5.1290627,10.302975,-5.2887955
batch_00050_patch.tiff,patch_124,7.126118,10.037044,5.763039,3.5461223,-6.665426
batch_00050_patch.tiff,patch_125,6.295985,8.020275,6.1220546,7.194351,-14.76531
batch_00050_patch.tiff,patch_126,4.8626256,9.146592,7.3103905,5.937629,-11.305773
batch_00050_patch.tiff,patch_127,9.458087,15.5689745,14.430984,7.0402613,-9.814128
batch_00050_patch.tiff,patch_128,5.3364687,10.790998,12.067965,6.048215,-11.581828
batch_00050_patch.tiff,patch_129,12.232422,19.13278,13.584314,5.8308096,-11.334183
batch_00050_patch.tiff,patch_130,2.8447993,9.997698,9.711425,5.334525,-11.989557
batch_00050_patch.tiff,patch_131,10.45693,12.297093,11.241791,5.2116632,-12.416028
batch_00050_patch.tiff,patch_132,10.909789,12.018185,16.648945,5.225975,-10.105129
batch_00050_patch.tiff,patch_133,9.632309,9.797385,9.718994,4.1319175,-15.259279
batch_00050_patch.tiff,patch_134,10.84105,9.161843,11.014973,2.2137053,-13.64243
batch_00050_patch.tiff,patch_135,6.359539,6.0728335,3.432643,6.534177,-7.6479154
batch_00050_patch.tiff,patch_136,5.3162727,8.727241,3.257384,4.6888757,-10.977011
batch_00050_patch.tiff,patch_137,5.968613,9.1799,5.0302753,5.976903,-10.748695
batch_00050_patch.tiff,patch_138,0.71378714,8.198332,1.7354833,6.705637,-10.479685
batch_00050_patch.tiff,patch_139,9.380261,19.010874,18.755152,5.5979247,-7.6607337
batch_00050_patch.tiff,patch_140,6.089618,13.401539,12.459862,4.3120074,-12.285871
batch_00050_patch.tiff,patch_141,7.3514423,11.095066,6.670147,5.503927,-13.941452
batch_00050_patch.tiff,patch_142,7.5410485,15.385802,12.753758,-0.71740156,-12.774501
batch_00050_patch.tiff,patch_143,11.645759,10.548981,12.303703,5.784588,-14.39965
